3.1415926,0.000#0.830,5.400e+01,-00008194,000008222,1,000000054,000000304,000000000,000000000
-66,1,-1,1,-3,2,1,-2,5,2,-1,1,-1,1,1,1,3,2,5,6,5,7,7,7,12,12,11,10,16,14,27,18,19,17,22,23,33,29,43,37,59,45,54,44,65,52,68,69,90,78,92,94,92,124,109,113,121,113,140,144,131,148,159,174,143,191,205,202,195,202,219,218,235,204,230,266,216,233,236,235,237,233,247,233,221,244,240,253,198,262,227,238,219,220,196,237,206,222,193,203,167,164,159,167,171,145,162,159,135,122,100,123,107,98,94,111,99,104,71,85,85,63,62,53,46,58,44,50,38,41,27,32,30,27,16,19,13,14,14,14,16,9,14,12,8,9,6,7,8,9,2,6,2,4,1,1,3,3,2,1,1,1,1,-6,1,-1,1,1,-2,1,-60
-67,1,-1,1,-3,3,-2,3,4,-1,1,1,-2,2,2,3,7,4,6,6,4,10,11,13,10,11,13,17,22,23,16,20,21,22,31,33,40,39,51,52,50,48,57,61,73,64,83,86,89,94,122,94,114,107,111,126,141,142,149,128,164,168,180,156,197,211,191,207,211,224,212,226,259,236,240,212,236,235,241,229,238,241,232,234,258,233,261,197,240,228,224,214,237,196,208,219,219,181,165,166,166,158,157,161,167,151,123,135,122,100,101,107,111,94,99,104,92,64,70,77,57,59,60,45,48,45,47,30,31,31,23,34,16,19,12,15,16,12,8,16,13,14,7,9,8,6,9,8,5,2,5,2,2,-1,4,2,1,2,1,1,1,-6,1,1,-2,1,1,-61
