0.0000000,0.000#0.100,3.333e-01,-00000057,000000060,0,000000001,000000351,000000000,000000000
-26,1,-30,1,-13,1,-5,2,1,-4,1,-4,1,-2,1,1,2,1,2,-1,3,1,1,2,1,3,2,1,3,2,2,3,2,4,-1,3,5,2,5,4,3,3,3,3,6,6,3,3,5,7,6,4,4,8,3,10,9,7,11,8,8,8,12,11,5,12,9,10,6,13,7,8,8,7,7,10,17,16,8,8,13,11,3,9,8,8,9,6,12,12,19,15,13,10,9,10,8,8,22,11,8,14,7,8,9,15,17,11,10,9,10,12,9,10,11,13,9,11,8,12,8,11,6,9,9,6,6,7,6,6,4,5,8,4,9,5,5,7,3,1,3,2,4,4,2,6,4,6,-1,1,5,1,3,4,-1,4,2,1,1,1,3,-1,4,-1,2,2,2,1,-2,1,-5,1,1,-1,1,1,2,-3,1,-2,1,1,-8,2,-75
-26,1,-31,1,-12,1,-6,2,1,-3,1,-4,1,-2,1,1,1,2,2,-1,3,-1,2,1,2,3,2,1,2,1,4,3,1,4,1,2,5,3,5,2,5,2,1,5,3,7,5,4,2,6,8,5,4,7,4,9,9,7,9,9,10,7,11,12,5,13,7,11,6,11,9,9,8,6,5,11,13,17,13,6,11,14,3,9,7,8,8,9,8,15,14,17,10,15,7,11,8,8,21,12,9,13,9,8,8,14,14,17,6,11,7,14,8,13,7,13,12,11,7,13,7,13,7,9,7,8,5,7,8,5,1,9,4,7,9,4,5,7,4,2,3,2,3,3,3,6,4,6,1,1,4,2,2,5,-1,2,3,2,-1,2,3,-1,3,1,-1,4,2,1,-2,1,-5,1,-1,1,1,1,2,-3,1,-2,1,1,-8,1,1,-74
