0.0000000,0.000#0.170,1.500e+01,-00002315,000002215,1,000000015,000000302,000000000,000000000
-74,1,-9,1,-3,1,-2,2,-3,2,-2,2,1,3,6,1,3,5,1,3,3,7,3,5,6,11,3,3,7,6,10,12,6,17,13,10,14,18,16,16,14,25,10,15,13,12,29,39,23,32,21,20,25,33,19,25,20,42,35,34,32,22,30,31,43,31,29,24,39,42,36,24,44,34,31,34,31,25,21,30,41,22,45,30,23,25,19,24,17,30,16,9,19,11,18,14,11,15,11,9,19,14,10,13,9,8,12,11,5,1,3,5,5,3,7,3,6,3,1,1,1,3,2,-4,1,-3,1,-8,1,-1,1,-72
-74,1,-10,1,-3,1,-1,2,-2,1,1,-2,2,1,2,7,1,3,5,1,3,3,4,6,6,5,11,3,3,7,5,11,13,5,14,16,8,16,16,18,17,13,23,12,16,12,17,24,37,25,32,21,21,24,30,22,24,20,44,34,36,30,25,27,27,46,33,28,32,30,41,38,22,45,32,34,35,30,25,21,34,37,25,42,26,26,24,21,23,18,27,19,12,16,5,23,13,13,11,15,12,16,14,10,13,9,6,14,10,6,2,2,5,5,1,9,3,6,2,2,1,1,2,3,-4,1,-4,1,-7,1,-1,1,-72
