3.1415926,0.000#0.830#0.980#0.020#0.050#0.060#0.810#0.030#0.040#0.090#0.100#0.960,4.200e+01,-00006637,000006299,1,000000042,000000308,000000000,000000000
-76,1,-6,1,1,-2,2,1,-1,2,-1,1,2,1,1,2,3,4,-1,5,1,3,3,-1,3,3,3,5,2,2,4,5,5,5,3,7,1,1,2,5,6,7,8,8,5,5,6,5,8,2,13,11,8,9,14,7,12,5,13,11,14,10,7,10,8,10,10,13,9,9,10,14,11,15,12,7,12,10,15,11,10,16,15,13,10,10,17,12,15,6,12,7,10,9,6,5,14,9,12,6,7,8,8,6,5,10,11,9,2,5,10,3,7,5,10,7,5,2,1,4,7,2,3,3,2,3,3,2,8,3,7,2,4,1,2,2,-1,1,1,-1,2,-1,2,1,1,-1,1,1,2,1,1,-5,2,2,1,-2,1,1,-64
-77,1,-4,1,-2,1,2,-1,1,-1,1,1,1,2,-1,2,3,2,-1,4,-1,6,5,1,2,1,3,3,3,4,4,2,7,3,5,3,1,6,2,2,8,3,9,6,5,8,5,6,7,6,10,5,9,10,14,9,10,8,14,5,13,12,10,7,9,9,6,14,10,12,13,6,13,12,13,14,11,8,14,11,10,11,14,16,12,12,17,10,14,12,13,6,8,9,6,9,13,6,14,7,8,5,8,8,6,5,10,10,4,8,10,4,7,4,7,8,6,6,1,2,5,5,4,2,2,3,4,2,5,4,4,7,3,3,1,2,-1,2,1,1,1,1,2,-2,2,1,-1,2,1,1,1,-4,2,-1,2,1,-2,2,-65
-77,1,-4,1,-2,1,2,-2,1,-1,2,2,1,1,1,3,2,-1,4,1,5,3,3,3,-1,3,3,1,6,4,2,5,5,4,4,-1,7,3,1,6,5,8,7,4,9,5,6,8,5,13,2,9,10,15,8,11,7,14,5,14,11,8,9,8,10,10,10,10,12,10,9,11,14,12,15,11,8,16,9,10,11,14,16,10,14,18,9,15,11,12,7,10,7,6,9,14,5,12,9,7,6,8,8,5,6,10,10,3,9,9,5,8,3,11,4,5,7,1,2,6,4,4,2,2,3,3,3,7,2,6,5,3,3,2,1,-1,2,1,1,2,-1,2,-1,1,1,1,-1,2,1,1,1,-4,2,-1,1,2,-2,1,1,-64
-76,1,-6,1,-1,1,-1,2,1,-1,2,-1,1,2,1,1,2,3,4,-1,4,2,3,3,-1,3,3,3,5,2,2,4,5,5,5,3,6,2,1,2,5,6,6,9,8,5,5,6,6,7,2,13,11,8,10,13,7,12,6,12,11,14,10,7,10,8,10,10,13,9,9,10,14,11,16,11,7,12,12,13,11,10,15,16,13,10,10,17,12,15,6,12,6,11,10,5,4,15,10,11,6,7,8,8,5,6,10,11,9,2,5,10,3,7,5,10,7,5,2,1,4,7,2,3,3,2,3,3,2,8,3,7,2,4,1,2,2,-1,1,1,-1,2,-1,2,1,1,-1,1,1,2,1,1,-4,1,1,2,1,-2,1,1,-64
-76,1,-6,1,-1,1,-1,2,1,-1,2,-1,1,2,1,1,2,3,4,-1,4,2,3,3,-1,3,3,3,6,1,2,4,5,5,4,4,5,3,1,2,5,6,6,9,7,6,5,6,6,7,2,13,11,8,9,14,7,12,7,11,11,14,10,7,10,8,10,10,13,9,9,10,14,11,16,11,6,13,11,14,11,10,17,14,12,11,10,17,12,15,6,12,6,11,10,5,4,15,10,11,6,7,7,9,8,3,10,11,9,2,7,8,3,7,5,10,7,5,2,1,3,8,2,3,3,2,3,3,2,8,3,7,2,4,1,2,2,-1,1,1,-1,2,-1,2,1,1,-1,1,1,2,1,1,-4,1,1,2,1,-2,1,1,-64
-76,1,-6,1,-1,1,-1,2,1,-1,2,-1,1,2,1,1,2,3,4,-1,3,3,3,3,-1,3,3,3,6,1,2,4,5,5,4,4,5,3,1,2,5,6,6,9,8,5,5,6,7,6,2,13,11,8,9,14,7,12,6,12,11,14,11,6,10,8,10,10,13,9,9,10,14,11,15,12,6,13,11,14,11,10,16,14,13,11,10,17,12,15,6,12,7,10,10,5,3,16,10,11,6,7,7,9,8,3,10,11,9,2,7,8,4,6,5,10,7,5,2,1,3,8,2,3,3,2,2,4,2,8,3,7,2,4,1,2,2,-1,1,1,-1,2,-1,2,1,1,-1,1,1,2,1,1,-4,1,1,2,1,-2,1,1,-64
-77,1,-4,1,-2,1,2,-1,1,-1,1,1,1,2,-1,2,3,2,-1,4,-1,6,5,1,2,1,3,3,3,4,4,2,6,4,5,3,1,6,2,2,8,3,9,6,5,8,6,5,7,6,10,5,9,10,15,8,11,7,14,5,14,11,10,7,9,9,6,14,10,12,12,7,13,12,12,15,11,8,15,10,10,11,14,16,11,13,17,10,13,13,12,7,8,9,7,8,12,7,14,7,8,5,8,8,7,4,9,11,5,7,9,6,6,4,7,8,6,6,1,2,5,5,4,2,2,3,4,2,5,4,4,7,3,3,1,2,1,1,1,1,1,1,2,-2,2,1,-1,2,1,1,1,-4,2,-1,2,1,-2,2,-65
-76,1,-6,1,-1,1,-1,2,1,-1,2,-1,1,2,1,1,2,3,4,-1,4,2,3,3,-1,3,3,3,5,2,2,4,5,5,5,3,5,3,1,2,5,6,6,9,8,5,5,6,7,6,2,13,11,8,10,13,7,12,6,12,11,14,10,7,10,8,10,10,13,9,9,10,14,11,16,11,6,13,12,13,11,10,15,16,13,10,10,17,12,15,6,12,6,11,10,5,4,15,11,10,6,7,7,9,5,6,10,11,9,2,7,8,3,7,5,10,7,5,2,1,4,7,2,3,3,2,3,3,2,8,3,7,2,4,1,2,2,-1,1,1,-1,2,-1,2,1,1,-1,1,1,2,1,1,-4,1,1,2,1,-2,1,1,-64
-76,1,-6,1,-1,1,-1,2,1,-1,2,-1,1,2,1,1,2,3,4,-1,4,2,3,3,-1,3,3,3,6,1,2,4,5,5,4,4,5,3,1,2,5,6,6,9,7,6,5,6,7,6,2,13,11,8,9,14,7,12,6,12,11,14,10,7,10,8,10,10,13,9,9,10,14,11,16,11,6,13,12,13,11,10,16,15,12,11,10,17,12,15,6,12,6,11,10,5,4,15,10,11,7,6,7,9,7,4,10,11,9,2,7,8,3,7,5,10,7,5,2,1,4,7,2,3,3,2,3,3,2,8,3,7,2,4,1,2,2,-1,1,1,-1,2,-1,2,1,1,-1,1,1,2,1,1,-4,1,1,2,1,-2,1,1,-64
-76,1,-6,1,-1,1,-1,2,1,-1,2,-1,1,2,1,1,3,2,4,-1,3,3,3,3,-1,3,3,3,6,1,2,4,5,5,4,4,5,3,1,2,5,6,6,9,8,5,5,6,8,5,2,13,12,7,9,14,8,11,7,11,11,14,10,7,9,9,9,11,13,9,9,10,14,11,15,12,5,14,11,14,11,10,16,14,13,11,11,16,13,14,6,12,6,11,10,5,2,17,10,11,6,7,7,9,8,3,11,10,9,2,7,8,4,6,5,10,8,4,2,1,3,8,2,3,3,2,2,4,2,8,3,7,1,5,1,2,2,-1,1,1,-1,2,-1,2,1,1,-1,1,1,2,1,1,-4,1,1,1,2,-2,1,1,-64
-76,1,-6,1,-1,1,-1,2,1,-1,2,-1,1,2,1,1,3,2,4,-1,3,3,3,3,-1,3,3,3,6,1,2,4,5,5,4,4,5,3,1,2,6,5,7,8,9,4,5,6,8,5,2,13,11,8,9,14,9,10,7,11,10,15,10,7,9,9,8,12,12,10,8,11,14,11,16,11,5,14,11,14,11,10,16,14,13,11,10,17,14,13,6,12,6,11,10,5,2,17,10,11,6,7,7,9,8,3,12,9,9,2,7,8,4,6,4,11,8,4,2,1,3,8,2,3,3,2,2,4,2,8,3,7,1,5,1,2,2,-1,1,1,-1,2,-1,2,1,1,-1,1,1,2,1,1,-4,1,1,1,2,-2,1,1,-64
-77,1,-4,1,-2,1,2,-2,1,-1,2,2,1,-1,2,3,2,-1,4,1,5,3,3,2,1,3,3,1,6,4,2,5,5,4,4,-1,7,2,2,6,5,8,7,4,9,5,6,8,5,12,3,11,8,14,9,11,7,14,5,14,11,8,9,8,10,10,10,10,12,11,8,12,13,12,15,11,8,16,9,10,11,13,17,10,14,18,9,15,11,13,6,10,7,5,10,14,5,12,9,7,6,8,8,5,6,10,10,4,8,9,5,8,3,11,4,5,7,1,2,5,5,4,2,2,3,3,3,6,3,6,5,3,3,2,1,-1,2,1,1,2,-1,2,-1,1,1,1,-1,2,1,1,1,-4,2,-1,1,2,-2,2,-65
