3.1415926,0.000#0.080#0.050#0.070#0.060#0.040#0.480#0.030#0.380#0.460#0.470,3.400e+01,-00004764,000005504,1,000000034,000000302,000000000,000000000
-23,2,-7,1,-2,1,-1,1,-2,2,1,-5,1,-1,1,-7,1,-1,2,1,-1,1,-1,4,6,2,1,-1,2,1,-1,3,-1,1,-1,5,2,3,5,-1,1,-1,4,2,1,4,3,5,2,4,4,10,3,5,4,3,3,5,6,7,1,2,5,7,6,6,5,5,6,10,12,8,7,11,15,5,4,5,7,2,12,10,9,5,2,9,10,9,14,11,10,5,9,11,13,7,4,10,14,9,13,7,5,10,12,8,11,11,9,10,7,11,6,7,13,9,15,8,12,6,11,7,8,6,7,5,8,5,8,7,5,10,13,4,5,8,7,7,9,4,2,5,4,5,5,3,1,6,2,2,3,5,3,7,3,2,-1,6,4,2,2,2,2,3,2,2,4,1,3,3,4,2,-1,2,1,2,1,1,-2,1,2,1,-1,1,-2,4,-1,1,-28,1,-1,1,1,-40
-23,2,-7,1,-2,1,-1,1,-2,2,1,-5,1,-1,1,-7,1,-1,2,1,-1,1,-1,4,7,1,1,-1,2,1,-1,3,-1,1,-1,5,2,3,4,1,1,-1,3,3,1,4,4,4,2,4,6,8,3,5,4,3,4,4,6,6,2,2,4,8,6,6,7,3,5,11,13,7,8,10,14,6,3,6,7,2,13,9,9,5,4,7,7,12,12,13,11,4,10,10,14,6,3,11,12,11,13,7,4,11,12,8,13,9,10,9,9,9,6,7,15,7,13,10,12,6,11,7,7,7,6,6,8,5,8,7,7,8,11,6,7,6,7,7,10,3,3,4,4,5,4,4,2,5,2,2,3,5,5,5,3,2,-1,6,4,2,2,2,2,3,1,3,4,1,3,3,5,1,-1,2,1,2,1,1,-2,1,2,1,-1,1,-2,4,-1,1,-28,1,-1,1,1,-40
-23,2,-7,1,-2,1,-1,1,-2,2,1,-5,1,-1,1,-7,1,-1,2,1,-1,1,-1,4,6,2,1,-1,2,1,-1,3,-1,1,-1,5,2,3,4,1,1,-1,4,2,1,4,4,4,2,4,6,8,3,5,4,3,4,4,6,6,2,2,4,8,6,6,7,3,5,11,12,8,8,10,15,5,3,6,7,2,13,9,10,4,3,8,7,12,13,12,11,4,9,11,14,6,3,11,14,9,12,8,4,11,13,7,12,10,9,10,8,10,5,8,13,9,15,8,12,6,11,7,7,7,8,4,9,4,8,7,7,8,12,5,6,7,6,8,9,4,3,4,4,5,5,3,1,6,2,2,3,5,5,5,3,2,-1,6,4,2,2,2,2,3,1,3,4,1,3,3,5,1,-1,2,1,2,1,1,-2,1,2,1,-1,1,-2,4,-1,1,-28,1,-1,1,1,-40
-23,2,-7,1,-2,1,-1,1,-2,2,1,-5,1,-1,1,-7,1,-1,2,1,-1,1,-1,4,7,1,1,-1,2,1,-1,3,-1,1,-1,5,2,3,4,1,1,-1,3,3,1,4,4,4,2,4,6,8,3,5,4,3,4,4,6,6,2,2,4,8,6,6,7,3,5,11,13,7,8,10,14,6,3,6,7,2,13,9,9,5,3,8,7,12,12,13,11,4,9,11,14,6,3,11,13,10,12,8,4,11,12,8,12,10,9,10,8,10,5,8,15,7,14,9,12,6,11,7,7,7,7,5,8,5,8,7,7,8,11,6,7,6,7,7,10,3,3,4,4,5,5,3,2,5,2,2,3,5,5,5,3,2,-1,6,4,2,2,2,2,3,1,3,4,1,3,3,5,1,-1,2,1,2,1,1,-2,1,2,1,-1,1,-2,4,-1,1,-28,1,-1,1,1,-40
-23,2,-7,1,-2,1,-1,1,-2,2,1,-5,1,-1,1,-7,1,-1,2,1,-1,1,-1,4,7,1,1,-1,2,1,-1,3,-1,1,-1,5,2,3,4,1,1,-1,3,3,1,4,4,4,2,4,6,8,3,5,4,3,4,4,6,6,2,2,4,8,6,6,7,3,5,11,13,7,8,10,15,5,3,6,7,2,13,9,9,5,3,8,7,12,12,13,11,4,9,11,14,6,3,11,14,9,12,8,4,11,12,8,12,10,9,10,8,10,5,8,13,9,14,9,12,6,11,7,7,7,8,4,8,5,8,7,7,8,11,6,7,6,6,8,9,4,3,4,4,5,5,3,1,6,2,2,3,5,5,5,3,2,-1,6,4,2,2,2,2,3,1,3,4,1,3,3,5,1,-1,2,1,2,1,1,-2,1,2,1,-1,1,-2,4,-1,1,-28,1,-1,1,1,-40
-23,2,-7,1,-2,1,-1,1,-2,2,1,-5,1,-1,1,-7,1,-1,2,1,-1,1,-1,4,6,2,1,-1,2,1,-1,3,-1,1,-1,5,2,3,4,1,1,-1,4,2,1,4,4,4,2,4,6,8,3,5,4,3,4,4,6,6,2,2,4,8,6,6,6,4,5,11,12,8,7,11,15,5,3,6,6,3,13,9,10,4,3,8,8,11,13,12,11,4,9,11,14,6,3,11,14,9,12,8,4,11,13,7,11,11,9,10,8,10,5,8,13,9,15,8,12,6,11,7,7,7,8,4,9,4,8,7,6,9,12,5,6,7,6,8,9,4,3,4,4,5,5,3,1,6,2,2,3,5,4,6,3,2,-1,6,4,2,2,2,2,3,1,3,4,1,3,3,5,1,-1,2,1,2,1,1,-2,1,2,1,-1,1,-2,4,-1,1,-28,1,-1,1,1,-40
-22,1,1,-6,1,-4,1,1,-2,2,-1,1,-4,1,-2,1,-6,1,-1,3,-2,1,1,3,4,4,-1,1,3,-1,2,1,-1,1,2,3,3,2,2,3,-1,1,3,3,1,4,6,2,3,3,7,7,2,6,3,4,5,3,4,8,4,-1,5,7,7,5,4,5,9,8,10,10,9,9,15,5,3,6,3,6,11,11,7,7,5,6,5,14,12,12,10,6,12,8,12,8,8,6,9,14,8,12,8,7,11,9,11,11,10,9,11,7,4,9,14,8,11,12,10,8,11,7,7,7,7,5,6,7,6,9,9,6,8,9,6,7,8,6,9,4,4,3,4,5,5,3,4,3,3,1,2,6,8,2,3,2,3,3,4,2,3,1,2,3,1,3,3,2,2,4,2,4,1,1,2,1,-1,2,-2,1,2,1,-1,1,-1,3,1,1,-29,1,-1,1,1,-40
-23,2,-7,1,-2,1,-1,1,-2,2,1,-5,1,-1,1,-7,1,-1,2,1,-1,1,-1,4,6,2,1,-1,2,1,-1,3,-1,1,-1,5,2,3,4,1,1,-1,4,2,1,4,4,4,2,4,5,9,3,5,4,3,3,5,6,6,2,2,5,7,6,6,6,4,5,11,12,8,7,11,15,5,3,6,6,3,13,9,11,3,3,8,8,11,13,12,11,4,9,11,14,6,3,11,14,9,12,8,4,11,12,8,11,11,9,10,8,10,5,8,13,9,15,8,12,6,11,7,7,7,8,4,9,4,8,7,6,9,12,5,6,7,6,8,9,4,2,5,4,5,5,3,1,6,2,2,3,5,4,6,3,2,-1,6,4,2,2,2,2,3,1,3,4,1,3,3,5,1,-1,2,1,2,1,1,-2,1,2,1,-1,1,-2,4,-1,1,-28,1,-1,1,1,-40
-22,1,1,-6,1,-4,1,1,-2,2,1,-5,1,-2,1,-6,1,-1,3,-2,1,-1,4,4,4,-1,1,3,-1,1,2,-1,1,1,4,3,2,2,3,-1,1,3,3,1,4,6,2,2,4,7,7,-1,8,4,3,5,3,5,7,4,-1,5,7,6,6,4,5,9,8,13,7,10,8,14,6,2,7,5,4,10,12,8,6,4,7,3,16,12,13,10,5,10,10,13,7,5,9,8,15,11,9,7,8,10,10,11,11,10,9,8,10,5,8,12,10,12,11,9,9,11,7,7,7,6,6,6,7,5,10,8,7,9,8,5,8,7,7,9,4,4,3,3,6,4,4,2,5,3,1,2,6,6,4,2,3,1,5,4,2,2,2,2,3,1,3,4,1,2,4,3,3,1,1,2,1,-1,2,-2,1,2,1,-1,1,-1,2,2,1,-29,1,-1,1,1,-40
-22,1,1,-6,1,-4,1,1,-2,2,-1,1,-4,1,-2,1,-6,1,-1,3,-2,1,1,3,4,4,-1,1,3,-1,2,1,-1,1,1,4,3,2,2,3,-1,1,3,3,1,4,6,2,3,3,7,7,1,7,3,4,5,3,4,8,4,-1,5,7,7,5,4,5,8,9,11,9,9,9,15,5,3,6,3,6,11,11,8,6,5,6,5,14,13,11,11,5,11,9,12,8,8,6,9,14,9,11,9,6,11,9,12,10,9,10,10,8,4,9,14,8,11,12,10,8,11,7,7,7,7,5,6,7,6,9,9,6,8,9,6,7,8,6,9,4,4,3,4,5,5,3,3,4,3,1,2,6,8,2,3,2,2,4,4,2,2,2,2,3,1,3,3,2,2,4,2,4,1,1,2,1,-1,2,-2,1,2,1,-1,1,-1,3,1,1,-29,1,-1,1,1,-40
