3.1415926,0.000#0.730#0.770#0.780#0.010#0.140#0.200#0.230#0.260#0.370#0.270#0.070#0.240#0.080#0.130#0.210,5.200e+01,-00007736,000008072,1,000000052,000000304,000000000,000000000
-76,1,1,-5,1,-4,1,1,-2,1,-2,4,1,1,1,-1,1,2,4,3,1,1,1,4,3,4,4,4,6,4,3,3,6,9,5,8,6,6,8,5,10,10,8,10,5,7,6,9,6,11,12,15,6,8,18,13,10,6,24,14,14,12,15,13,13,14,12,15,12,16,18,12,18,11,16,17,11,12,16,14,9,13,13,11,15,10,10,8,8,8,12,12,5,9,9,5,7,3,2,13,5,5,3,3,3,3,4,3,6,4,-1,1,1,4,2,-3,2,1,-1,1,1,2,2,-8,1,-9,1,-76
-77,2,-4,1,-6,2,-2,1,-1,3,1,-1,2,1,-1,1,2,2,4,3,-1,1,4,4,3,4,4,5,5,1,5,6,8,7,7,6,6,3,10,8,12,9,7,9,5,8,7,10,7,9,18,7,7,12,19,8,8,15,23,15,11,14,14,15,11,16,11,16,13,13,16,11,17,20,15,10,13,12,18,10,12,12,12,14,11,11,7,10,6,12,12,8,6,5,9,3,7,10,5,6,4,3,3,3,3,4,3,5,5,1,-1,3,2,1,1,-2,1,2,1,-1,2,1,-1,2,-6,1,-11,1,-75
-77,2,-4,1,-6,2,-2,1,-1,3,1,-1,2,1,-1,2,1,2,4,3,-1,2,3,4,3,4,4,4,6,1,5,7,7,8,6,6,6,3,10,8,12,9,7,8,6,8,7,10,7,11,16,7,7,12,19,8,8,14,24,14,12,14,14,15,11,16,11,15,14,13,16,11,17,20,15,12,11,12,18,11,11,13,11,14,11,8,10,10,6,12,12,8,6,5,9,3,7,11,4,6,4,3,3,3,3,4,3,5,5,1,-1,3,2,1,1,-2,1,2,1,-1,2,1,-1,2,-6,1,-11,1,-75
-77,2,-4,1,-6,2,-2,1,-1,3,1,-1,2,1,-1,2,1,2,4,3,-1,2,3,4,3,4,4,4,6,1,5,7,7,8,6,6,6,3,10,10,10,9,7,8,6,8,7,10,7,11,16,7,7,12,19,8,8,13,25,14,12,14,14,15,11,16,11,15,14,12,17,11,17,20,15,12,11,12,18,11,11,13,11,14,11,8,10,10,6,11,13,8,6,5,9,3,7,11,4,6,4,3,3,3,3,4,3,5,5,1,-1,4,1,1,1,-2,1,2,1,-1,2,1,-1,2,-6,1,-11,1,-75
-76,1,1,-5,1,-4,1,1,-2,1,-2,4,1,1,1,-1,1,2,4,3,1,1,1,4,3,4,4,4,6,4,2,4,6,9,5,8,6,6,7,6,10,10,8,10,5,7,6,9,5,12,12,15,6,8,18,13,10,6,24,14,14,12,15,13,13,14,13,14,10,18,18,12,17,12,16,17,11,12,15,15,9,13,13,11,15,10,10,8,9,7,12,12,5,9,9,5,7,3,2,13,5,5,3,3,3,3,5,2,6,4,-1,1,1,4,2,-3,2,1,-1,1,1,2,2,-8,1,-9,1,-76
-77,2,-4,1,-5,1,1,-2,1,-2,4,1,1,1,-1,1,2,3,4,1,1,-1,5,4,3,3,5,6,4,2,4,7,8,5,8,5,7,8,5,12,8,7,10,6,7,5,10,8,9,10,17,7,7,17,14,9,7,21,17,16,10,14,14,15,12,14,13,12,16,19,11,15,14,16,17,12,11,14,16,11,11,11,13,14,11,9,9,10,6,13,11,5,9,8,6,8,2,2,13,5,5,3,3,3,3,5,2,6,4,-1,1,1,4,1,1,-2,2,1,-1,1,1,2,1,1,-7,1,-9,1,-76
-77,2,-4,1,-5,1,1,-2,1,-1,1,3,1,1,1,-1,1,2,2,5,2,-1,1,4,5,2,4,4,6,4,2,4,7,8,4,9,5,7,7,6,10,10,7,10,6,7,7,8,9,8,9,18,7,7,16,15,8,8,23,15,17,9,15,13,15,12,12,15,14,14,18,12,13,15,15,19,11,12,15,15,11,11,11,13,14,11,9,9,10,6,11,13,5,9,7,7,7,3,4,11,5,5,4,2,4,2,4,3,6,4,-1,1,2,3,1,1,-2,2,1,-1,1,1,2,1,1,-7,1,-9,1,-76
-77,2,-4,1,-5,1,1,-2,1,-1,2,2,1,1,1,-1,1,2,2,5,2,-1,1,4,4,3,6,2,5,5,2,4,7,8,4,9,5,7,7,6,10,10,7,10,6,7,8,7,9,8,9,18,7,7,16,15,8,8,23,15,16,10,13,15,14,12,13,15,14,14,17,13,13,15,15,19,11,12,15,15,11,11,11,13,15,10,10,8,11,5,12,12,5,9,7,7,7,3,4,11,5,5,3,3,4,2,4,3,6,4,-1,1,1,4,1,1,-2,2,1,-1,1,1,2,1,1,-7,1,-9,1,-76
-77,2,-4,1,-5,1,1,-2,1,-1,2,2,1,1,1,-1,1,2,2,5,2,-1,1,4,4,3,6,2,5,5,2,4,7,8,4,9,5,7,7,6,9,11,7,10,6,7,8,7,9,8,8,19,7,7,17,14,8,8,23,15,15,11,12,16,15,11,13,15,14,14,18,12,13,15,14,20,12,11,15,15,11,11,11,13,15,10,10,8,12,4,12,12,6,8,7,7,7,3,4,11,5,5,3,3,4,2,3,4,6,4,-1,1,1,4,1,1,-2,2,1,-1,1,1,2,1,1,-7,1,-9,1,-76
-77,2,-4,1,-6,2,-2,1,-1,2,2,1,1,1,-1,1,2,2,4,3,-1,1,4,4,3,5,3,4,6,2,4,6,9,4,9,6,6,5,8,9,11,6,11,6,7,9,6,10,7,9,18,6,8,14,17,9,7,18,20,15,11,13,15,17,9,16,11,13,16,18,11,13,16,18,16,15,8,13,17,10,12,11,13,13,12,9,9,10,6,14,10,6,8,7,7,7,3,5,10,7,3,3,3,4,2,3,4,6,4,-1,1,2,3,1,1,-2,2,1,-1,1,1,2,-1,2,-7,1,-10,1,-75
-77,2,-4,1,-6,2,-2,1,-1,2,2,1,1,1,-1,1,2,2,5,2,-1,1,4,4,3,6,2,5,5,2,4,7,8,5,8,5,7,7,6,10,10,6,11,6,7,9,6,9,8,8,19,7,7,17,14,8,8,23,15,16,10,13,15,15,11,14,14,14,14,18,12,13,15,14,20,12,11,15,15,11,11,12,12,15,10,10,8,12,4,12,12,6,8,8,6,7,3,4,11,5,5,3,3,4,2,3,4,6,4,-1,1,1,4,1,1,-2,2,1,-1,1,1,2,1,1,-7,1,-9,1,-76
-76,1,1,-5,1,-4,1,1,-2,1,-2,4,1,1,1,-1,1,2,3,4,1,1,1,4,4,3,3,5,6,4,2,4,6,9,5,8,6,6,7,6,11,9,8,10,5,7,6,9,7,10,11,16,6,8,17,14,9,7,24,14,15,11,16,12,14,13,13,14,10,18,19,11,15,14,16,17,11,12,16,14,9,13,13,11,15,10,10,8,9,7,12,12,6,8,8,6,7,3,2,13,5,5,4,2,3,3,5,2,6,4,-1,1,1,4,1,1,-2,2,1,-1,1,1,2,1,1,-7,1,-9,1,-76
-77,2,-4,1,-5,1,1,-2,1,-1,2,2,1,1,1,-1,1,2,2,5,2,-1,1,4,4,3,6,2,5,5,2,4,7,8,4,9,6,6,7,6,10,10,7,10,6,7,8,7,9,8,9,18,7,7,17,14,8,8,23,15,16,10,13,15,14,12,13,15,14,14,17,13,13,15,15,19,11,12,15,15,11,11,11,13,15,10,9,9,12,4,12,12,5,9,7,7,7,3,4,11,5,5,3,3,4,2,3,4,6,4,-1,1,1,4,1,1,-2,2,1,-1,1,1,2,1,1,-7,1,-9,1,-76
-76,1,1,-5,1,-4,1,1,-2,1,-2,4,1,1,1,-1,1,2,3,4,1,1,1,4,4,3,3,5,6,4,2,4,6,9,5,8,6,6,7,6,11,9,7,11,5,7,5,10,7,10,11,16,6,8,17,14,9,7,24,14,15,11,16,12,14,13,13,14,11,17,19,11,15,14,16,17,11,12,15,15,9,13,13,11,15,10,10,8,9,7,14,10,7,7,8,6,7,3,2,13,5,5,4,2,3,3,5,2,6,4,-1,1,1,4,1,1,-2,2,1,-1,1,1,2,1,1,-7,1,-9,1,-76
-77,2,-4,1,-5,1,1,-2,1,-2,4,1,1,1,-1,1,2,3,4,1,1,-1,5,4,3,3,5,6,4,2,4,7,8,5,8,5,7,7,6,12,8,8,9,6,7,5,10,8,9,10,17,7,7,17,14,9,7,21,17,16,10,14,14,14,13,14,13,12,16,19,11,15,14,16,17,12,11,15,15,10,12,12,12,14,11,9,9,10,6,13,11,5,9,8,6,8,2,2,13,5,5,4,2,3,3,5,2,6,4,-1,1,1,4,1,1,-2,3,-2,1,1,2,1,1,-7,1,-9,1,-76
