3.1415926,0.000#0.400#0.510#0.500#0.360#0.710#0.720#0.770#0.030#0.070#0.730#0.740,2.000e+00,-00000315,000000301,1,000000002,000000308,000000000,000000000
-76,1,-4,1,-1,1,1,-1,1,-3,1,-4,1,2,1,-1,1,1,-2,1,1,2,2,2,4,3,1,2,1,2,1,4,3,6,3,5,6,4,4,3,6,8,4,8,7,7,7,6,12,3,13,12,7,7,6,15,15,15,9,17,9,12,10,14,18,13,13,16,15,13,18,18,18,7,11,12,16,12,19,16,25,12,7,15,10,12,16,10,5,12,4,18,13,13,10,5,6,8,9,8,10,8,8,4,6,3,4,7,6,4,5,3,-1,2,4,3,4,3,2,1,3,4,4,3,3,1,4,4,2,1,1,1,2,1,1,1,-1,3,-1,1,1,-1,1,-3,1,-5,1,-7,1,-63
-76,1,-4,1,-1,1,1,-2,1,-2,1,-5,2,1,1,1,-1,1,-1,1,2,1,3,1,2,5,1,2,1,1,2,2,6,3,6,1,7,6,2,4,2,8,9,5,9,7,9,4,8,8,14,8,10,5,7,11,19,14,11,14,11,12,10,15,12,18,10,18,10,15,17,23,16,8,10,15,13,13,13,23,14,23,6,12,13,11,16,12,6,12,5,14,16,10,6,11,7,8,4,12,7,11,6,7,6,2,7,4,8,3,4,4,-1,2,4,2,5,3,1,2,3,2,4,3,3,3,3,5,1,2,-1,2,2,-1,1,1,1,2,2,-1,1,-2,1,-2,1,-6,1,-6,1,-63
-76,1,-4,1,-1,1,1,-2,1,-2,1,-5,2,1,1,1,-1,1,-1,1,2,1,2,2,2,5,-1,3,2,-1,2,2,5,4,6,1,6,7,2,4,2,8,9,5,7,8,8,6,7,9,13,9,11,4,6,12,15,16,12,14,11,13,9,16,13,15,13,16,11,15,17,20,19,8,9,16,11,15,14,20,16,22,8,11,12,11,17,12,7,11,6,11,17,11,6,11,8,6,5,12,6,12,5,8,6,2,6,4,8,4,4,4,1,1,4,2,5,3,1,2,3,2,3,4,4,2,3,5,1,1,2,1,2,-1,1,1,1,2,2,-2,1,-1,1,-2,1,-6,1,-6,1,-63
-76,1,-4,1,-1,1,1,-2,1,-2,1,-5,2,1,1,1,-1,1,-1,1,2,1,2,2,2,5,-1,3,2,-1,2,2,5,4,6,1,6,7,2,4,2,8,9,5,7,8,8,6,7,9,13,9,11,4,7,11,15,16,12,15,10,13,9,16,13,15,13,16,10,16,17,21,18,8,9,16,12,14,14,20,17,21,8,11,13,10,17,12,7,11,6,11,17,11,6,11,8,6,5,12,6,12,5,8,6,2,6,4,8,4,4,4,1,1,4,2,5,3,1,2,3,2,3,4,4,2,3,5,1,1,2,1,2,-1,1,1,1,2,2,-2,1,-1,1,-2,1,-6,1,-6,1,-63
-76,1,-4,1,-1,1,1,-2,1,-2,1,-5,2,1,1,1,-1,1,-1,1,2,1,3,1,2,5,1,2,1,1,2,2,6,4,5,1,7,6,3,3,2,8,9,5,9,7,9,5,7,8,15,7,10,5,8,10,19,14,11,14,10,13,11,14,12,18,10,18,9,16,18,22,16,8,10,15,15,11,13,24,13,23,6,12,12,12,17,11,6,12,6,13,16,11,6,11,7,7,5,11,8,10,6,7,6,3,5,5,8,3,4,4,-1,2,4,2,5,3,1,2,4,1,4,3,3,3,4,4,1,2,-1,2,2,-1,1,1,1,2,2,-1,1,-2,1,-2,1,-5,1,-7,1,-63
-76,1,-4,1,-1,1,-1,1,-1,1,-2,1,-5,1,2,2,-2,1,1,-1,2,1,2,1,4,4,-1,2,3,-1,3,1,4,3,8,1,6,6,2,5,2,8,8,6,7,7,7,7,7,10,11,11,9,6,8,7,17,15,13,12,15,10,14,10,15,15,12,12,19,12,18,20,18,9,8,15,11,15,14,17,20,23,8,11,13,9,12,16,13,6,8,9,17,9,8,10,11,5,6,10,8,10,3,9,4,6,6,4,5,7,-1,7,2,1,4,1,7,2,1,2,3,2,3,4,3,3,2,5,2,1,2,1,2,-1,1,1,1,1,3,-2,1,-1,1,-2,1,-6,1,-6,1,-63
-76,1,-4,1,-1,1,-1,1,-1,1,-2,1,-5,1,2,2,-2,1,1,-1,2,1,2,1,4,4,-1,2,3,-1,3,1,4,3,8,1,6,6,2,5,2,8,8,6,7,7,7,7,8,9,11,11,9,6,8,7,17,15,13,12,15,9,15,10,15,15,11,13,19,12,18,19,19,9,8,15,11,15,14,17,20,23,8,11,12,10,12,16,13,6,9,8,16,10,8,10,11,5,6,10,8,10,3,9,4,6,6,4,5,7,-1,7,2,1,4,1,7,2,1,2,2,3,3,4,3,3,2,5,2,1,2,1,2,-1,1,1,1,1,3,-2,1,-1,1,-2,1,-6,1,-6,1,-63
-76,1,-4,1,-1,1,-1,1,-1,1,-3,1,-4,1,2,2,-2,1,1,-1,2,1,1,2,5,3,-1,2,3,-1,3,1,4,3,7,2,6,6,1,6,2,8,7,7,7,7,7,7,7,9,11,12,9,6,8,7,15,17,14,11,15,9,15,9,14,16,12,13,19,12,18,19,18,10,9,13,12,15,12,18,21,22,9,10,13,10,13,15,13,5,11,7,17,9,8,10,10,6,6,9,9,10,3,9,4,6,6,4,5,7,1,6,2,1,3,2,7,2,1,2,2,3,3,4,3,3,2,5,2,1,2,1,2,-1,1,1,1,1,3,-2,1,-1,1,-2,1,-6,1,-6,1,-63
-76,1,-4,1,-1,1,1,-1,1,-3,1,-4,1,2,1,-1,1,1,-2,1,1,2,2,2,4,3,1,2,1,2,2,3,3,6,4,4,5,5,4,3,6,8,4,8,7,7,7,6,11,4,15,10,7,7,6,12,18,15,9,17,9,12,10,14,19,12,13,15,15,14,21,15,17,7,12,12,16,12,20,15,25,12,7,15,10,12,16,10,5,12,4,18,12,14,10,5,6,8,9,8,9,9,8,4,6,3,4,7,6,4,5,3,-1,2,4,3,4,3,2,1,3,4,4,3,3,1,4,4,1,2,1,1,2,1,1,1,-1,3,-1,1,1,-1,1,-3,1,-5,1,-7,1,-63
-76,1,-4,1,-1,1,1,-1,1,-3,1,-5,3,-1,1,1,1,-2,1,1,2,2,2,4,3,1,2,1,2,2,3,3,6,4,3,6,5,4,3,4,8,6,7,8,7,8,5,10,5,14,10,7,8,6,12,18,15,9,16,10,12,11,13,19,12,12,16,15,13,20,17,17,7,12,12,15,13,19,16,22,15,7,14,11,12,15,11,5,12,4,18,12,14,10,5,7,7,8,9,9,9,8,4,6,3,4,7,6,4,5,3,-1,2,4,3,3,4,2,1,3,4,4,2,4,1,4,4,1,2,1,1,2,-1,2,1,-1,3,1,-1,1,-1,1,-3,1,-5,1,-7,1,-63
