3.1415926,0.000#0.520#0.530#0.540#0.510#0.500#0.550#0.480#0.490#0.560#0.600,3.900e+01,-00005558,000006298,1,000000039,000000304,000000000,000000000
-42,1,-2,1,-4,1,-1,1,3,1,-1,1,-6,1,-3,2,-2,1,3,1,-2,2,-1,4,1,-1,1,-1,2,1,1,2,4,-1,8,3,3,4,2,3,5,4,7,5,3,5,-1,6,4,6,8,9,6,2,4,7,8,6,7,5,11,9,9,5,8,7,13,12,2,5,9,5,5,10,11,11,10,8,5,8,13,12,19,12,10,10,13,13,12,10,14,9,11,11,13,10,7,15,9,6,8,10,5,9,11,10,12,7,8,9,9,11,9,10,7,10,10,6,8,9,7,4,7,6,7,10,4,4,5,6,7,6,3,5,3,4,5,3,3,1,4,4,5,4,2,-1,1,5,2,-1,3,3,-1,4,2,2,2,-1,1,1,1,1,-1,1,-2,2,-2,1,1,1,-1,1,-4,1,-25,1,-45
-42,1,-2,1,-5,1,2,2,1,-1,1,-5,1,-3,2,-3,3,1,1,-1,1,1,3,1,1,-1,1,-1,3,-1,2,1,2,2,8,3,1,6,1,4,3,6,10,2,6,2,2,4,7,3,11,6,3,5,6,5,7,7,2,10,9,11,7,7,8,7,16,9,2,5,7,7,12,3,14,8,11,7,9,3,14,12,13,18,10,10,18,8,13,9,13,10,10,12,9,14,10,12,9,6,12,6,3,11,11,10,10,9,7,10,11,9,6,13,7,8,10,8,8,9,6,5,7,6,10,7,7,1,3,8,8,5,5,3,5,2,4,4,1,3,5,3,4,5,-1,2,3,2,2,1,4,2,2,2,2,2,1,1,1,1,2,-1,1,-3,1,1,-1,1,2,-1,1,-5,1,-26,1,-44
-42,1,-2,1,-5,1,2,2,1,-1,1,-5,1,-3,2,-3,3,1,1,-1,1,1,3,1,1,-1,1,-1,3,-1,3,-1,2,2,8,3,1,6,1,4,3,6,10,2,6,2,3,3,6,4,10,7,3,5,6,5,7,7,2,10,8,12,7,7,8,7,15,10,3,4,7,7,12,3,13,9,11,7,9,3,14,12,14,17,10,10,18,8,13,9,13,10,10,12,9,14,10,12,9,6,12,6,3,11,11,10,10,9,6,11,11,9,7,12,7,8,10,8,9,8,6,5,7,6,10,7,6,2,3,8,9,4,5,3,5,2,4,4,1,3,5,3,4,5,-1,2,3,2,2,1,4,2,2,2,2,2,1,1,1,1,2,-1,1,-3,1,1,-1,1,2,-1,1,-5,1,-26,1,-44
-42,1,-2,1,-5,1,2,2,1,-1,1,-5,1,-3,2,-3,3,1,1,-1,2,-1,3,1,1,-1,1,-1,3,-1,3,-1,2,2,7,4,1,6,1,4,3,6,9,3,6,2,3,3,6,4,10,7,3,5,6,5,7,7,2,10,8,12,7,7,8,7,15,10,3,4,7,7,12,3,12,10,11,7,9,3,13,13,14,17,10,10,18,8,13,9,13,10,10,12,9,14,10,12,9,6,12,6,3,11,11,10,9,10,6,11,11,9,7,12,7,8,10,8,9,8,6,5,8,5,11,6,6,2,3,8,9,4,5,3,5,2,4,4,1,3,5,3,4,5,-1,2,3,2,2,1,4,2,2,2,2,2,1,1,1,1,2,-1,1,-3,1,1,-1,1,2,-1,1,-5,1,-26,1,-44
-42,1,-2,1,-5,1,2,2,1,-1,1,-5,1,-3,2,-3,3,1,1,-1,1,1,3,1,1,-1,1,-1,3,-1,2,1,2,2,8,3,1,6,1,4,2,7,9,3,5,3,1,5,7,3,11,6,3,5,6,5,8,6,2,10,9,11,7,7,8,7,16,9,2,5,7,7,12,3,14,8,11,7,9,3,14,12,13,18,10,10,16,10,13,9,13,10,12,10,9,14,10,12,9,6,12,6,3,11,11,10,11,8,7,10,11,9,6,13,7,8,10,8,8,9,6,5,6,7,9,8,7,1,3,8,8,5,5,3,5,2,4,4,1,3,5,3,4,5,-1,2,4,1,2,1,4,2,2,2,2,2,1,1,1,1,2,-1,1,-3,1,1,-1,1,2,-1,1,-5,1,-26,1,-44
-42,1,-2,1,-5,1,2,2,1,-1,1,-5,1,-3,1,1,-2,3,1,1,-1,1,1,3,1,1,-1,1,-1,3,-1,2,1,2,2,8,3,1,6,1,4,3,6,9,3,5,3,1,5,7,3,12,5,4,4,6,5,8,6,2,10,9,11,7,7,7,8,16,9,2,5,7,7,12,3,14,8,11,7,9,3,14,12,13,18,10,10,16,10,13,9,13,10,12,10,10,13,9,13,9,6,12,6,3,11,11,10,10,9,6,11,11,9,6,13,7,8,10,8,7,10,6,5,7,6,9,8,7,1,3,8,8,5,5,3,5,2,4,4,1,3,5,3,4,5,-1,2,4,1,2,1,4,2,2,2,2,2,1,1,1,1,2,-1,1,-3,1,1,-1,1,2,-1,1,-5,1,-26,1,-44
-42,1,-2,1,-5,1,2,2,1,-1,1,-5,1,-3,2,-3,3,1,1,-1,2,-1,3,1,1,-1,1,-1,3,-1,3,-1,2,2,7,4,1,6,1,4,3,6,9,3,6,2,3,3,6,4,10,7,3,5,5,6,7,7,2,10,8,12,7,7,8,7,15,10,3,4,7,7,12,3,12,10,12,6,9,3,13,13,13,18,10,10,18,8,13,9,13,10,10,12,9,14,11,11,9,6,12,6,3,11,11,10,9,10,6,11,9,11,7,12,7,8,10,8,8,9,6,5,8,5,11,6,6,2,3,8,9,4,5,3,5,2,4,4,1,3,5,3,4,5,-1,2,3,2,2,1,4,2,2,2,2,2,1,1,1,1,2,-1,1,-3,1,1,-1,1,2,-1,1,-5,1,-26,1,-44
-42,1,-2,1,-5,1,2,2,1,-1,1,-5,1,-3,1,1,-2,3,1,1,-1,1,1,3,1,1,-1,1,-1,3,-1,2,1,2,2,8,3,1,6,2,3,3,6,9,3,6,2,1,5,7,3,11,6,4,4,6,5,8,6,2,10,9,11,7,7,7,8,16,9,2,5,7,7,12,3,14,8,11,7,9,3,14,12,13,18,10,10,16,10,13,9,13,10,14,8,10,13,9,13,9,6,10,8,3,11,11,10,10,9,6,11,12,8,5,14,7,8,10,8,7,10,6,5,6,7,9,8,7,1,3,8,8,5,5,3,5,2,4,4,1,3,4,4,4,5,-1,2,4,1,2,1,3,3,2,2,2,2,1,1,1,1,2,-1,1,-3,1,1,-1,1,2,-1,1,-5,1,-26,1,-44
-42,1,-2,1,-5,1,2,2,1,-1,1,-5,1,-3,1,1,-2,3,1,1,-1,1,1,3,1,1,-1,1,-1,3,-1,2,1,2,2,8,3,1,6,1,4,3,6,9,3,5,3,1,5,7,3,11,6,4,4,6,5,8,6,2,10,9,11,7,7,7,8,16,9,2,5,7,7,12,3,14,8,11,7,9,3,14,12,13,18,10,10,16,10,12,10,13,10,13,9,10,13,9,13,9,6,11,7,3,11,11,10,10,9,6,11,11,9,6,13,7,8,10,8,7,10,6,5,6,7,9,8,7,1,3,8,8,5,5,3,5,2,4,4,1,3,5,3,4,5,-1,2,4,1,2,1,4,2,2,2,2,2,1,1,1,1,2,-1,1,-3,1,1,-1,1,2,-1,1,-5,1,-26,1,-44
-42,1,-2,1,-5,1,2,2,1,-2,1,-4,1,-3,2,-3,3,1,1,-1,2,-1,3,1,1,-1,1,-1,3,-1,3,-1,2,2,7,4,1,6,1,4,3,6,9,3,6,2,3,3,6,4,10,7,3,5,4,7,7,7,2,10,8,12,7,7,8,7,15,10,3,4,7,7,12,3,12,10,12,6,9,3,13,13,13,18,10,10,18,8,12,10,13,10,11,11,9,14,12,10,9,6,12,6,3,11,9,12,9,10,6,11,9,11,7,12,7,8,10,8,7,10,6,5,8,5,11,6,6,2,3,8,9,4,5,3,5,2,4,4,1,3,4,4,4,5,-1,2,3,2,2,1,4,2,2,2,2,2,1,1,1,1,2,-1,1,-3,1,1,-1,1,2,-1,1,-5,1,-26,1,-44
-42,1,-2,1,-5,1,2,2,1,-2,1,-4,1,-3,2,-3,3,1,1,-1,2,-1,4,-1,1,-1,1,-1,3,-1,2,1,2,2,8,3,2,5,1,4,3,6,7,5,5,3,4,2,6,4,10,7,2,6,4,7,7,7,2,10,7,13,6,8,9,6,15,10,3,4,7,7,12,3,12,10,11,7,9,3,14,12,13,18,11,9,17,9,11,11,13,10,11,11,9,14,11,11,9,6,12,6,4,10,10,11,9,10,6,11,10,10,7,12,6,9,10,8,8,9,6,5,8,5,11,6,6,2,4,7,8,5,5,3,5,2,4,4,1,3,4,4,4,5,-1,2,3,2,2,1,4,2,3,1,1,3,1,1,1,1,2,-1,1,-3,1,1,-1,1,2,-1,1,-5,1,-26,1,-44
