3.1415926,0.000#0.650#0.630#0.640#0.620#0.600#0.610#0.750#0.740#0.660#0.680#0.730#0.790,5.000e+01,-00008054,000007046,1,000000050,000000302,000000000,000000000
-72,1,-2,1,-1,1,-18,1,-5,1,-1,1,3,5,-1,2,-1,6,1,1,1,2,3,2,2,5,7,1,3,4,3,3,5,1,7,7,4,6,11,9,8,10,11,4,10,7,11,14,10,12,6,9,9,11,11,22,16,11,11,12,11,13,16,19,13,10,11,14,18,19,11,14,20,13,14,13,15,15,11,10,12,13,13,10,13,7,17,13,9,10,9,10,6,7,8,10,7,4,1,9,4,8,8,4,5,2,3,7,8,6,4,2,4,2,2,1,3,1,-1,1,2,-1,1,-1,1,-2,1,1,-1,1,-2,1,-13,1,-17,1,-43
-72,1,-1,1,-2,1,-18,1,-6,1,1,3,1,4,1,1,3,4,1,1,3,2,1,3,6,6,1,3,4,3,7,1,6,2,4,7,11,6,6,11,11,10,10,4,11,7,13,11,12,6,6,12,11,11,15,22,13,10,12,11,23,6,12,20,11,10,14,18,11,19,18,16,16,11,14,14,11,15,14,8,20,6,16,7,15,9,11,11,4,15,7,9,5,10,8,9,1,4,7,6,8,7,5,5,1,4,10,5,4,6,3,3,3,1,2,2,1,-1,2,1,-1,1,-2,1,-1,2,-1,1,-4,1,-12,1,-17,1,-43
-72,1,-1,1,-2,1,-18,1,-6,1,1,3,1,4,1,1,3,4,1,1,3,2,1,3,6,6,1,3,4,3,7,1,6,2,4,7,11,6,5,12,11,10,10,4,10,8,13,11,12,6,6,12,12,10,15,22,15,8,12,11,22,7,13,19,11,10,14,18,11,19,18,16,16,11,13,15,10,16,15,7,20,6,17,6,14,10,11,11,4,15,7,9,5,10,8,9,1,4,7,6,7,8,5,5,1,4,9,6,4,6,4,2,3,1,2,2,1,-1,2,1,-1,1,-2,1,-1,2,-1,1,-4,1,-12,1,-17,1,-43
-72,1,-1,1,-2,1,-18,1,-6,1,1,3,1,4,1,1,3,4,1,1,3,2,1,3,6,6,1,3,4,3,7,1,6,2,4,7,11,6,5,12,11,10,10,4,11,7,13,11,12,6,6,12,11,11,15,22,14,9,12,11,23,6,12,20,11,10,14,18,11,19,18,16,16,11,13,15,10,16,14,8,20,6,16,7,15,9,11,11,4,15,7,9,5,10,8,9,1,4,7,6,8,7,5,5,1,4,10,5,4,6,4,2,3,1,2,2,1,-1,2,1,-1,1,-2,1,-1,2,-1,1,-4,1,-12,1,-17,1,-43
-72,1,-1,1,-2,1,-18,1,-6,1,1,3,1,4,1,1,3,4,1,1,3,2,1,3,6,6,1,3,4,3,7,1,6,2,4,7,11,6,6,11,11,10,10,4,10,8,13,11,14,4,6,12,12,10,15,22,15,8,12,11,22,7,13,19,11,10,14,18,11,19,18,16,14,13,14,14,10,16,15,7,20,6,16,7,13,11,11,11,4,15,7,9,5,10,8,9,1,4,7,6,7,8,5,5,1,4,9,6,3,7,4,2,3,1,2,2,1,-1,2,1,-1,1,-2,1,-1,2,-1,1,-4,1,-12,1,-17,1,-43
-72,1,-1,1,-2,1,-18,1,-6,1,1,3,1,4,1,1,3,4,1,1,3,2,1,3,6,6,1,3,4,3,7,1,5,3,4,7,12,5,6,11,11,10,9,5,10,8,11,13,14,4,5,13,12,10,16,21,15,8,12,11,22,7,13,19,11,10,13,19,12,18,18,16,14,13,14,14,10,16,15,7,20,6,16,7,14,10,10,12,5,14,7,9,6,9,8,9,1,4,7,6,7,8,5,5,1,4,8,7,4,6,4,2,3,1,2,2,1,-1,2,1,-1,1,-2,1,-1,2,-1,1,-4,1,-12,1,-17,1,-43
-72,1,-1,1,-2,1,-18,1,-6,1,1,3,1,4,1,1,3,4,1,1,3,2,1,3,6,6,1,3,4,3,7,1,5,3,4,7,11,6,6,11,11,10,10,4,10,8,11,13,14,4,5,13,12,10,16,21,15,8,12,11,22,7,13,19,11,10,14,18,11,19,18,16,14,13,13,15,10,16,15,7,20,6,16,7,13,11,11,11,4,15,7,9,6,9,8,9,1,4,8,5,7,8,5,5,1,4,8,7,4,6,4,2,3,1,2,2,1,-1,2,1,-1,1,-2,1,-1,2,-1,1,-4,1,-12,1,-17,1,-43
-72,1,-1,1,-2,1,-18,1,-6,1,3,1,1,4,-1,2,1,6,1,1,4,1,2,2,8,4,1,3,4,3,7,1,6,2,4,7,10,7,6,11,12,9,11,3,13,5,11,13,8,10,6,11,10,13,15,22,12,11,12,11,21,8,12,20,11,10,18,14,11,19,16,18,18,9,15,13,13,13,15,7,17,9,14,9,16,8,10,12,4,15,6,10,5,10,7,10,1,4,5,8,9,6,7,3,2,3,9,6,4,6,4,2,3,1,2,2,1,-1,2,1,-1,1,-2,1,-1,1,1,1,-4,1,-13,1,-17,1,-42
-72,1,-1,1,-2,1,-18,1,-6,1,3,1,1,4,-1,2,1,6,1,1,4,1,2,2,7,5,1,3,4,3,7,1,6,2,3,8,10,7,6,11,13,8,11,3,12,6,11,13,8,10,6,11,11,12,15,22,13,10,13,10,22,7,10,22,11,10,18,14,11,19,16,18,18,9,16,12,12,14,15,7,17,9,14,9,16,8,9,13,4,15,7,9,5,10,7,10,1,4,5,8,8,7,7,3,2,3,9,6,4,6,4,2,3,1,2,2,1,-1,2,1,-1,1,-2,1,-1,1,1,1,-4,1,-13,1,-17,1,-42
-72,1,-1,1,-2,1,-18,1,-6,1,1,3,1,4,-1,2,3,4,1,1,3,2,1,3,6,6,1,3,4,3,7,1,6,2,5,6,10,7,6,11,11,10,10,4,11,7,13,11,12,6,6,12,11,11,15,22,12,11,13,10,23,6,12,20,11,10,14,18,11,19,18,16,16,11,14,14,11,15,14,8,19,7,15,8,15,9,11,11,4,15,7,9,5,10,8,9,1,4,6,7,8,7,5,5,1,4,9,6,4,6,3,3,3,1,2,2,1,-1,2,1,-1,1,-2,1,-1,1,1,1,-4,1,-12,1,-18,1,-42
-72,1,-1,1,-2,1,-18,1,-6,1,1,3,1,4,-1,2,2,5,1,1,3,2,1,3,7,5,1,3,4,3,7,1,6,2,5,6,10,7,6,11,11,10,10,4,11,7,13,11,10,8,6,12,11,11,16,21,12,11,13,10,22,7,12,20,11,10,15,17,11,19,18,16,16,11,15,13,12,14,14,8,19,7,15,8,15,9,11,11,4,15,7,9,5,10,8,9,1,4,6,7,8,7,5,5,1,4,9,6,3,7,3,3,3,1,2,2,1,-1,2,1,-1,1,-2,1,-1,1,1,1,-4,1,-12,1,-18,1,-42
