0.0000000,0.000#0.350,5.000e-01,-00000123,000000143,0,000000001,000000532,000000000,000000000
-109,1,-6,1,-2,1,-8,1,1,1,-2,2,-1,1,3,1,1,-1,2,1,-2,1,2,3,1,1,5,3,3,2,1,2,2,4,3,5,1,4,5,2,3,2,2,10,4,3,5,6,4,3,8,4,4,8,7,6,8,10,8,10,12,8,5,5,14,7,5,7,8,9,17,12,10,15,13,8,10,19,15,13,18,15,13,18,20,14,23,21,21,12,17,21,24,17,17,20,14,29,12,19,21,16,18,24,16,18,20,22,22,16,25,23,33,20,18,24,24,19,24,22,24,25,18,20,13,19,25,15,18,23,22,25,26,17,21,14,20,24,28,18,23,33,14,27,13,20,24,16,27,21,24,17,19,15,27,14,31,15,20,19,9,17,7,16,14,19,8,12,20,23,10,11,16,20,6,16,13,8,11,14,12,10,11,11,6,8,8,8,5,10,7,9,10,4,6,7,-1,6,4,5,7,4,6,5,3,5,3,4,5,3,2,2,1,3,3,1,3,2,-1,2,2,1,7,2,-1,2,-1,2,1,-2,2,1,1,-1,1,-4,1,-6,1,-28,1,-132
-110,1,-5,1,-3,1,-8,2,-1,1,-2,2,1,2,1,1,1,-1,2,1,-2,1,2,4,-1,2,5,2,3,2,3,-1,4,3,3,4,3,3,4,3,3,1,6,7,3,4,7,5,4,7,3,6,6,6,6,7,10,7,6,15,9,7,5,9,12,6,5,7,9,12,16,8,14,17,9,8,13,16,17,16,14,15,11,23,19,17,20,22,17,17,14,20,25,18,17,18,21,24,12,15,22,16,23,21,16,18,26,15,24,20,19,27,29,19,21,23,26,22,21,20,22,26,22,16,14,21,22,15,20,25,22,25,22,21,13,20,21,27,23,18,28,29,16,22,17,20,22,18,26,22,25,18,12,20,25,20,26,18,16,19,11,13,10,15,13,15,12,12,23,19,9,14,17,15,11,13,14,8,11,15,8,15,10,7,5,11,6,7,9,9,9,7,8,3,10,3,1,6,4,9,2,6,6,4,3,6,1,6,4,3,1,2,1,4,2,4,-1,2,-1,3,1,2,8,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,-4,1,-5,1,-28,1,-132
