0.0000000,0.000#0.960,1.111e-01,-00000018,000000019,0,000000001,000000333,000000000,000000000
-68,1,-3,1,-2,1,-1,1,2,-2,1,-3,1,1,-1,1,1,-3,1,1,-1,1,6,3,3,4,3,3,9,3,5,5,9,9,6,7,9,13,15,19,18,19,11,19,21,17,28,22,21,22,29,45,35,34,27,24,49,54,39,51,57,57,59,57,61,40,58,64,72,75,73,66,73,55,66,75,83,75,75,69,90,79,86,90,82,90,96,89,72,79,96,89,101,69,91,64,89,81,84,67,66,76,46,70,65,59,67,56,67,66,54,58,54,46,53,52,41,39,48,49,40,33,25,29,38,22,17,33,27,29,15,20,12,10,32,14,11,16,13,10,7,13,8,9,6,7,8,5,9,3,2,-1,1,5,4,1,-1,1,2,3,-2,3,3,-2,1,-2,1,-1,1,1,-15,1,-69
-76,1,-4,1,-1,1,-2,1,2,-2,1,-3,1,1,-1,2,-4,1,1,-1,1,7,2,4,3,3,5,8,4,4,9,6,9,8,6,12,12,17,22,15,16,13,15,19,25,25,21,23,27,38,36,33,31,30,30,53,54,45,48,65,48,55,58,58,51,57,65,70,75,69,69,67,59,75,76,84,76,68,74,93,78,85,81,96,84,96,79,76,88,94,93,92,73,80,67,92,81,82,72,63,64,54,76,58,64,64,58,67,64,52,53,57,48,57,41,46,45,37,51,37,29,27,28,37,22,21,32,29,22,14,17,12,18,25,14,11,16,12,8,10,13,9,7,7,6,6,8,6,2,2,-1,4,3,3,1,1,1,1,3,-1,1,3,2,-2,1,-2,1,-1,1,1,-14,1,-61
