0.0000000,0.000#0.420,1.000e+00,-00000149,000000153,0,000000001,000000302,000000000,000000000
-60,1,-12,2,1,2,2,3,10,1,4,10,8,5,13,19,13,15,21,18,31,24,39,42,40,49,60,67,52,58,81,58,101,97,119,133,140,146,147,175,168,190,209,189,248,263,290,254,292,314,289,342,305,382,347,363,373,383,410,374,414,428,414,447,388,423,446,435,430,446,407,438,413,415,411,408,395,425,407,432,413,432,440,443,434,444,408,401,394,433,402,459,425,397,436,399,444,380,363,380,389,345,361,347,367,349,314,315,306,271,248,233,245,223,198,186,180,175,174,162,158,141,121,112,112,109,75,93,73,72,60,47,50,48,41,32,20,27,20,16,12,19,17,7,14,7,5,4,9,7,3,4,2,-1,4,1,-1,1,-1,3,-3,1,-68
-60,1,-12,2,-1,1,4,2,6,6,1,8,12,4,12,13,19,10,18,20,27,26,30,48,34,49,59,56,57,62,68,70,83,94,117,123,131,134,175,150,181,177,196,196,240,225,300,258,269,309,300,311,342,348,348,366,371,381,399,387,383,438,419,430,412,417,435,431,431,439,431,442,410,407,413,413,388,429,397,449,405,425,447,432,447,419,438,372,413,435,393,454,452,380,440,414,407,432,341,402,373,362,328,370,371,343,341,299,338,260,264,237,233,246,200,206,187,150,185,170,175,135,135,119,102,111,87,82,81,82,59,53,54,45,45,33,26,29,18,20,12,16,18,12,7,11,8,3,7,10,3,2,5,-1,3,1,1,-1,1,2,1,-2,1,-68
