0.0000000,0.000#0.140,4.000e+00,-00000611,000000629,1,000000004,000000310,000000000,000000000
-52,1,-14,2,2,-3,1,-2,1,3,-1,3,1,4,8,4,3,7,3,9,11,5,9,10,11,9,15,16,28,26,25,41,35,44,38,48,49,39,66,63,69,102,88,98,79,108,115,158,155,158,160,188,178,204,236,247,241,266,256,307,314,303,278,349,378,380,366,414,423,429,442,450,463,491,512,516,471,513,481,536,503,530,522,605,484,550,533,517,540,556,512,510,520,506,504,466,444,492,436,451,491,458,403,364,438,392,371,383,348,315,306,283,290,256,277,240,194,198,207,185,170,175,162,125,136,108,116,97,106,93,83,60,45,55,55,42,44,25,46,34,33,22,22,15,18,8,16,15,12,10,11,5,8,9,9,7,3,5,6,2,3,-1,2,-1,3,1,5,1,-3,1,1,-3,1,-66
-53,1,-13,1,3,-3,1,-2,1,3,-1,3,1,2,10,2,5,6,4,11,9,6,7,12,9,11,13,15,30,23,27,40,36,42,39,48,51,37,65,67,66,102,87,93,86,100,117,151,164,161,158,179,186,217,222,241,244,252,267,307,310,291,297,358,366,375,362,428,414,418,454,437,474,506,493,524,459,526,473,559,483,539,513,586,504,564,518,515,542,546,525,510,512,525,492,459,443,500,434,458,483,432,435,363,436,393,368,393,344,328,286,283,297,247,290,235,197,193,211,181,177,170,168,126,135,108,117,104,101,95,82,57,48,50,59,38,49,27,44,31,37,20,24,17,17,10,14,12,15,11,10,5,8,10,8,7,2,7,5,1,4,1,1,1,2,1,5,1,-4,2,-3,1,-66
