0.0000000,0.000#0.490,5.000e-01,-00000084,000000085,0,000000001,000000338,000000000,000000000
-65,1,-1,1,-3,1,-3,1,1,2,-3,1,1,3,2,-1,1,4,2,1,5,8,2,4,9,10,8,10,14,11,11,14,11,14,12,23,26,21,26,37,31,33,36,44,53,50,45,57,57,72,85,90,108,80,111,114,105,114,160,116,173,164,176,176,176,203,214,206,211,242,232,271,275,326,304,307,312,338,308,368,382,368,394,386,408,390,402,425,462,452,460,429,496,458,466,483,466,502,471,451,421,455,469,456,442,485,458,444,429,436,404,398,357,385,362,358,378,339,343,294,323,294,271,294,281,243,240,213,240,207,219,186,169,158,165,153,146,132,114,115,92,97,71,88,86,62,55,67,67,55,63,50,38,32,37,38,22,26,25,18,22,22,17,18,13,5,6,12,14,5,8,6,3,5,4,3,5,3,-1,1,1,1,1,2,-1,1,-2,1,-2,1,-1,1,-5,1,-68
-66,1,-1,1,-3,1,-3,1,1,2,-3,1,1,3,2,-1,1,4,2,1,5,8,2,5,8,10,8,10,14,11,11,14,11,14,12,23,26,21,26,37,32,32,37,44,54,50,44,56,59,73,82,91,110,79,112,114,105,112,162,116,176,161,175,175,176,207,212,207,210,247,234,265,273,328,307,306,312,340,307,368,383,367,390,392,409,391,406,416,469,447,459,440,487,462,458,491,463,500,471,451,426,449,464,464,437,486,457,449,423,439,402,398,362,383,364,354,377,339,345,290,325,296,275,286,281,248,235,214,241,207,217,184,170,161,161,154,147,132,112,115,97,92,72,88,88,59,55,67,66,58,60,51,38,31,38,38,21,27,24,18,23,22,16,18,13,6,5,12,14,5,8,6,3,5,4,3,5,3,-1,1,1,1,1,2,-1,1,-2,1,-2,1,-1,1,-5,1,-67
