0.0000000,0.000#0.590,1.000e+01,-00001546,000001594,1,000000010,000000314,000000000,000000000
-38,1,-5,1,-17,1,-1,1,1,2,-3,5,1,1,-1,1,2,-1,2,1,1,-1,5,2,3,2,4,4,4,3,2,2,4,12,7,6,5,9,8,10,9,7,13,11,10,9,10,16,17,16,18,19,12,19,20,26,18,24,23,26,13,30,35,34,23,25,39,28,27,33,38,29,23,37,40,53,39,47,43,45,43,47,57,43,48,43,48,47,65,63,59,54,53,53,41,58,45,46,42,55,43,52,60,51,46,50,48,43,49,56,44,33,49,45,38,39,41,29,42,42,54,33,41,33,33,30,30,27,34,26,29,23,25,21,18,27,26,26,18,7,15,11,19,16,15,10,12,10,12,8,15,6,9,9,9,15,7,4,8,3,8,7,3,3,7,2,4,2,2,2,5,4,-1,4,1,1,3,-1,1,-1,2,1,-14,1,-6,1,-51
-39,1,-5,1,-16,1,-2,2,1,1,-2,3,3,-1,1,2,1,1,1,1,1,2,3,4,1,4,2,5,3,2,3,3,3,9,8,7,6,10,6,10,9,7,13,10,12,9,9,18,15,18,16,18,13,15,23,24,21,20,27,18,22,32,32,28,29,33,30,27,27,31,40,32,22,34,40,63,33,36,51,36,51,64,41,48,41,52,41,59,55,67,53,55,52,47,47,48,57,49,38,51,47,54,53,55,46,49,50,47,47,45,53,47,31,50,38,42,37,33,39,39,55,39,35,23,45,28,31,32,30,23,31,20,30,25,12,23,30,25,21,10,11,14,17,13,18,9,13,14,8,10,12,11,4,7,12,11,10,9,4,8,3,6,3,5,5,4,3,-1,4,3,4,1,3,1,4,1,2,1,1,2,-2,1,-13,1,-7,1,-50
