0.0000000,0.000#0.970,1.100e+01,-00001679,000001885,1,000000011,000000324,000000000,000000000
-55,1,-2,1,2,-5,1,-3,1,-4,2,1,3,-2,1,4,1,2,-1,3,3,6,1,4,6,4,5,3,11,3,7,9,7,15,8,8,5,15,14,10,12,16,15,13,21,20,13,19,25,20,23,24,22,30,17,22,33,35,38,24,39,49,35,44,44,43,44,44,46,53,44,42,48,49,51,48,48,54,59,48,50,57,59,70,65,54,63,69,49,42,64,59,57,49,45,52,57,52,47,46,49,63,49,50,53,53,50,38,44,40,41,46,29,38,47,33,36,29,26,26,25,19,30,18,27,26,28,17,17,13,14,18,15,9,13,18,7,15,8,6,13,8,7,6,3,9,8,2,7,4,6,4,5,3,-1,3,2,3,2,-1,2,1,2,2,2,1,-1,3,1,2,1,1,-1,1,-1,1,-2,1,-80
-54,1,-3,2,1,-4,1,-3,1,-5,1,2,-1,3,1,-1,1,4,-1,2,3,3,1,6,7,3,5,4,7,4,10,3,6,8,10,14,6,8,15,14,9,12,15,16,21,13,13,20,21,19,24,21,25,23,15,30,32,23,37,36,41,23,33,49,44,44,44,43,46,46,48,47,46,42,51,49,53,47,52,53,51,48,56,59,74,69,65,52,47,67,64,42,57,59,44,48,55,53,51,55,47,44,49,63,53,53,51,52,41,38,42,43,29,46,48,37,37,33,24,30,28,22,31,19,27,19,28,26,15,18,11,14,19,16,11,10,10,17,11,13,14,5,7,8,3,6,6,10,7,2,6,5,4,4,1,3,2,3,2,3,2,-1,2,1,2,2,-1,1,-1,3,2,2,-1,1,1,-2,1,1,-81
