0.0000000,0.000#0.010,1.300e+01,-00001930,000002022,1,000000013,000000304,000000000,000000000
-72,1,1,-2,1,-1,1,3,2,-2,1,2,3,-1,1,2,3,3,2,5,2,7,3,4,3,11,7,14,9,9,3,10,13,17,11,16,13,15,25,22,12,22,27,20,26,40,29,29,28,36,35,36,35,46,40,49,53,37,48,63,48,56,55,52,64,49,72,64,63,63,61,84,79,64,64,63,68,70,73,53,64,67,58,58,73,59,70,60,67,56,63,48,54,50,57,51,48,38,50,41,41,26,34,27,28,35,31,25,29,20,22,28,16,11,15,9,15,12,18,4,7,6,13,6,15,5,8,8,2,6,2,6,3,5,3,4,3,1,1,-2,3,2,2,2,2,1,-1,1,1,1,1,-1,1,1,-1,1,-14,1,-59
-72,1,1,-2,1,-1,1,3,1,1,-1,1,2,3,-1,1,2,3,3,2,5,2,7,3,4,3,11,7,15,8,9,3,11,12,17,11,17,12,15,25,22,12,22,27,20,26,39,30,29,28,36,35,36,35,45,41,49,53,36,49,63,48,56,55,52,64,50,71,63,64,63,61,85,78,63,65,59,72,70,73,54,63,68,57,58,73,57,72,58,69,56,63,47,55,47,60,50,49,39,49,41,40,28,33,27,28,35,31,25,29,20,22,28,16,11,15,9,15,12,18,4,7,6,13,6,15,5,8,8,2,6,2,6,3,5,3,4,3,1,1,-2,4,1,2,2,2,1,-1,1,1,1,1,-1,1,1,-1,1,-14,1,-59
