0.0000000,0.000#0.640,5.000e-01,-00000071,000000086,0,000000001,000000314,000000000,000000000
-39,1,-24,1,-1,1,-4,1,1,-2,1,-2,2,2,2,-1,2,1,2,3,2,3,5,4,1,5,4,9,7,8,12,13,8,12,12,12,17,16,15,17,18,29,15,14,17,30,31,29,36,37,35,40,27,51,40,41,46,61,52,51,68,42,59,64,64,69,73,52,57,81,77,78,77,53,70,65,67,74,66,61,67,73,58,65,64,74,71,55,70,57,57,58,36,53,49,60,47,41,47,35,42,37,44,34,35,27,26,29,24,22,23,22,22,11,10,13,10,12,10,9,8,7,12,8,8,12,4,6,2,6,3,4,1,3,1,2,-1,3,4,-1,2,-2,2,1,2,1,-17,1,-4,1,-78
-41,1,-23,1,-2,1,-3,1,-1,1,-1,1,-2,2,2,2,-1,2,1,2,2,3,2,2,6,3,5,2,10,4,9,12,12,8,13,11,13,15,19,14,15,14,33,16,11,22,20,35,29,32,36,42,34,31,47,44,42,45,60,44,51,65,50,58,58,60,74,66,63,58,76,76,74,71,64,71,63,67,77,66,62,62,68,68,60,64,69,81,54,70,65,50,56,41,55,49,53,50,45,44,39,38,41,38,38,36,26,30,30,20,26,27,14,28,13,8,12,13,11,13,8,6,6,12,10,9,11,4,7,3,4,4,5,-1,3,1,2,1,3,3,1,2,-2,2,1,2,1,-17,1,-4,1,-77
