0.0000000,0.000#0.730,1.100e+01,-00001657,000001841,1,000000011,000000318,000000000,000000000
-50,1,-8,1,-1,1,-6,1,2,3,1,1,-1,1,2,-2,1,4,2,2,2,3,5,3,3,5,5,7,3,6,4,6,9,12,13,6,10,17,12,12,11,15,17,16,16,21,19,24,24,22,28,24,19,19,32,24,27,36,20,26,44,41,33,30,36,30,45,47,51,48,48,36,53,56,44,64,41,49,61,49,72,62,68,57,57,66,57,59,63,43,48,52,59,47,65,57,64,60,61,48,51,43,44,34,63,69,38,45,43,44,52,35,38,30,31,35,28,29,26,32,30,29,29,27,18,23,16,23,20,25,12,20,16,17,12,17,12,12,10,12,8,10,8,9,3,5,7,4,8,4,8,5,3,6,3,5,3,4,1,2,3,3,1,2,1,-2,1,-2,1,-1,1,-3,1,1,-4,1,-73
-51,1,-7,1,1,-7,1,2,2,2,1,-1,1,2,-2,1,2,3,3,4,1,3,5,5,3,4,7,5,5,4,5,10,11,9,10,15,12,12,11,15,11,18,14,21,18,22,19,23,23,25,29,16,20,27,31,30,30,25,23,46,38,39,24,28,39,49,45,40,56,42,44,59,48,56,48,49,45,49,59,62,74,57,68,59,63,61,56,47,62,43,52,54,53,59,63,61,65,57,49,46,50,38,43,68,57,46,43,49,33,39,50,31,38,32,36,26,29,27,33,28,31,28,26,23,20,23,17,20,23,19,13,10,21,23,7,13,13,14,9,7,9,11,7,5,4,5,6,3,8,4,10,2,7,4,4,4,3,1,2,2,4,2,1,-1,1,1,-4,1,-1,1,-3,1,1,-4,1,-72
