0.0000000,0.000#0.610,1.100e+01,-00001691,000001675,1,000000011,000000306,000000000,000000000
-44,1,-5,1,-14,1,2,-1,1,1,1,1,1,1,2,4,1,6,2,2,3,1,3,3,1,4,8,9,4,7,10,12,7,6,14,20,7,10,9,19,17,22,21,18,20,14,19,22,28,34,31,40,28,29,40,51,53,44,42,48,52,47,59,67,62,63,58,66,73,88,95,81,94,83,89,85,94,94,96,94,96,99,109,92,110,90,120,130,115,118,115,104,117,117,118,141,113,110,112,122,128,92,108,103,103,102,109,101,100,95,91,86,106,104,92,83,74,83,74,77,73,79,65,57,85,64,65,52,59,49,47,48,43,43,38,37,24,27,31,34,20,27,29,28,25,15,13,21,12,25,11,5,15,12,8,4,6,11,10,7,4,6,5,10,5,2,5,5,8,1,1,-1,1,1,-3,1,-5,3,-8,1,1,-5,1,-46
-44,1,-6,1,-12,1,-1,1,1,1,1,2,-1,1,1,2,4,4,3,1,3,3,1,4,2,4,1,10,7,5,4,13,10,7,7,13,21,6,10,16,12,19,21,16,23,13,21,23,17,29,33,40,30,27,31,45,46,46,46,45,47,51,49,68,55,60,69,73,47,89,71,85,94,79,99,91,81,88,98,99,92,109,89,103,96,106,95,132,121,114,113,102,116,115,124,129,122,121,109,109,123,102,119,88,124,98,109,106,99,95,98,102,80,101,107,95,79,81,75,84,71,72,79,65,61,75,74,59,57,59,50,55,41,46,37,43,34,22,30,31,34,28,18,30,28,21,19,15,19,26,11,7,9,12,13,6,8,8,9,8,7,8,3,8,7,4,4,6,4,7,2,1,-2,1,1,-1,1,-5,2,1,-8,1,1,-6,1,-45
