0.0000000,0.000#0.480,1.300e+01,-00001992,000001986,1,000000013,000000306,000000000,000000000
-72,1,-4,1,-1,2,1,-1,2,-1,3,2,1,5,6,3,1,1,5,3,10,4,7,6,7,3,7,8,19,14,17,12,27,21,20,26,24,27,23,25,35,25,47,33,58,47,43,52,46,49,61,56,79,81,83,80,75,59,107,105,80,94,121,84,120,120,116,130,134,122,115,123,138,121,130,131,138,134,145,129,142,135,129,145,138,158,124,138,131,145,113,110,114,117,131,117,107,118,104,95,87,95,68,81,70,69,62,57,47,82,54,69,53,46,48,38,39,44,27,31,33,25,28,17,18,17,25,13,9,16,10,12,10,11,5,7,5,4,5,5,6,4,3,4,2,2,4,3,1,2,1,-1,1,-2,1,-1,1,-74
-72,1,-3,1,-1,1,1,-1,1,1,1,3,2,3,3,3,6,2,-1,2,6,7,7,7,5,6,5,7,7,15,17,20,10,24,24,24,21,30,22,23,26,33,27,39,41,51,52,46,48,36,58,55,64,88,72,85,78,72,64,105,102,94,84,93,108,111,129,126,121,126,130,117,120,144,116,121,140,145,124,137,142,148,125,136,136,165,130,137,132,141,131,105,118,113,115,135,117,119,106,103,99,94,88,64,85,59,79,59,61,60,69,59,61,49,50,48,41,43,40,32,26,29,31,15,30,13,22,22,15,16,9,8,14,8,14,7,5,4,5,5,4,6,5,5,2,2,2,3,4,1,2,-1,1,-1,1,-1,1,-1,1,-74
