0.0000000,0.000#0.850,1.100e+01,-00001656,000001798,1,000000011,000000314,000000000,000000000
-61,1,-2,1,-1,2,2,1,-1,2,-1,2,-1,2,5,6,3,4,4,4,5,7,6,2,5,8,10,10,11,12,11,11,10,17,19,21,17,14,24,23,25,16,27,28,26,26,36,29,34,32,36,40,28,44,36,54,65,57,62,57,70,70,66,70,95,86,87,81,74,70,89,110,97,101,99,92,118,98,118,100,113,120,115,115,127,115,116,110,113,118,123,86,103,134,113,108,103,116,101,97,115,104,103,85,90,93,116,94,105,107,77,89,75,67,63,76,83,64,74,58,59,54,56,45,52,38,50,33,44,39,37,31,29,34,25,35,27,29,19,17,18,10,17,9,18,7,6,17,9,10,13,7,7,8,10,6,2,3,3,5,4,4,3,2,1,2,3,3,-1,1,3,-1,1,3,3,-4,2,-8,1,-6,1,-57
-60,1,-4,1,1,2,1,1,1,1,-1,2,5,2,2,6,4,5,4,5,9,4,4,3,8,9,8,12,13,12,10,10,16,17,19,22,22,15,29,20,24,18,24,28,38,26,33,27,40,33,27,39,40,39,63,54,67,52,73,57,65,68,92,71,85,85,87,75,83,70,103,102,103,105,103,102,127,90,100,107,118,121,123,120,114,113,117,110,126,115,106,80,125,122,108,106,103,112,115,101,113,91,92,86,106,100,107,93,87,101,78,83,71,63,69,88,77,63,58,57,53,59,48,48,55,34,47,33,32,40,34,25,28,34,27,34,26,23,19,17,13,13,19,8,8,7,9,17,11,12,7,7,12,6,1,7,2,4,4,4,4,4,1,2,2,3,1,2,2,1,2,-1,3,3,-5,2,-6,1,-8,1,-56
