0.0000000,0.000#0.390,4.000e+00,-00000659,000000573,1,000000004,000000308,000000000,000000000
-76,2,-20,2,1,-2,1,1,1,-1,1,1,-1,5,6,5,2,3,6,11,5,6,11,6,11,10,8,8,20,16,24,17,18,22,18,23,21,23,23,21,28,31,44,56,46,42,37,42,40,58,43,64,75,65,64,74,61,68,76,94,84,72,72,84,83,86,81,100,75,80,88,81,73,81,89,90,85,89,78,95,89,84,75,82,74,58,73,59,57,50,58,46,58,59,51,53,34,43,36,36,34,25,20,33,21,19,16,20,10,13,10,18,9,10,8,9,10,9,7,4,4,4,4,1,3,4,3,-1,3,3,-1,2,-1,1,-1,2,-1,2,-13,1,-4,1,-56
-76,2,-20,1,1,1,-1,1,2,-3,2,-1,5,5,4,4,2,6,10,7,7,9,4,12,9,9,13,14,20,20,23,14,20,20,29,14,21,27,11,35,40,32,47,56,39,42,44,36,54,45,65,75,65,64,66,71,67,78,80,94,76,66,93,73,86,85,84,86,95,75,73,83,85,83,89,83,94,81,87,98,78,79,84,69,56,83,57,56,43,63,57,50,51,55,53,36,48,32,43,30,29,14,34,21,15,20,16,14,10,13,16,12,6,10,9,12,4,12,5,2,6,3,3,1,2,5,-1,2,3,1,2,-2,1,2,-1,1,1,-13,1,-3,1,-56
