0.0000000,0.000#0.140,3.000e+00,-00000463,000000467,1,000000003,000000310,000000000,000000000
-48,1,-3,1,-3,1,-6,1,1,1,-2,1,-4,2,1,2,1,1,2,1,3,7,1,1,7,3,3,-1,3,7,4,2,7,11,13,7,14,10,8,10,8,11,16,13,12,11,16,22,17,19,20,17,15,19,26,23,21,28,25,31,23,40,31,29,37,30,34,40,43,33,37,44,43,36,39,36,41,59,52,44,52,60,45,52,51,47,50,44,57,48,49,52,59,53,66,66,61,58,50,54,51,52,57,45,48,51,50,53,38,49,44,44,57,48,40,43,35,31,40,39,28,37,34,35,32,30,31,24,30,35,28,16,16,30,25,21,21,21,29,20,20,17,16,16,8,12,8,9,9,11,12,12,9,6,5,6,3,3,3,3,3,3,1,2,4,6,3,1,1,-1,2,1,1,1,1,1,1,1,1,2,1,-11,1,-5,2,-51
-48,1,-3,1,-3,1,-6,1,1,1,-2,1,-4,2,1,2,1,1,1,2,2,8,1,1,6,3,4,-1,5,4,5,2,7,11,12,8,15,8,9,10,9,10,16,13,13,10,20,18,17,19,21,15,15,19,24,25,25,25,24,30,24,37,31,32,37,31,30,42,45,32,36,44,38,42,38,38,43,54,56,41,55,55,49,51,54,43,47,47,54,53,47,52,56,56,64,67,57,65,52,52,44,54,56,48,51,48,49,56,38,49,47,40,55,48,41,45,31,34,40,41,27,35,32,38,33,30,27,28,30,34,29,17,17,29,24,22,22,20,23,26,19,18,14,17,8,12,8,10,10,9,12,13,7,6,6,7,2,3,4,3,3,3,1,2,4,6,2,2,-1,1,2,1,-1,2,1,1,1,1,1,2,-1,1,-10,1,-5,1,1,-50
