1.8849556,0.000#0.150#0.160#0.170#0.180#0.190#0.200#0.210#0.220#0.230#0.240#0.250#0.260#0.270#0.280#0.290#0.300#0.310#0.320#0.330#0.340#0.350#0.360#0.370#0.380#0.390#0.400#0.670#0.680#0.690#0.700#0.710#0.720#0.730#0.740#0.750#0.760#0.770#0.780#0.790#0.800#0.810#0.820#0.830#0.010#0.020#0.030#0.040#0.050#0.060#0.070#0.080#0.090#0.100#0.110#0.120#0.130#0.140#0.410#0.420#0.430#0.440#0.450#0.460#0.470#0.480#0.490#0.500#0.510#0.520#0.530#0.540#0.550#0.560#0.570#0.580#0.590#0.600#0.610#0.620#0.630#0.640#0.650#0.660#0.840#0.850#0.860#0.870#0.880#0.890#0.900#0.910#0.920#0.930#0.940#0.950#0.960#0.970#0.980,6.667e-02,000000024,000000045,0,000000001,000000315,000000004,000000004
-122,1,-35,1,-10,1,-97,1,-47
-124,1,-36,1,-10,1,-97,1,-44
-124,1,-36,1,-10,1,-97,1,-44
-125,1,-35,1,-10,1,-97,1,-44
-125,1,-35,1,-10,1,-97,1,-44
-125,1,-35,1,-10,1,-97,1,-44
-125,1,-35,1,-10,1,-97,1,-44
-125,1,-36,1,-10,1,-96,1,-44
-125,1,-36,1,-10,1,-97,1,-43
-125,1,-36,1,-10,1,-97,1,-43
-126,1,-35,1,-10,1,-97,1,-43
-126,1,-35,1,-10,1,-97,1,-43
-126,1,-35,1,-10,1,-97,1,-43
-126,1,-35,1,-11,1,-96,1,-43
-126,1,-36,1,-10,1,-97,1,-42
-126,1,-36,1,-10,1,-97,1,-42
-126,1,-36,1,-10,1,-97,1,-42
-127,1,-35,1,-10,1,-97,1,-42
-127,1,-35,1,-10,1,-97,1,-42
-127,1,-35,1,-10,1,-97,1,-42
-127,1,-36,1,-10,1,-96,1,-42
-127,1,-36,1,-10,1,-97,1,-41
-127,1,-36,1,-10,1,-97,1,-41
-128,1,-35,1,-10,1,-97,1,-41
-128,1,-35,1,-10,1,-97,1,-41
-128,1,-35,1,-10,1,-97,1,-41
-128,1,-35,1,-10,1,-97,1,-41
-132,1,-35,1,-11,1,-96,1,-37
-132,1,-36,1,-10,1,-97,1,-36
-132,1,-36,1,-10,1,-97,1,-36
-132,1,-36,1,-10,1,-97,1,-36
-133,1,-35,1,-10,1,-97,1,-36
-133,1,-35,1,-10,1,-97,1,-36
-133,1,-35,1,-10,1,-97,1,-36
-133,1,-36,1,-10,1,-96,1,-36
-133,1,-36,1,-10,1,-97,1,-35
-133,1,-36,1,-10,1,-97,1,-35
-134,1,-35,1,-10,1,-97,1,-35
-134,1,-35,1,-10,1,-97,1,-35
-134,1,-35,1,-10,1,-97,1,-35
-134,1,-35,1,-10,1,-97,1,-35
-134,1,-36,1,-10,1,-96,1,-35
-134,1,-36,1,-10,1,-97,1,-34
-134,1,-36,1,-10,1,-97,1,-34
-122,1,-36,1,-10,1,-96,1,-47
-122,1,-36,1,-10,1,-97,1,-46
-122,1,-36,1,-10,1,-97,1,-46
-123,1,-35,1,-10,1,-97,1,-46
-123,1,-35,1,-10,1,-97,1,-46
-123,1,-35,1,-10,1,-97,1,-46
-123,1,-35,1,-11,1,-96,1,-46
-123,1,-36,1,-10,1,-97,1,-45
-123,1,-36,1,-10,1,-97,1,-45
-123,1,-36,1,-10,1,-97,1,-45
-124,1,-35,1,-10,1,-97,1,-45
-124,1,-35,1,-10,1,-97,1,-45
-124,1,-35,1,-10,1,-97,1,-45
-124,1,-36,1,-10,1,-96,1,-45
-128,1,-36,1,-10,1,-96,1,-41
-128,1,-36,1,-10,1,-97,1,-40
-128,1,-36,1,-10,1,-97,1,-40
-129,1,-35,1,-10,1,-97,1,-40
-129,1,-35,1,-10,1,-97,1,-40
-129,1,-35,1,-10,1,-97,1,-40
-129,1,-35,1,-11,1,-96,1,-40
-129,1,-36,1,-10,1,-97,1,-39
-129,1,-36,1,-10,1,-97,1,-39
-129,1,-36,1,-10,1,-97,1,-39
-130,1,-35,1,-10,1,-97,1,-39
-130,1,-35,1,-10,1,-97,1,-39
-130,1,-35,1,-10,1,-97,1,-39
-130,1,-36,1,-10,1,-96,1,-39
-130,1,-36,1,-10,1,-97,1,-38
-130,1,-36,1,-10,1,-97,1,-38
-131,1,-35,1,-10,1,-97,1,-38
-131,1,-35,1,-10,1,-97,1,-38
-131,1,-35,1,-10,1,-97,1,-38
-131,1,-35,1,-10,1,-97,1,-38
-131,1,-36,1,-10,1,-96,1,-38
-131,1,-36,1,-10,1,-97,1,-37
-131,1,-36,1,-10,1,-97,1,-37
-132,1,-35,1,-10,1,-97,1,-37
-132,1,-35,1,-10,1,-97,1,-37
-132,1,-35,1,-10,1,-97,1,-37
-135,1,-35,1,-10,1,-97,1,-34
-135,1,-35,1,-10,1,-97,1,-34
-135,1,-35,1,-10,1,-97,1,-34
-135,1,-35,1,-11,1,-96,1,-34
-135,1,-36,1,-10,1,-97,1,-33
-135,1,-36,1,-10,1,-97,1,-33
-135,1,-36,1,-10,1,-97,1,-33
-136,1,-35,1,-10,1,-97,1,-33
-136,1,-35,1,-10,1,-97,1,-33
-136,1,-35,1,-10,1,-97,1,-33
-136,1,-36,1,-10,1,-96,1,-33
-136,1,-36,1,-10,1,-97,1,-32
-136,1,-36,1,-10,1,-97,1,-32
-137,1,-35,1,-10,1,-97,1,-32
-137,1,-35,1,-10,1,-97,1,-32
