3.1415926,0.000#0.770#0.790#0.300#0.760#0.880#0.310#0.730#0.750#0.290#0.740#0.780#0.250#0.720,6.100e+01,-00008628,000009916,1,000000061,000000304,000000000,000000000
-76,1,1,-10,3,1,2,1,1,1,1,-1,2,1,-1,2,2,3,6,1,3,4,5,6,6,6,6,13,6,8,7,5,8,14,5,11,9,13,9,11,11,17,7,11,14,20,20,16,13,12,13,16,17,13,14,12,19,13,14,14,19,15,19,17,13,16,10,13,16,13,16,13,14,9,17,15,13,13,11,9,8,13,8,8,8,4,4,8,6,3,4,6,4,4,3,3,4,3,1,3,1,-2,3,-1,1,1,-1,1,2,-1,1,2,-29,1,-77
-76,1,1,-10,2,2,-1,3,1,1,-1,1,2,1,2,-1,1,4,2,5,4,3,3,8,4,8,9,9,8,7,7,5,12,10,9,7,14,8,10,10,15,13,9,9,17,16,19,18,13,12,13,16,15,15,12,14,13,19,18,9,15,19,21,16,19,10,14,9,15,14,16,13,8,14,14,18,15,12,10,9,13,9,8,8,8,4,9,3,3,6,5,5,3,5,2,4,4,3,3,1,-1,1,3,-1,1,-2,1,2,1,1,-2,2,-29,1,-76
-76,1,1,-10,2,2,-1,3,1,1,-1,1,2,1,2,-1,2,3,2,5,4,3,3,8,5,7,10,8,8,7,7,5,12,10,9,7,14,8,10,10,15,13,10,8,15,18,20,17,13,12,13,16,14,16,11,15,12,20,18,9,15,19,21,16,19,10,15,8,15,14,14,15,8,14,13,19,15,12,10,9,14,8,8,8,8,4,9,3,3,6,5,5,3,5,2,4,5,2,3,1,-1,1,3,-1,1,-2,1,2,1,1,-2,2,-29,1,-76
-76,1,1,-10,4,-1,1,2,1,1,-1,1,1,2,1,1,1,4,3,4,4,3,3,8,5,7,7,12,6,8,8,4,10,12,5,11,9,13,10,10,15,13,6,12,12,21,23,14,15,10,14,15,15,15,14,12,18,14,17,10,23,12,19,17,14,15,12,11,18,11,15,14,10,13,15,16,16,11,9,11,11,10,11,5,8,4,6,6,5,4,3,7,3,5,4,2,5,2,2,2,-1,1,1,2,1,-1,1,-1,2,1,-1,1,2,-29,1,-77
-76,1,1,-10,2,2,-1,3,1,1,-1,1,2,1,2,-1,1,4,2,5,4,3,3,8,4,8,9,9,8,7,7,5,12,10,9,7,14,8,10,10,16,12,10,8,16,17,19,18,12,13,13,16,16,14,10,16,13,19,18,9,15,19,21,16,19,10,14,9,15,14,16,13,8,14,14,18,15,12,10,9,13,9,8,8,8,4,9,3,3,6,5,5,3,5,2,4,4,3,3,1,-1,1,3,-1,1,-2,1,2,1,1,-2,2,-29,1,-76
-76,1,1,-10,2,2,-1,3,1,1,-1,1,2,1,2,-1,3,2,2,5,4,3,4,7,5,7,10,8,8,7,6,6,13,9,9,7,14,8,10,10,16,12,10,8,17,16,18,19,13,12,14,15,12,18,12,14,14,18,17,10,13,21,20,17,18,11,14,9,15,14,17,12,9,13,13,19,16,11,7,12,16,6,10,6,6,6,7,5,1,8,5,5,4,4,3,3,3,4,3,1,-1,1,3,-1,1,-2,1,2,1,1,-2,2,-29,1,-76
-76,1,1,-10,4,-1,1,2,1,1,-1,1,1,2,1,1,1,4,3,4,3,4,3,8,5,7,7,12,7,7,8,4,10,12,6,10,10,12,8,12,15,13,6,12,12,21,23,14,15,10,13,16,15,15,14,12,18,14,16,11,22,13,19,17,14,15,12,11,18,11,15,14,10,13,15,16,16,11,9,11,13,8,11,5,8,4,6,6,5,4,3,7,3,5,4,2,5,2,2,2,-1,1,1,2,1,-1,1,-1,2,1,-1,1,2,-29,1,-77
-76,1,1,-10,2,2,-1,3,1,1,-1,1,2,1,2,-1,1,4,3,4,4,3,3,8,4,8,9,9,8,7,7,5,11,11,9,7,15,7,10,10,17,11,10,8,14,19,20,17,13,12,13,16,17,13,10,16,14,18,17,10,15,19,22,15,17,12,13,10,15,14,15,14,9,13,13,19,15,12,9,10,13,9,8,8,8,4,9,3,3,6,5,5,3,5,2,4,4,3,3,1,-1,1,3,-1,1,-2,1,2,1,1,-2,2,-29,1,-76
-76,1,1,-10,2,2,-1,3,1,1,-1,1,2,1,2,-1,1,4,3,4,4,3,3,8,4,8,9,9,8,7,7,5,11,11,9,7,13,9,10,10,17,11,10,8,16,17,19,18,12,13,13,16,17,13,10,16,13,19,18,9,15,19,21,16,17,12,14,9,15,14,16,13,9,13,13,19,15,12,10,9,13,9,8,8,8,4,9,3,3,6,5,5,3,5,2,4,4,3,3,1,-1,1,3,-1,1,-2,1,2,1,1,-2,2,-29,1,-76
-76,1,1,-10,4,-1,1,2,1,1,-1,1,1,2,1,1,1,4,3,4,4,3,3,8,5,7,7,12,6,8,8,4,10,12,5,11,8,14,10,10,15,13,6,12,12,21,22,15,15,10,14,15,15,15,14,12,19,13,17,10,23,12,19,17,14,15,12,11,18,11,15,14,10,13,15,16,16,11,9,11,10,11,11,5,8,4,6,6,5,4,3,7,3,5,4,2,5,2,2,2,-1,1,1,2,1,-1,1,-1,2,1,-1,1,2,-29,1,-77
-76,1,1,-10,2,2,-1,3,1,1,-1,1,2,1,2,-1,1,4,3,4,4,3,3,8,4,8,9,9,8,7,7,5,11,11,9,7,13,9,10,10,18,10,10,8,14,19,20,17,12,13,13,16,17,13,10,16,14,18,18,9,15,19,21,16,17,12,14,9,15,14,15,14,9,13,13,19,15,12,9,10,13,9,8,8,8,4,9,3,3,6,5,5,3,5,2,4,4,3,3,1,-1,1,3,-1,1,-2,1,2,1,1,-2,2,-29,1,-76
-76,1,1,-10,2,2,-1,3,1,1,-1,1,2,1,2,-1,2,3,2,5,4,3,3,8,5,7,9,9,8,7,7,5,12,10,9,7,14,8,10,10,15,13,10,8,16,17,19,18,13,12,12,17,14,16,11,15,11,21,18,9,15,19,21,16,19,10,15,8,15,14,15,14,9,13,13,19,15,12,10,9,13,9,8,8,8,4,9,3,3,6,5,5,3,5,2,4,4,3,3,1,-1,1,3,-1,1,-2,1,2,1,1,-2,2,-29,1,-76
-76,1,1,-10,4,-1,1,2,1,1,-1,1,1,2,1,1,1,4,3,4,4,3,3,8,5,7,7,12,6,8,7,5,9,13,5,11,8,14,10,10,14,14,6,12,11,22,24,13,15,10,14,15,14,16,15,11,17,15,18,9,24,11,19,17,15,14,11,12,18,11,17,12,9,14,15,16,15,12,10,10,11,10,11,5,7,5,6,6,6,3,3,7,3,5,4,2,5,2,2,2,-1,1,-1,3,1,-1,1,-1,2,1,-1,1,2,-29,1,-77
-76,1,1,-10,2,2,-1,3,1,1,-1,1,1,2,2,-1,1,4,3,4,4,3,3,8,5,7,9,9,7,8,7,5,11,11,9,7,14,8,10,10,17,11,10,8,15,18,20,17,13,12,13,16,17,13,10,16,14,18,17,10,15,19,22,15,16,13,14,9,15,14,14,15,9,13,13,19,15,12,9,10,14,8,8,8,8,4,8,4,3,6,5,5,3,5,2,4,4,3,3,1,-1,1,3,-1,1,-2,1,2,1,1,-2,2,-29,1,-76
