3.1415926,0.000#0.990#0.980#0.010#0.970#0.960#0.950#0.020#0.030#0.080#0.040#0.110#0.940#0.930#0.090,3.500e+01,-00004683,000006027,1,000000035,000000306,000000000,000000000
-18,1,-10,1,-2,1,-3,1,-3,1,-5,1,2,1,-1,1,-4,2,-3,1,-1,3,2,1,4,1,-1,1,2,1,2,3,4,4,3,1,-1,8,1,2,3,3,6,4,3,6,4,2,6,3,3,7,5,4,6,6,6,6,3,11,4,8,6,10,4,16,8,7,7,10,8,5,3,7,10,9,6,6,7,11,9,17,13,9,7,11,10,10,4,12,5,14,4,5,18,14,10,9,8,8,6,5,8,11,8,7,9,8,6,9,10,4,5,9,7,12,11,8,8,12,2,9,8,11,7,7,7,9,10,5,7,5,2,5,4,1,4,6,3,5,1,2,2,2,4,3,4,2,3,2,1,3,2,4,1,3,-1,1,2,2,3,-2,1,3,-1,1,1,2,1,2,1,3,2,-3,3,-4,1,-4,1,-1,1,-76
-19,1,-8,1,-4,1,-3,1,-3,1,-4,2,1,-1,1,-1,1,-2,2,-3,1,-1,3,-1,1,2,1,4,1,-1,1,2,3,2,4,4,1,3,8,-1,2,1,3,3,4,6,6,3,2,4,3,6,7,3,4,5,6,6,7,5,11,3,8,4,10,6,16,4,6,8,10,7,7,7,7,3,9,10,5,7,11,7,15,9,10,13,12,7,10,10,11,5,14,5,3,4,15,19,9,10,8,8,5,6,11,8,6,9,7,9,10,6,4,10,9,5,12,7,8,11,12,8,8,3,8,8,10,7,9,6,7,9,6,6,5,2,1,4,6,4,5,3,2,1,2,2,3,4,3,3,2,3,3,1,4,2,3,1,1,-1,2,2,-1,3,1,-2,3,1,1,1,2,1,2,2,3,-2,3,-6,1,-2,1,-1,1,-77
-19,1,-8,1,-4,1,-3,1,-3,1,-4,2,1,-1,1,-1,1,-2,2,-3,1,-1,3,-1,1,2,1,4,-1,1,1,2,3,2,4,4,1,3,8,-1,2,1,3,3,4,6,6,3,2,4,3,6,7,3,4,5,6,6,7,5,11,3,8,4,10,6,15,5,7,7,10,7,7,7,7,3,9,10,5,7,11,7,14,10,10,13,11,8,11,9,10,6,14,5,4,3,15,19,9,10,8,8,5,6,11,8,6,9,7,9,10,6,4,10,9,5,12,7,9,10,12,8,8,3,8,8,10,7,9,6,7,9,6,6,5,2,1,4,6,4,5,3,2,1,2,2,3,4,3,3,2,3,3,1,4,2,3,1,1,-1,2,2,-1,3,1,-2,3,1,1,1,2,1,2,2,3,-2,3,-6,1,-2,1,-1,1,-77
-18,1,-10,1,-2,1,-3,1,-3,1,-5,1,2,1,-1,1,-4,2,-3,1,-1,3,2,1,4,1,-1,1,2,1,2,3,4,4,3,1,-1,8,1,2,3,3,6,4,3,6,4,2,6,3,3,7,5,4,6,6,6,6,3,11,4,8,6,10,4,16,8,7,7,10,8,5,4,6,10,9,6,6,7,11,8,18,13,9,7,11,10,10,4,12,5,14,5,4,18,14,10,9,8,8,5,6,8,11,8,7,9,8,6,9,10,4,5,9,7,12,11,8,8,12,3,8,8,11,8,6,7,9,10,5,7,5,2,5,4,1,4,6,3,5,1,2,2,2,4,3,4,2,3,2,1,3,1,5,1,3,-1,1,2,2,3,-2,1,3,-1,1,1,2,1,2,1,3,2,-3,3,-4,1,-4,1,-1,1,-76
-19,1,-8,1,-4,1,-3,1,-3,1,-4,2,1,-1,1,-1,1,-2,2,-3,1,-1,3,-1,1,2,1,4,-1,1,1,2,3,2,4,4,1,3,8,-1,2,1,3,3,4,6,6,3,2,4,3,6,7,3,4,5,6,6,7,5,10,4,8,4,9,7,15,5,7,7,10,7,7,7,7,3,9,10,4,8,11,7,14,10,10,13,11,8,11,9,10,6,14,5,4,3,15,19,9,10,8,8,5,6,12,7,6,9,7,9,10,6,5,9,9,5,12,7,9,10,13,7,9,2,8,8,10,7,9,6,7,9,6,6,5,2,1,4,5,5,5,3,2,1,2,2,3,4,3,3,2,3,3,1,4,2,3,1,-1,1,2,2,-1,3,1,-2,3,1,1,1,2,1,2,2,3,-2,3,-6,1,-2,1,-1,1,-77
-18,1,-9,1,-4,1,-3,1,-3,1,-4,2,1,-1,1,-1,1,-2,2,-3,1,-1,3,-1,1,2,2,3,-1,1,1,2,3,2,4,4,1,3,8,-1,2,1,3,3,3,7,6,3,2,4,3,6,7,3,4,5,6,6,7,5,10,4,8,4,9,7,15,5,7,7,10,7,8,6,7,3,9,10,3,9,11,7,14,10,10,13,11,8,11,9,10,6,14,5,4,4,14,19,10,9,8,8,5,6,12,7,6,9,7,9,9,7,5,9,9,5,12,7,8,11,13,7,9,2,8,8,10,7,9,6,7,9,6,6,5,2,1,4,5,5,5,3,2,1,2,2,3,4,3,3,2,3,3,1,4,2,3,1,-1,1,2,2,-1,3,1,-2,3,1,1,1,2,1,2,2,3,-2,3,-6,1,-2,1,-1,1,-77
-18,1,-9,1,-4,1,-3,1,-3,1,-4,2,1,-1,1,-1,1,-2,2,-3,1,-1,3,-1,1,2,2,3,-1,1,1,2,3,2,4,4,1,3,8,-1,2,1,3,3,3,7,6,3,2,4,3,6,7,3,4,5,6,6,7,5,10,4,8,4,9,7,15,5,7,7,11,6,8,6,7,3,9,10,3,9,11,7,13,11,10,13,11,8,11,9,10,6,15,4,4,4,15,18,9,10,8,8,5,6,12,7,6,9,7,9,9,7,5,9,8,6,11,8,8,11,13,7,9,2,8,8,10,7,9,6,7,9,6,6,5,2,1,4,5,5,5,3,2,1,2,2,3,4,3,3,2,3,3,1,4,2,3,1,-1,1,2,2,-1,3,1,-2,3,1,1,1,2,1,2,2,3,-2,3,-6,1,-2,1,-1,1,-77
-18,1,-10,1,-2,1,-3,1,-3,1,-5,1,2,1,-1,1,-4,2,-3,1,-1,3,2,1,4,1,-1,1,2,1,2,3,4,4,3,1,1,7,1,2,3,3,6,4,3,6,4,2,5,4,3,7,5,4,6,6,6,6,4,10,4,8,6,10,5,15,8,7,7,10,8,5,4,6,10,9,7,5,7,11,8,18,13,9,8,10,10,10,4,12,5,14,5,4,18,14,10,9,8,8,5,6,8,11,8,7,9,8,6,9,10,4,5,9,7,12,11,8,8,12,3,8,9,10,9,5,7,9,10,5,7,5,2,5,4,1,4,6,3,5,1,2,2,2,4,3,4,2,3,2,1,3,1,5,1,3,-1,1,2,2,3,-2,1,3,-1,1,1,2,1,2,1,3,2,-3,3,-4,1,-4,1,-1,1,-76
-18,1,-10,1,-2,1,-3,1,-3,1,-5,1,2,1,-1,1,-4,2,-3,1,-1,3,2,1,4,1,-1,1,2,1,2,3,4,4,3,1,1,7,1,2,3,3,6,4,3,6,4,2,5,4,3,7,5,4,6,6,6,6,4,10,4,8,6,10,5,15,8,7,7,10,8,5,4,6,10,9,7,5,9,9,8,18,13,9,8,10,10,10,3,13,5,14,5,4,18,14,10,9,8,8,5,6,8,11,7,8,10,7,6,9,10,4,5,9,7,12,11,8,8,12,3,8,9,10,9,5,6,10,10,5,7,5,2,5,4,1,4,6,3,5,1,2,2,2,4,3,4,2,3,2,1,3,1,5,1,3,-1,1,3,1,3,-2,1,3,-1,1,1,2,1,2,1,3,2,-3,3,-4,1,-4,1,-1,1,-76
-18,1,-10,1,-2,1,-3,1,-3,1,-5,1,2,-1,1,-1,1,-2,1,1,-2,1,-2,3,2,1,3,2,-1,1,2,1,2,3,4,4,3,1,1,7,1,2,3,3,6,4,3,6,4,2,5,4,3,7,6,3,7,5,5,7,5,9,4,8,6,10,5,15,8,7,7,10,8,5,4,6,12,7,5,7,9,9,7,19,14,8,9,9,10,10,4,12,4,15,6,3,15,17,10,9,8,8,5,6,8,11,7,8,10,7,7,8,9,5,6,8,8,11,11,8,10,10,4,7,10,9,9,5,6,10,10,5,6,6,1,6,4,1,4,6,3,5,-1,3,1,3,3,4,4,2,2,3,1,3,1,5,1,3,-1,1,3,1,3,-2,1,3,-1,1,1,2,1,2,1,3,2,-3,3,-4,1,-3,1,-2,1,-76
-18,1,-10,1,-2,1,-3,1,-3,1,-5,1,2,1,-1,1,-4,2,-3,1,-1,3,2,1,4,1,-1,1,2,1,2,3,4,4,3,1,1,7,1,2,3,3,6,4,3,6,4,2,5,4,3,7,6,3,7,5,6,6,4,10,4,8,6,10,5,15,8,7,7,10,8,5,4,6,10,9,7,5,9,9,8,18,15,7,8,10,10,10,3,13,4,15,5,4,18,14,10,9,8,8,5,6,8,11,7,8,10,7,6,9,10,4,5,9,6,13,11,8,9,11,3,8,9,10,9,5,6,10,10,5,6,6,2,5,4,1,4,6,3,5,1,2,2,2,4,3,4,2,3,2,1,3,1,5,1,3,-1,1,3,1,3,-2,1,3,-1,1,1,2,1,2,1,3,2,-3,3,-4,1,-4,1,-1,1,-76
