3.1415926,0.000#0.060#0.080#0.410#0.400#0.040#0.050#0.070#0.420#0.390#0.430#0.440#0.920#0.030,3.700e+01,-00006029,000005219,1,000000037,000000304,000000000,000000000
-40,1,-2,1,-8,1,-4,1,-3,1,-10,2,-3,1,1,-3,2,-1,1,2,-2,1,2,3,-1,2,2,-1,2,-1,6,1,2,2,-1,1,1,3,3,3,3,1,3,2,3,5,2,2,4,2,3,1,2,5,5,3,4,4,5,4,3,8,3,4,7,10,12,10,4,7,11,12,14,8,10,15,13,9,8,7,6,6,11,8,4,13,13,12,9,8,13,9,3,10,11,6,14,3,12,10,7,10,7,16,12,12,13,15,8,7,4,8,6,7,5,14,5,10,7,10,8,5,14,7,11,8,5,4,2,9,8,8,6,11,3,8,3,4,6,2,4,3,8,1,3,5,3,2,-1,5,4,2,2,-1,2,2,5,4,2,4,-1,4,1,1,2,1,2,1,1,-3,2,1,1,-4,1,-3,1,-8,2,-45
-40,1,-2,1,-8,1,-4,1,-3,1,-10,2,-3,1,1,-3,2,-1,1,2,-2,1,3,2,-1,2,2,-1,2,-1,6,1,2,2,-1,1,1,3,3,3,3,1,3,2,3,5,2,2,4,2,3,1,3,4,5,3,5,3,5,4,3,8,3,4,7,10,12,10,4,7,12,11,13,9,11,14,12,10,8,7,7,5,9,10,4,13,13,12,9,8,12,10,3,10,7,10,12,5,9,13,7,10,7,16,13,11,12,16,8,7,3,9,6,7,6,13,4,11,7,10,9,4,12,9,10,9,5,4,2,9,8,8,6,11,2,9,3,4,5,3,4,3,7,2,3,5,3,2,1,4,4,2,2,-1,2,2,5,4,2,4,2,2,1,1,2,1,2,1,1,-3,2,1,1,-4,1,-3,1,-8,2,-45
-40,1,-2,1,-8,1,-4,1,-3,1,-10,2,-3,1,1,-2,1,1,-1,1,2,-2,1,3,2,-1,2,2,-1,2,-1,6,1,2,2,-1,1,1,3,3,3,3,1,3,2,3,5,2,2,4,2,3,1,3,4,5,3,5,3,5,4,3,8,3,4,7,10,12,10,4,7,12,11,14,8,10,15,12,10,8,7,7,5,9,10,4,13,13,12,9,8,12,10,3,10,7,10,12,5,9,13,7,10,7,16,14,10,10,18,8,7,3,9,6,7,6,13,4,11,7,10,8,5,12,9,9,10,5,4,4,7,8,8,6,11,2,9,3,4,5,3,4,3,7,2,3,5,4,1,1,4,4,2,2,-1,2,2,5,4,2,4,2,2,1,1,1,2,3,-1,1,-3,1,2,1,-4,1,-3,1,-8,2,-45
-40,1,-2,1,-8,1,-4,1,-3,1,-10,2,-3,2,-3,2,-1,1,-1,2,-1,1,-1,1,4,1,1,1,1,2,-1,4,3,2,2,-1,1,2,2,1,5,1,3,3,2,3,5,1,3,5,1,2,2,4,3,5,3,5,3,3,6,5,6,3,4,10,7,10,12,9,2,13,10,13,9,10,15,7,15,7,8,5,7,8,11,10,7,14,11,8,9,14,8,9,4,8,9,7,10,12,10,12,5,15,8,15,9,14,14,6,9,4,7,6,8,10,9,5,10,8,9,7,6,10,10,8,12,6,3,3,8,9,7,12,5,4,7,5,2,7,1,4,3,6,3,3,4,4,2,3,2,2,4,1,1,2,2,5,4,3,3,2,2,2,-1,1,2,2,1,1,-3,2,1,-1,1,-2,1,-4,1,-8,1,1,-44
-40,1,-2,1,-8,1,-4,1,-3,1,-10,2,-3,2,-3,2,-1,1,-1,2,-1,1,-1,1,4,1,1,1,1,2,-1,4,3,2,2,-1,1,2,2,1,5,2,2,3,2,3,5,1,3,5,1,2,2,4,3,5,3,5,3,3,6,5,6,3,4,10,7,10,12,9,2,14,9,13,9,9,16,8,14,8,7,5,7,8,11,10,7,14,11,8,9,14,8,8,5,8,9,7,10,11,11,12,5,15,8,15,9,14,14,7,8,3,8,6,8,10,9,5,10,9,8,7,6,10,10,8,12,6,3,3,8,9,7,12,5,4,7,4,3,7,1,4,3,6,3,2,5,4,2,3,2,1,5,1,1,2,2,5,4,3,3,2,2,2,-1,1,2,2,1,1,-3,2,1,-1,1,-2,1,-4,1,-8,1,1,-44
-40,1,-2,1,-8,1,-4,1,-3,1,-10,2,-3,1,1,-3,2,-1,1,2,-2,1,2,3,-1,2,2,-1,2,-1,6,1,2,2,-1,1,1,3,3,3,3,1,3,2,3,5,2,2,4,2,3,1,2,5,5,3,4,4,5,4,3,8,3,4,7,10,12,10,4,7,12,11,14,8,11,14,12,10,8,7,6,6,9,10,4,13,14,11,9,8,12,10,3,10,7,10,13,4,11,11,7,10,7,16,12,12,12,16,8,7,4,8,6,7,6,13,4,11,7,10,8,5,12,9,10,9,5,4,2,9,8,8,6,11,3,8,3,4,5,3,4,3,7,2,3,5,3,2,1,4,4,2,2,-1,2,2,5,4,2,4,2,2,1,1,2,1,2,1,1,-3,2,1,1,-4,1,-3,1,-8,2,-45
-40,1,-2,1,-8,1,-4,1,-3,1,-10,2,-3,1,1,-3,2,-1,1,2,-2,1,3,2,-1,2,2,-1,2,-1,6,1,2,2,-1,1,1,3,3,3,3,1,3,2,3,5,2,2,4,2,3,1,2,5,5,3,5,3,5,4,3,8,3,4,7,10,12,10,4,7,12,11,14,8,11,14,11,11,8,7,6,6,9,10,4,13,13,12,9,8,12,10,3,10,7,10,13,4,11,11,8,9,7,16,13,11,12,16,8,7,3,9,6,7,6,13,4,11,7,10,8,5,12,9,9,10,5,4,2,9,8,8,7,10,2,9,3,4,5,3,4,3,7,2,3,5,3,2,1,4,4,2,2,-1,2,2,5,4,2,4,2,2,1,1,2,1,2,1,1,-3,2,1,1,-4,1,-3,1,-8,2,-45
-40,1,-2,1,-8,1,-4,1,-3,1,-10,2,-3,1,1,-3,2,-1,1,2,-2,1,3,2,-1,2,2,-1,2,-1,6,1,2,2,-1,1,1,3,3,3,3,1,3,2,3,5,2,2,4,2,3,1,3,4,5,3,5,3,5,4,3,8,3,4,7,10,12,10,4,7,12,11,13,9,11,14,12,10,8,7,7,5,9,10,5,12,14,11,9,8,12,10,3,10,7,10,12,5,9,13,7,10,7,16,13,11,11,17,8,7,3,9,6,7,6,13,4,11,7,10,9,4,12,9,10,9,5,4,3,8,8,8,6,11,2,9,3,4,5,3,4,3,7,2,3,5,4,1,1,4,4,2,2,-1,2,2,5,4,2,4,2,2,1,1,2,1,3,-1,1,-3,1,2,1,-4,1,-3,1,-8,2,-45
-40,1,-2,1,-8,1,-4,1,-2,1,-11,2,-3,2,-3,2,-1,1,-1,2,-1,1,-1,1,4,1,1,1,1,2,-1,4,3,2,2,-1,1,2,2,1,5,1,3,3,2,3,5,1,3,5,1,1,3,4,3,5,3,5,3,3,6,5,6,4,3,10,7,9,13,9,2,13,10,13,9,10,15,7,15,7,8,5,7,8,11,10,7,13,12,8,9,14,8,9,4,8,9,6,11,11,11,13,4,14,9,15,9,14,14,6,9,4,7,6,8,10,9,5,10,8,9,7,6,10,10,8,12,6,3,3,8,9,7,12,5,4,7,4,3,7,1,4,3,6,3,3,4,4,2,3,2,2,4,1,1,2,2,5,4,4,2,2,2,2,-1,1,2,2,1,1,-3,2,1,-1,1,-2,1,-4,1,-8,1,1,-44
-40,1,-2,1,-8,1,-4,1,-3,1,-10,2,-3,2,-3,2,-1,1,-1,2,-1,1,-1,1,4,1,1,1,1,2,-1,4,3,2,2,-1,1,2,2,1,5,2,2,3,2,3,5,1,3,5,1,2,2,4,3,5,3,5,3,3,6,5,6,3,4,10,7,10,12,9,2,14,9,12,10,9,16,8,14,8,7,5,7,8,11,10,7,14,11,8,9,14,8,8,5,8,9,7,10,11,11,12,5,14,9,15,9,14,14,6,9,3,8,6,8,10,9,5,10,9,8,7,6,10,10,8,12,6,3,3,8,9,7,11,6,4,7,4,3,7,1,4,3,6,3,2,5,4,2,3,2,-1,6,1,1,2,2,6,3,3,3,2,2,2,-1,1,2,2,1,1,-3,2,1,-1,1,-2,1,-4,1,-8,1,1,-44
-40,1,-2,1,-8,1,-4,1,-2,1,-11,2,-3,2,-3,2,-1,1,-1,2,-1,1,-1,1,4,1,1,1,1,2,-1,4,3,3,1,-1,1,2,2,1,5,1,3,3,2,3,5,1,3,5,1,1,3,4,3,5,3,5,3,3,6,5,6,4,3,9,8,9,13,9,2,13,10,13,9,10,15,7,15,7,8,5,7,8,11,10,7,13,12,8,9,14,8,9,4,8,9,6,11,11,11,13,4,14,9,15,9,15,13,6,9,4,7,5,9,10,9,5,10,8,9,7,6,10,10,8,12,6,3,3,8,9,7,12,5,4,7,4,3,7,1,4,3,6,3,3,4,3,3,3,2,2,4,1,1,2,2,4,5,4,2,2,2,2,-1,1,2,2,1,1,-3,2,1,-1,1,-2,1,-4,1,-8,1,1,-44
-41,1,-1,1,-8,1,-4,1,-2,1,-11,2,-3,2,-3,2,-1,1,-1,2,-1,1,-1,1,4,1,1,1,1,2,-1,4,3,3,1,-1,1,2,2,1,5,1,3,3,2,3,5,1,3,5,1,1,3,4,3,5,3,5,3,3,6,6,5,4,3,8,9,9,13,9,2,14,9,13,9,10,15,7,15,7,8,5,7,8,11,10,7,13,12,8,9,14,8,8,5,8,9,6,11,11,11,13,4,14,9,16,8,14,14,6,9,4,7,5,9,11,8,5,10,8,9,7,6,10,10,8,12,6,3,3,8,9,7,12,5,4,7,4,3,7,1,4,3,5,4,3,4,3,3,3,2,2,4,1,1,2,2,4,5,4,2,2,2,2,-1,2,1,2,1,1,-3,2,1,-1,1,-2,1,-4,1,-8,1,1,-44
-41,1,1,-10,1,-3,1,-2,1,-11,1,1,-2,1,1,-2,2,-1,1,-1,1,1,1,-1,3,2,2,-2,2,-1,2,1,6,1,3,1,-1,3,1,3,3,1,3,2,3,5,3,1,3,2,4,1,3,5,2,4,4,5,3,4,5,8,3,4,3,9,8,9,13,7,4,13,10,6,15,15,11,9,13,10,5,7,5,7,12,14,3,11,14,8,9,9,13,10,3,7,10,2,15,10,12,9,8,16,7,14,10,16,12,7,8,7,4,6,7,16,4,10,5,9,7,6,8,7,13,10,10,3,6,9,2,10,6,11,6,9,2,4,3,2,6,4,3,1,8,2,5,4,2,5,-1,2,4,-1,2,1,2,5,5,3,3,4,-1,1,1,1,2,1,2,-1,1,-2,1,2,-1,1,-2,1,-3,1,-10,2,-44
