3.1415926,0.000#0.370#0.380#0.450#0.420#0.460#0.390#0.400#0.430#0.440#0.190#0.330#0.340,2.000e+00,-00000345,000000295,1,000000002,000000320,000000000,000000000
-80,1,-6,1,1,-9,1,-1,1,-2,1,-5,2,-3,1,-1,2,2,-1,3,2,1,3,2,2,1,2,2,3,3,3,1,5,1,1,3,6,7,1,6,7,8,9,5,6,9,7,11,6,5,10,9,11,12,10,10,7,12,12,14,14,7,19,7,7,11,17,19,6,6,15,20,12,17,11,17,13,13,16,18,11,20,11,16,10,9,15,10,12,12,15,11,11,6,9,9,12,3,10,8,6,3,7,8,7,9,9,5,7,4,5,4,10,3,3,5,2,2,3,1,3,-1,2,1,3,1,4,3,1,3,-2,2,2,2,1,-3,2,-1,1,1,-18,1,-2,1,-56
-81,1,-4,1,-2,1,-8,1,-1,1,-2,1,-5,1,1,-3,1,1,3,-1,2,2,2,2,3,2,-1,1,3,3,5,2,-1,3,3,1,3,5,5,5,9,3,12,5,8,3,9,6,7,9,11,6,6,13,15,8,6,10,12,13,16,9,12,12,12,6,10,19,9,14,12,8,18,15,16,13,19,11,11,18,17,11,10,21,14,13,13,9,12,10,14,15,10,11,10,8,12,9,4,9,7,4,4,9,7,6,8,10,7,5,7,3,3,9,8,1,3,4,2,3,3,1,1,1,3,1,1,4,1,3,2,1,1,-1,4,1,1,-3,1,1,-1,2,-18,1,-3,1,-55
-81,1,-4,1,-2,1,-8,1,-1,1,-2,1,-5,1,1,-3,1,1,3,-1,2,2,2,2,3,2,-1,1,3,3,5,2,-1,3,3,1,3,5,5,5,9,3,12,5,8,3,9,6,7,9,10,7,6,13,15,8,6,10,12,13,16,9,12,12,12,6,10,19,9,14,13,7,18,15,16,13,19,11,11,17,18,11,10,21,14,13,13,9,11,11,14,15,11,10,10,8,12,9,3,10,7,4,4,9,7,6,8,10,7,5,7,3,3,9,8,1,3,4,2,3,3,1,1,1,3,1,1,4,1,3,2,1,1,-1,4,1,1,-3,1,1,-1,2,-18,1,-3,1,-55
-81,1,-4,1,-2,1,-8,1,-1,1,-2,1,-5,1,1,-3,1,1,3,-1,2,2,2,2,2,3,-1,1,3,3,6,1,-1,3,3,1,3,5,5,5,7,5,12,5,8,3,10,5,7,8,11,6,7,13,15,7,6,11,11,14,15,10,9,13,14,5,9,20,10,14,13,7,19,14,16,12,18,13,12,15,18,11,11,21,12,15,13,8,13,10,14,15,11,9,11,7,14,8,2,11,7,4,4,9,6,7,7,11,7,5,6,4,4,8,8,1,2,5,1,4,3,1,1,1,3,1,3,2,1,3,2,1,1,-1,4,1,1,-3,1,1,-1,2,-18,1,-3,1,-55
-81,1,-4,1,-2,1,-8,1,-1,1,-2,1,-5,1,1,-3,1,1,3,-1,2,2,2,2,3,2,-1,1,3,3,5,2,-1,3,3,1,3,5,5,5,7,5,13,4,8,3,10,5,7,9,10,7,6,13,15,7,6,11,11,14,15,10,10,13,13,5,9,21,9,14,13,7,18,15,18,10,18,13,11,17,18,11,11,20,13,14,13,8,13,10,14,15,11,10,10,8,13,8,3,10,7,4,4,9,6,7,7,11,7,5,6,4,3,9,8,1,3,4,2,3,3,1,1,1,3,1,2,3,1,3,2,1,1,-1,4,1,1,-3,1,1,-1,2,-18,1,-3,1,-55
-81,1,-4,1,-2,1,-8,1,-1,1,-2,1,-5,1,1,-3,1,1,3,-1,2,2,2,2,2,3,-1,1,3,3,6,1,-1,3,3,1,3,5,5,5,7,5,12,5,8,3,9,6,7,8,11,6,6,14,14,8,6,11,10,15,15,10,9,13,14,5,9,20,10,14,12,8,20,13,16,12,18,13,12,15,18,11,11,21,12,15,13,8,13,10,14,15,11,9,11,7,14,7,3,10,8,4,4,9,5,8,7,11,7,4,7,4,4,8,8,1,2,5,1,4,3,1,1,1,3,1,3,2,1,3,2,1,1,-1,4,1,1,-3,1,1,-1,2,-18,1,-3,1,-55
-81,1,-4,1,-2,1,-8,1,-1,1,-2,1,-5,1,1,-3,1,1,3,-1,2,2,2,2,3,2,-1,1,3,3,5,2,-1,3,3,1,3,5,5,5,8,4,12,5,8,3,10,5,7,9,10,7,6,13,15,8,6,10,12,13,15,10,10,13,13,6,9,20,9,14,13,7,18,15,17,12,19,11,11,17,18,11,10,21,14,13,13,9,11,11,14,15,11,10,10,8,12,9,3,10,7,4,4,9,7,6,8,10,7,5,6,4,3,9,8,1,3,4,2,3,3,1,1,1,3,1,1,4,1,3,2,1,1,-1,4,1,1,-3,1,1,-1,2,-18,1,-3,1,-55
-81,1,-4,1,-2,1,-8,1,-1,1,-2,1,-5,1,1,-3,1,1,3,-1,2,2,2,2,3,2,-1,1,2,4,5,2,-1,3,3,1,3,5,5,5,8,4,12,5,8,3,10,5,7,9,10,7,6,13,15,7,6,11,11,14,15,10,10,13,13,6,9,20,9,14,13,7,18,15,17,12,19,11,11,17,18,11,11,20,14,13,13,8,12,11,14,15,11,10,10,8,13,8,3,10,7,4,4,9,7,6,7,11,7,5,6,4,3,9,8,1,3,4,2,3,3,1,1,1,3,1,1,4,1,3,2,1,1,-1,4,1,1,-3,1,1,-1,2,-18,1,-3,1,-55
-81,1,-4,1,-2,1,-8,1,-1,1,-2,1,-5,1,1,-3,1,1,3,-1,2,2,2,2,2,3,-1,1,3,3,6,1,-1,3,3,1,3,5,5,5,7,5,13,4,8,3,10,5,7,8,11,7,6,13,15,7,6,11,10,15,15,10,9,14,13,5,9,21,9,14,13,7,19,14,18,10,18,13,11,16,19,11,10,21,12,15,13,8,13,10,14,15,11,10,10,8,13,8,2,11,7,4,4,9,6,7,7,11,7,5,6,4,4,8,8,1,3,4,2,3,3,1,1,1,3,1,2,3,1,3,2,1,1,-1,4,1,1,-3,1,1,-1,2,-18,1,-3,1,-55
-81,1,-4,1,-2,1,-8,1,-1,1,-2,1,-5,1,1,-3,1,1,3,-1,2,2,2,2,2,3,-1,1,3,3,6,1,-1,3,3,1,3,5,5,5,7,5,13,4,8,3,10,5,7,8,11,7,6,13,15,7,6,11,10,15,15,10,9,14,13,5,9,21,9,14,13,7,19,14,17,11,17,14,12,15,18,12,10,21,12,15,13,8,13,10,14,15,11,9,11,7,14,8,2,11,7,4,4,9,6,7,7,11,7,5,6,4,4,8,8,1,3,4,2,3,3,1,1,1,3,1,2,3,1,3,2,1,1,-1,4,1,1,-3,1,1,-1,2,-18,1,-3,1,-55
-80,1,-6,1,-1,1,-8,1,-1,1,-2,1,-5,1,1,-3,1,2,2,-1,3,1,2,2,3,2,1,-1,3,3,4,3,-1,4,2,2,3,5,6,3,6,6,10,7,6,5,11,5,10,5,11,7,7,12,16,6,8,9,11,13,15,13,9,14,10,6,12,17,15,9,10,12,20,11,16,13,17,12,15,15,16,12,15,16,15,13,10,12,10,13,13,14,10,12,6,10,10,11,4,9,8,4,4,8,9,5,8,11,5,6,7,3,4,9,6,1,4,3,2,3,2,2,-1,2,1,3,1,4,2,2,2,1,1,1,3,1,1,-3,2,-2,2,-18,1,-3,1,-55
