0.0000000,0.000#0.430,5.000e-01,-00000076,000000077,0,000000001,000000306,000000000,000000000
-59,1,-4,1,2,-2,2,-1,1,1,-1,2,1,2,5,2,2,4,6,4,8,9,3,9,8,2,7,13,13,12,8,12,20,24,21,31,32,23,27,30,39,32,34,38,45,50,60,54,68,83,64,70,80,99,98,111,119,115,108,104,142,146,152,142,149,158,145,176,185,209,183,172,232,193,209,211,212,227,237,230,265,237,235,237,259,244,227,251,252,251,272,270,271,247,275,239,273,240,262,236,252,228,222,193,218,190,190,232,187,201,183,166,157,172,146,149,155,138,135,127,126,112,113,93,98,102,94,81,93,87,62,58,63,52,58,47,48,42,34,30,27,26,25,23,27,21,24,16,15,17,22,15,10,13,9,4,6,8,6,5,9,1,3,4,1,-2,6,5,-1,3,2,-1,2,-4,1,-1,1,-4,1,-1,1,-56
-59,1,-5,1,2,-1,1,1,-1,1,1,1,1,1,3,5,1,3,4,5,4,8,9,5,9,6,2,8,13,14,11,7,15,21,22,20,35,31,26,24,31,35,37,30,47,38,49,68,53,78,71,64,76,79,95,103,114,121,108,113,111,134,152,146,145,145,165,142,178,192,204,185,180,222,198,216,201,233,224,224,241,259,241,236,227,264,246,225,253,253,249,265,282,255,271,260,237,282,244,245,248,249,222,220,202,195,205,187,235,184,201,174,172,155,173,142,149,155,138,141,120,126,109,110,100,98,97,88,83,91,85,62,65,57,54,54,53,41,41,35,28,28,29,21,22,31,21,20,17,17,19,17,16,8,13,11,3,5,10,6,3,9,1,3,4,1,-1,1,6,4,2,1,2,-1,2,-4,1,1,-4,1,-1,1,-56
