0.0000000,0.000#0.220,5.000e-01,-00000086,000000081,0,000000001,000000334,000000000,000000000
-81,1,1,1,-2,1,-1,1,1,1,1,2,-1,3,1,2,7,3,2,2,6,4,5,8,1,8,8,5,16,10,11,9,11,10,13,20,24,23,24,29,30,41,30,40,37,45,54,50,74,70,71,69,75,77,85,84,103,110,103,111,129,112,134,136,123,163,155,152,176,193,186,183,212,229,209,214,217,204,250,236,226,246,255,239,236,245,270,263,260,252,244,259,262,273,258,267,247,235,290,265,251,231,254,246,239,211,200,215,205,211,180,189,164,164,164,139,161,140,132,139,119,116,103,122,110,96,93,89,95,86,68,69,66,56,50,44,51,44,38,38,34,31,41,23,25,23,27,16,22,17,18,9,9,13,8,7,9,5,2,6,2,2,3,4,1,1,1,3,1,3,1,1,2,1,1,2,-2,2,-74
-81,1,1,-1,1,-1,1,-2,2,1,1,1,1,1,3,1,5,4,4,2,5,5,2,6,5,3,11,6,9,15,10,11,6,14,14,14,21,24,23,34,20,44,33,33,38,37,50,57,59,71,77,71,68,74,89,76,105,102,106,100,125,125,129,119,144,139,167,145,165,180,199,176,208,213,221,216,213,211,227,245,233,232,262,225,247,232,256,281,253,257,256,250,266,261,270,251,260,250,270,282,241,237,246,263,214,237,212,212,201,214,190,169,177,181,163,145,156,136,144,136,124,118,114,111,106,110,100,81,98,88,80,55,78,62,54,41,46,50,49,27,42,31,33,39,23,19,27,21,24,12,20,13,9,9,13,6,11,4,4,4,4,2,2,6,-1,1,2,3,1,1,3,-1,3,-1,2,1,1,-1,2,-74
