1.8849556,0.000#0.570,5.000e-02,-00000007,000000008,0,000000001,000000300,000000000,000000000
-63,1,-5,1,-2,1,-1,1,1,-1,3,1,-1,1,2,2,1,3,8,3,8,6,8,13,8,16,9,21,15,31,28,32,38,43,42,44,53,56,61,83,91,92,116,111,127,142,138,185,187,191,222,245,276,238,266,297,317,369,385,377,407,424,459,456,554,521,622,609,622,629,655,648,641,687,696,737,757,796,789,824,791,841,841,861,799,820,809,812,873,793,780,766,773,790,750,724,737,686,688,664,566,602,543,521,514,515,449,437,408,392,353,356,348,317,270,243,226,256,216,183,167,162,154,139,128,116,99,90,70,80,70,75,50,48,37,39,31,32,34,27,27,22,14,8,11,9,13,11,11,2,1,7,4,3,2,3,2,1,1,-1,2,-4,1,-67
-75,1,-4,1,-2,1,-1,1,-1,1,1,3,-1,1,2,-1,3,1,5,7,7,6,7,10,10,13,13,14,20,25,27,29,34,38,52,44,45,56,56,78,90,85,96,127,120,140,129,179,184,179,217,232,250,261,257,286,305,355,381,364,425,424,436,450,516,521,586,616,610,635,634,683,652,626,692,733,738,814,769,812,814,820,809,866,835,801,814,824,845,798,804,792,770,768,773,735,737,709,672,647,632,586,556,536,533,516,449,459,417,408,368,351,364,311,307,235,230,253,236,190,169,176,157,137,132,118,106,99,67,92,66,74,54,56,44,34,32,33,36,30,23,26,13,13,9,9,15,7,15,4,2,2,7,4,1,3,3,2,1,-1,1,1,-4,1,-55
