1.8849556,0.000#0.230,1.000e+00,-00000188,000000223,0,000000001,000000411,000000000,000000000
-89,2,-3,3,1,1,-1,2,1,3,1,1,2,10,2,4,4,9,6,9,10,11,17,22,22,17,21,34,33,31,31,48,58,55,65,77,79,92,113,100,120,128,159,150,184,184,207,199,268,253,279,314,323,373,371,450,434,468,495,530,579,564,598,643,692,765,719,761,775,736,790,792,851,814,863,917,868,922,891,893,854,867,901,801,833,846,854,781,806,708,772,696,751,613,646,632,560,534,551,501,448,412,383,384,348,374,326,271,252,262,244,207,213,172,139,131,118,104,88,74,79,49,62,53,49,39,36,25,33,18,17,13,17,5,13,16,10,4,5,7,3,2,1,1,4,3,6,3,3,1,1,1,2,2,1,3,-2,1,1,2,3,-3,1,-1,2,-1,2,-3,1,-1,1,1,-37,1,-3,1,-15,1,-86
-89,1,1,-2,2,2,-1,1,2,1,3,1,-1,3,8,3,4,3,9,6,10,11,9,16,18,26,13,25,28,33,26,38,45,48,63,60,78,75,97,94,109,117,127,146,154,175,194,203,185,255,271,268,299,329,346,377,430,447,458,476,547,576,527,587,654,665,777,708,760,747,761,799,783,836,833,836,909,906,897,856,923,865,848,915,831,790,872,829,811,805,726,776,702,731,656,626,625,590,551,522,526,463,412,398,394,338,386,320,283,262,255,254,210,222,167,151,129,124,115,85,71,82,58,62,53,51,46,31,27,33,18,20,10,22,5,10,19,8,7,2,7,5,3,1,-1,4,3,6,3,3,1,2,1,-1,4,1,2,1,-1,1,1,1,3,1,-2,1,-1,2,-1,2,-3,1,-1,1,-1,1,-36,1,-3,1,-15,1,-86
