0.0000000,0.000#0.660,1.000e+00,-00000166,000000172,0,000000001,000000338,000000000,000000000
-68,2,-7,1,-2,2,2,3,1,2,1,5,5,3,2,6,7,8,9,10,12,21,22,30,20,40,39,46,57,68,77,89,94,113,137,140,175,183,209,238,273,320,392,421,400,524,645,623,792,793,908,941,1129,1173,1369,1443,1502,1670,1862,2078,2249,2261,2537,2714,2917,3173,3339,3467,3749,3880,4096,4367,4601,4863,4923,5190,5510,5515,5790,6115,6267,6408,6563,6628,6873,6945,6989,7019,7219,7248,7218,7373,7456,7351,7265,7331,7174,6969,6876,6992,6774,6553,6417,6236,6132,5839,5747,5474,5201,5099,4880,4548,4376,4125,4034,3657,3695,3453,3214,2931,2866,2660,2362,2225,2054,1851,1696,1637,1478,1266,1271,1119,985,963,793,758,697,601,513,461,392,359,316,314,288,249,191,197,144,157,118,107,89,71,49,54,33,49,33,27,21,15,20,15,13,10,10,4,7,3,3,2,3,1,2,1,1,-1,1,3,-84
-68,1,1,-7,1,-1,2,-1,3,2,2,1,2,6,3,3,5,3,9,8,11,11,12,22,23,29,26,41,38,52,65,70,75,84,105,124,135,162,163,208,200,259,293,342,412,406,421,561,650,688,795,817,910,1029,1142,1234,1412,1475,1544,1699,1937,2165,2231,2398,2591,2716,3020,3240,3364,3614,3716,3950,4257,4443,4696,4852,5065,5267,5470,5650,5908,6186,6306,6394,6665,6653,6884,7042,6987,7090,7189,7166,7429,7345,7418,7361,7278,7244,7090,7029,6732,7040,6712,6506,6340,6272,6009,5734,5695,5372,5180,5025,4749,4498,4300,4077,3930,3655,3585,3398,3112,2933,2769,2560,2321,2179,2003,1749,1675,1629,1377,1284,1242,1049,934,919,779,737,674,586,479,433,392,333,333,295,261,228,184,190,166,131,114,101,80,69,46,55,35,37,34,24,18,23,13,13,11,9,12,5,5,3,3,2,1,2,1,2,-2,3,1,-83
