0.0000000,0.000#0.610#0.600#0.630#0.240#0.990#0.200#0.210#0.250#0.260#0.220#0.720#0.760,1.667e-01,-00000028,000000028,0,000000001,000000336,000000000,000000000
-70,1,-2,1,-3,1,1,1,-3,1,-4,1,2,1,1,1,1,-2,1,2,3,1,-1,1,3,-1,1,-2,2,3,1,3,1,5,5,1,6,2,1,2,3,2,4,5,4,4,6,6,4,4,7,4,5,6,6,5,5,9,7,5,6,6,7,8,10,8,9,8,4,11,9,9,9,7,9,10,9,7,12,9,9,13,10,9,10,9,14,10,11,8,13,8,13,15,20,4,11,10,11,11,9,7,7,9,14,10,8,8,13,8,6,18,6,9,9,13,10,2,6,8,2,6,1,5,8,6,4,7,7,5,9,7,2,4,7,3,8,3,3,3,5,1,-1,2,3,3,1,2,3,4,-1,2,-3,1,2,2,2,2,1,1,-2,2,-3,2,1,-1,1,-3,1,-2,1,1,-3,1,-4,1,-68
-74,1,-2,1,-3,1,2,-4,1,-4,1,2,1,1,2,-2,1,2,-1,4,-2,2,2,1,-2,1,2,3,-1,3,4,3,4,2,6,2,1,2,3,2,4,5,5,4,6,5,5,4,6,6,4,5,6,7,5,7,7,7,4,11,8,6,9,8,10,3,8,10,9,9,10,8,6,10,9,13,6,11,11,9,12,8,11,9,14,8,11,10,10,10,14,16,16,7,11,9,11,11,10,4,9,10,13,8,10,9,13,5,14,10,9,8,9,13,8,2,8,6,6,1,1,9,6,5,4,8,7,5,9,6,2,4,6,6,6,4,4,1,4,1,-1,4,2,2,1,3,3,3,1,1,-2,1,-1,3,1,2,3,-1,1,-2,2,-2,1,2,-2,1,-3,1,-2,1,1,-2,1,-5,1,-64
-74,1,-2,1,-3,1,2,-4,1,-4,2,2,1,-1,2,-2,1,2,2,2,-2,2,2,1,-2,1,2,3,-1,3,4,3,4,2,6,2,1,2,3,3,4,4,6,4,5,5,5,4,6,6,5,4,6,7,5,7,8,6,4,12,7,6,9,9,9,3,9,9,10,10,8,8,6,10,9,13,7,10,14,6,12,9,11,9,13,10,9,10,11,9,17,14,15,8,10,9,12,10,10,4,9,11,14,6,11,9,13,4,14,10,9,8,9,14,7,2,8,7,6,-1,1,11,5,4,4,10,5,5,9,7,1,5,5,6,6,4,4,2,3,1,-1,4,3,1,1,3,3,3,1,1,-2,1,-1,3,2,1,3,-1,1,-2,2,-2,1,2,-2,1,-3,1,-2,1,1,-2,1,-5,1,-64
-74,1,-2,1,-3,1,2,-4,1,-4,1,2,1,1,2,-2,1,2,-1,4,-2,2,2,-1,1,-1,1,2,3,-1,3,4,2,5,1,7,2,-1,2,4,2,4,4,5,4,6,5,5,4,7,5,5,4,7,7,4,7,7,7,4,12,5,8,9,7,10,5,8,9,10,7,11,7,7,9,11,11,7,10,10,12,9,9,11,10,14,8,11,8,12,10,14,14,18,6,10,11,11,12,9,5,9,8,14,8,10,9,12,7,9,14,9,6,10,13,10,2,6,7,6,2,1,8,7,5,3,7,8,6,9,5,2,5,6,4,8,4,1,4,4,1,-1,3,3,2,1,3,2,4,1,1,-2,1,-1,2,2,2,3,-1,1,-2,2,-2,1,2,-2,1,-3,1,-2,1,1,-3,1,-4,1,-64
-72,1,-2,1,-3,2,1,-4,1,-4,3,1,1,-1,2,-2,1,2,3,1,-2,2,2,1,-2,1,2,3,1,2,4,5,3,3,5,1,1,2,4,3,3,6,4,4,7,4,4,4,6,7,6,4,4,8,7,4,10,4,6,10,7,8,9,9,9,2,10,10,7,11,7,10,8,7,11,12,6,11,12,9,10,8,12,10,13,9,9,11,9,13,14,15,13,10,9,11,10,10,12,3,9,9,17,4,11,10,12,4,13,12,9,7,9,13,7,5,8,4,6,1,2,10,5,5,4,8,7,5,8,6,2,5,4,9,4,3,4,3,2,1,-1,4,3,1,1,3,4,2,2,-3,1,1,3,2,1,2,-1,1,-1,1,1,-2,2,1,-2,1,-3,1,-2,1,1,-2,1,-5,1,-66
-76,1,-2,1,-3,1,1,1,-3,1,-4,1,2,1,1,1,1,-2,2,1,4,-2,2,2,-1,1,-2,2,3,1,3,1,5,5,1,6,2,1,2,4,1,4,5,4,4,6,6,4,4,8,4,4,6,6,6,5,8,7,6,5,7,6,10,9,8,9,7,4,12,10,7,11,6,8,10,9,8,11,9,9,13,10,10,11,7,15,9,11,8,13,9,13,14,20,5,10,11,11,10,9,7,7,9,15,9,8,8,13,8,8,16,6,9,9,13,11,1,6,8,2,6,1,6,7,6,4,7,7,5,11,5,2,4,7,3,8,4,2,4,4,1,-1,3,2,3,1,2,3,4,-1,2,-3,1,2,2,2,3,-1,1,-2,2,-3,2,1,-1,1,-3,1,-2,1,1,-3,1,-4,1,-62
-71,1,-3,1,-3,2,1,-4,1,-3,1,2,1,1,1,1,-2,1,2,3,1,-1,1,1,2,1,-2,2,2,2,3,1,5,4,2,5,3,1,2,2,3,4,3,6,4,4,6,6,2,7,4,7,5,4,7,5,8,7,6,6,5,9,7,10,8,9,9,2,11,10,9,9,6,10,9,7,10,12,9,8,15,7,9,11,9,15,9,9,11,12,10,9,17,17,8,11,7,13,10,10,9,5,9,15,9,6,11,12,10,5,14,9,10,9,9,12,4,5,9,3,6,1,2,10,7,4,4,9,5,9,6,4,4,7,2,8,4,2,4,3,3,-1,1,3,3,2,1,4,2,2,2,-3,1,2,2,2,1,2,-1,1,-1,2,-3,2,1,-1,1,-4,1,-1,1,1,-3,1,-5,1,-66
-72,1,-2,1,-3,2,1,-4,1,-3,1,2,1,1,1,1,-2,1,2,3,1,-1,1,1,2,1,-2,1,3,2,3,1,5,4,2,5,3,1,2,2,3,4,3,6,4,4,6,5,3,6,5,7,5,4,6,6,8,7,6,6,5,9,7,10,8,9,9,2,11,9,9,10,6,10,9,7,10,12,9,8,15,7,9,10,10,15,9,8,12,9,11,10,16,19,8,11,6,14,9,11,9,5,9,11,13,6,11,12,9,5,14,10,9,9,10,11,5,5,9,3,6,1,2,10,6,5,4,8,6,8,7,4,4,6,3,8,4,2,4,3,2,1,1,3,3,1,2,4,2,2,2,-3,1,1,3,2,1,2,-1,1,-1,2,-3,2,1,-1,1,-4,1,-1,1,1,-3,1,-5,1,-66
-72,1,-2,1,-3,1,2,-4,1,-4,3,1,1,-1,2,-2,1,2,2,2,-2,2,2,1,-2,1,2,3,1,2,4,4,4,2,6,1,1,2,3,4,3,5,5,4,6,5,4,4,6,7,5,5,4,8,6,5,9,5,5,11,7,8,9,8,10,2,10,8,9,10,8,9,9,7,10,11,8,9,14,8,11,8,11,10,13,10,8,12,9,11,15,16,13,9,10,10,10,11,11,4,7,11,15,6,11,10,11,4,14,10,11,7,9,13,7,4,9,4,6,-1,2,11,4,6,3,9,6,5,8,7,2,4,5,9,4,3,4,2,3,1,-1,4,3,1,1,3,3,3,1,1,-2,1,-1,3,2,1,3,-1,1,-2,2,-2,2,1,-2,1,-3,1,-2,1,1,-2,1,-5,1,-66
-72,1,-2,1,-3,1,2,-4,1,-4,2,2,1,-1,2,-2,1,2,2,2,-2,2,2,1,-2,1,2,3,1,2,4,3,4,2,7,1,1,2,3,3,4,5,5,4,6,5,4,4,6,7,5,4,5,8,4,7,9,5,4,12,7,6,11,7,9,3,10,9,9,10,8,8,7,9,10,12,7,10,14,7,11,9,11,9,14,10,8,12,9,10,16,15,14,8,11,9,11,11,9,5,8,11,15,5,11,9,13,4,14,10,10,7,10,13,7,2,10,5,6,-1,1,11,5,4,4,10,5,6,8,7,1,5,5,9,3,4,4,2,3,1,-1,4,3,1,1,3,3,3,1,1,-2,1,-1,3,2,1,3,-1,1,-2,2,-2,1,2,-2,1,-3,1,-2,1,1,-2,1,-5,1,-66
-72,1,-2,1,-3,2,1,-4,1,-3,1,2,1,1,1,1,-2,1,2,3,1,-1,1,1,2,1,-2,1,3,2,2,1,6,4,2,3,5,1,2,1,4,4,3,5,4,5,6,4,4,5,6,7,5,4,4,8,8,6,7,5,6,9,7,9,8,10,8,3,10,10,9,9,6,11,9,5,11,13,5,12,14,8,9,8,12,12,12,8,10,9,12,11,15,18,9,11,7,13,9,9,12,4,8,12,14,5,11,12,9,5,14,11,9,8,9,12,6,5,9,3,6,1,2,10,6,5,4,8,6,7,7,5,2,7,4,8,4,2,4,3,2,1,-1,4,3,1,1,3,4,2,2,-3,1,1,3,2,1,2,-1,1,-1,2,-3,2,1,-1,1,-4,1,-2,2,-3,1,-5,1,-66
-75,1,-2,1,-3,2,1,-4,1,-3,1,2,1,1,1,1,-2,1,2,3,1,-1,1,1,2,1,-2,1,3,2,2,1,6,4,2,3,5,1,2,1,4,4,3,5,4,5,6,4,4,5,6,7,5,4,4,8,8,6,7,5,6,9,7,9,8,10,8,3,10,10,9,9,6,11,9,5,11,13,5,12,14,8,9,8,12,12,12,8,10,9,12,11,15,18,9,11,7,13,9,9,12,4,8,12,14,5,11,12,9,5,14,11,9,8,9,12,6,5,9,3,6,1,2,10,6,5,4,8,6,7,7,5,2,7,4,8,4,2,4,3,2,1,-1,4,3,1,1,3,4,2,2,-3,1,1,3,2,1,2,-1,1,-1,2,-3,2,1,-1,1,-4,1,-2,2,-3,1,-5,1,-63
-75,1,-2,1,-3,1,2,-4,1,-4,2,2,1,-1,2,-2,1,2,2,2,-2,2,2,1,-2,1,2,3,1,2,4,3,4,2,7,1,1,2,3,3,4,5,5,4,6,5,4,4,6,7,5,4,5,8,4,7,9,5,4,12,7,6,11,7,9,3,10,9,9,10,8,8,7,9,10,12,7,10,14,7,11,9,11,9,14,10,8,12,9,10,16,15,14,8,11,9,11,11,9,5,8,11,15,5,11,9,13,4,14,10,10,7,10,13,7,2,10,5,6,-1,1,11,5,4,4,10,5,6,8,7,1,5,5,9,3,4,4,2,3,1,-1,4,3,1,1,3,3,3,1,1,-2,1,-1,3,2,1,3,-1,1,-2,2,-2,1,2,-2,1,-3,1,-2,1,1,-2,1,-5,1,-63
