0.0000000,0.000#0.930,1.200e+01,-00001927,000001937,1,000000012,000000322,000000000,000000000
-62,1,-3,1,-2,1,-3,1,-6,2,1,2,-1,1,1,2,-1,2,3,3,1,2,2,4,5,3,8,5,3,3,6,8,3,8,9,11,9,6,12,19,11,13,23,9,17,19,12,15,21,18,20,18,16,32,19,37,25,36,33,34,43,33,37,34,43,26,41,33,57,44,60,55,47,54,47,57,46,49,41,62,41,54,50,62,57,41,60,53,60,56,61,49,57,57,47,49,52,57,58,43,46,49,60,52,54,34,39,40,46,46,42,45,31,42,39,53,42,34,34,28,30,25,33,30,22,24,24,30,21,12,19,16,15,9,13,11,18,11,13,20,13,5,5,8,10,6,11,5,5,8,6,4,4,1,6,2,7,4,2,2,2,1,2,1,1,1,1,1,4,1,1,-1,1,-1,2,1,-4,1,-2,2,1,-9,1,-56
-63,1,-3,1,1,-3,1,-8,2,1,2,2,-2,2,2,3,1,3,1,2,6,4,6,2,6,5,7,2,1,10,8,7,11,11,11,6,8,22,19,15,19,9,14,17,21,15,17,17,23,15,18,32,22,39,34,37,42,35,33,36,43,35,35,29,54,35,57,45,50,57,46,51,46,59,45,46,43,61,48,53,63,59,56,44,63,53,55,57,55,50,49,58,52,50,56,58,44,45,62,46,57,48,42,33,45,38,42,51,32,41,41,42,41,51,39,32,29,29,32,25,25,29,23,23,26,28,14,14,18,16,10,10,15,14,12,13,14,19,7,4,12,6,8,7,7,5,5,8,5,4,5,1,5,2,5,4,2,2,2,1,1,1,-1,2,3,2,1,1,1,-1,2,-2,1,-3,1,-2,1,2,-8,1,-57
