0.0000000,0.000#0.350,1.000e+00,-00000154,000000149,0,000000001,000000303,000000000,000000000
-75,1,1,1,-3,1,3,1,1,2,-2,4,6,2,4,7,3,6,5,6,3,5,7,11,6,8,13,11,10,12,16,13,18,12,10,20,16,7,13,17,20,21,24,32,38,31,26,28,50,38,39,31,45,40,54,37,39,41,45,49,46,50,66,40,55,61,68,58,53,67,69,68,58,68,64,52,53,51,72,46,68,70,71,48,48,55,69,79,50,58,53,42,50,46,50,48,39,42,40,36,45,35,44,39,43,31,24,33,28,27,18,17,30,16,18,16,14,19,15,14,11,10,11,9,10,11,5,16,6,5,6,6,7,4,6,4,6,6,2,2,2,2,1,1,1,1,-1,2,2,3,-1,3,-3,2,1,-69
-76,2,1,-4,2,2,2,2,-2,1,6,3,4,7,5,6,4,5,4,4,8,8,7,7,10,12,12,10,17,12,18,13,11,15,19,11,13,11,18,25,18,32,35,33,32,20,44,46,36,37,40,43,42,46,40,42,45,46,52,43,53,55,52,56,62,68,53,72,59,64,65,71,63,54,48,54,64,58,57,76,63,60,48,47,71,72,61,50,59,45,46,46,51,53,42,44,38,36,42,39,37,44,40,32,31,27,28,32,20,22,18,23,20,11,19,17,18,13,13,9,13,10,8,10,7,12,10,5,7,6,8,4,4,4,7,5,4,2,1,2,1,2,1,1,-1,1,2,1,3,2,1,-2,2,-1,1,-68
