0.0000000,0.000#0.360,1.000e+00,-00000155,000000166,0,000000001,000000321,000000000,000000000
-70,1,-3,1,-1,1,1,1,-1,2,-1,2,-2,3,2,1,-1,3,-1,2,5,4,4,3,1,5,4,4,5,6,3,8,9,7,9,10,12,13,9,8,15,8,9,18,22,15,13,28,29,26,23,35,27,42,45,35,37,40,44,52,33,42,38,36,41,39,52,61,54,51,64,59,68,66,61,54,61,55,66,59,69,60,67,49,60,72,57,59,60,62,53,50,53,65,63,53,58,52,61,46,50,46,50,53,51,37,39,39,25,42,36,40,34,30,21,27,23,32,12,19,17,23,18,9,20,13,5,12,9,9,7,9,12,3,12,7,8,4,5,5,4,4,2,3,2,5,3,-1,2,3,2,2,1,2,1,2,-1,1,2,1,-6,1,-1,1,-80
-70,1,-3,1,-1,1,1,1,-1,2,-1,2,-2,1,3,2,-1,2,1,2,2,6,1,5,3,1,8,4,4,5,4,7,7,8,8,11,10,13,11,9,10,14,5,15,20,19,12,18,36,27,19,38,29,31,47,34,44,38,41,49,41,40,36,33,42,43,42,62,52,53,57,72,56,74,57,59,56,57,67,59,70,57,64,58,50,81,45,63,68,60,54,57,53,50,64,60,56,48,62,54,50,46,47,57,47,43,35,43,27,42,35,41,32,38,17,30,19,31,18,16,21,18,24,12,11,18,9,9,6,12,7,9,11,7,6,10,7,7,5,5,4,5,2,-1,5,5,3,-1,2,-1,4,2,2,2,-1,3,-1,1,1,1,1,-5,1,-2,1,-79
