3.1415926,0.000#0.110,6.300e+01,-00009321,000009705,1,000000063,000000302,000000000,000000000
-66,1,-1,1,-1,1,-1,1,-2,1,2,1,3,1,4,9,3,3,10,8,12,10,13,14,23,17,22,33,33,33,40,45,43,58,79,65,93,84,99,100,134,137,163,180,220,203,246,245,266,322,339,310,414,380,479,458,496,531,597,589,658,607,709,719,808,775,910,848,891,946,952,1002,1052,989,1055,1053,1046,1076,1102,1138,1139,1118,1143,1161,1067,1127,1138,1085,1006,1034,1034,1098,1012,941,878,932,866,814,784,796,671,703,627,678,585,585,499,497,401,441,404,379,310,323,310,299,281,243,203,195,164,169,117,139,123,125,88,99,75,73,61,65,36,52,38,32,20,30,24,19,15,12,4,9,10,4,5,2,3,6,3,5,1,1,-1,1,1,-1,1,1,1,-5,1,-69
-66,1,-1,1,-1,1,-2,1,-1,1,2,1,3,1,4,9,4,2,10,8,12,10,12,15,21,19,25,30,37,29,46,37,43,59,78,67,97,80,92,107,134,137,166,177,220,202,247,245,265,323,330,319,392,402,471,465,512,514,578,610,661,603,704,722,835,751,911,846,913,921,958,998,1062,979,1071,1037,1045,1077,1117,1123,1118,1138,1131,1173,1082,1113,1129,1092,1029,1012,1038,1095,1004,950,885,924,851,831,791,788,681,694,616,687,596,572,504,495,407,436,388,394,297,335,298,312,279,246,196,201,165,169,118,138,128,120,88,98,82,67,60,66,35,53,36,34,23,27,21,21,18,9,6,8,10,4,3,4,4,5,2,6,1,1,-1,1,1,-1,1,1,-1,1,-4,1,-69
