0.0000000,0.000#0.190#0.150#0.220#0.160#0.140#0.200#0.210#0.230#0.170#0.180#0.240#0.250,3.000e+00,-00000495,000000555,1,000000003,000000350,000000000,000000000
-82,1,-2,1,-1,3,1,1,-1,1,-1,1,-2,1,1,3,1,-1,3,2,2,5,3,3,1,-1,2,1,2,2,3,4,3,2,8,6,5,3,2,1,5,4,4,3,3,7,4,5,7,8,8,6,9,7,8,6,14,11,8,8,9,9,7,9,8,8,13,6,6,14,8,5,20,12,12,15,16,15,10,9,9,14,13,7,6,12,14,4,8,14,9,7,13,8,11,15,15,12,11,11,10,15,8,6,2,4,9,9,11,6,5,5,4,13,6,5,6,6,5,9,7,3,8,4,3,8,3,4,2,4,4,3,2,3,1,3,1,6,4,1,1,2,4,-2,1,-5,2,1,2,-2,1,-7,1,-3,1,-1,3,1,2,-5,1,-3,1,-3,1,-80
-83,1,-1,1,-1,3,1,1,-1,1,-1,1,-3,2,1,3,1,2,1,3,5,3,1,3,-1,2,-1,3,1,4,4,3,3,7,6,4,3,2,1,6,5,3,3,3,5,5,7,6,8,7,8,7,9,7,5,11,17,6,10,6,8,8,10,7,15,5,10,4,13,9,7,13,16,12,15,17,16,9,9,9,14,12,8,5,14,13,3,7,15,8,8,12,9,12,17,12,13,11,10,11,12,9,8,2,6,7,9,11,6,4,5,5,13,6,5,6,6,5,7,7,5,8,5,2,9,2,4,2,2,5,4,2,3,1,3,1,7,3,1,-1,2,5,-2,1,-5,2,-1,2,1,-1,1,-7,1,-3,1,-1,2,3,1,-5,1,-3,1,-3,1,-80
-83,1,-1,1,-1,3,1,1,-1,1,-1,1,-3,2,3,1,1,2,2,2,5,3,2,2,-1,2,-1,3,1,4,4,3,2,8,6,4,4,1,2,5,5,3,3,3,5,6,6,6,8,7,8,7,8,8,5,11,16,7,10,6,8,8,10,7,14,6,9,5,14,8,6,17,13,13,14,17,15,10,9,9,14,12,8,5,14,13,2,8,16,7,9,11,9,12,17,12,14,10,12,9,12,9,8,2,5,8,10,10,6,4,6,4,13,6,5,6,6,5,7,7,5,8,5,2,9,2,4,2,3,4,4,2,3,1,3,1,6,4,1,1,1,5,-2,1,-5,2,-1,2,1,-1,1,-7,1,-3,1,-1,2,3,1,-5,1,-3,1,-3,1,-80
-83,1,-1,1,-1,3,1,1,-1,1,-1,1,-3,2,1,3,1,2,1,3,5,2,2,3,-1,2,-1,2,1,5,4,3,3,7,6,4,3,2,1,6,5,3,3,3,5,5,7,6,8,7,7,8,8,8,5,11,17,6,10,5,9,8,9,8,15,5,10,4,13,8,8,12,16,13,15,17,15,10,9,8,16,11,8,5,14,13,3,7,14,9,8,12,9,12,17,12,13,11,10,11,12,9,9,1,6,7,9,11,5,5,5,5,14,5,5,6,6,5,7,7,5,8,5,2,9,2,4,2,2,5,3,3,3,1,3,1,7,3,1,-1,1,6,-2,1,-5,1,1,2,1,1,-8,1,-3,1,-1,2,3,1,-5,1,-3,1,-3,1,-80
-83,1,-1,1,-1,3,1,1,-1,1,-1,1,-3,2,3,1,1,2,1,3,5,3,2,2,-1,2,-1,3,1,4,4,3,2,8,6,4,3,2,2,5,5,3,3,3,5,6,6,6,8,7,8,7,8,8,5,11,16,7,10,6,8,8,10,7,14,6,9,5,13,9,6,16,14,13,14,17,15,10,9,9,13,13,8,5,15,12,2,8,16,7,9,11,9,12,17,12,14,10,12,9,12,9,8,2,5,8,10,10,6,4,6,4,13,6,5,6,6,5,7,7,5,8,5,2,9,2,4,2,3,4,4,2,3,1,3,1,7,3,1,1,1,5,-2,1,-5,2,-1,2,1,-1,1,-7,1,-3,1,-1,2,3,1,-5,1,-3,1,-3,1,-80
-83,1,-1,1,-1,3,1,1,-1,1,-1,1,-3,2,3,1,1,2,2,2,5,3,2,2,-1,2,-1,3,1,4,4,3,2,8,6,4,4,1,2,5,5,3,3,3,6,5,6,6,8,7,8,7,8,8,5,11,16,7,9,7,8,8,10,7,14,6,9,5,14,8,6,17,13,13,14,17,16,9,9,9,13,13,8,5,14,13,2,8,16,7,9,12,8,12,16,13,14,10,12,9,12,9,8,2,5,8,10,10,6,4,6,4,13,6,5,6,6,5,7,7,5,8,5,2,9,2,4,2,3,4,4,2,3,1,3,1,6,4,1,1,1,5,-2,1,-5,2,-1,2,1,-1,1,-7,1,-3,1,-1,2,3,1,-5,1,-3,1,-3,1,-80
-83,1,-1,1,-1,3,1,1,-1,1,-1,1,-3,2,1,3,1,2,1,3,5,2,2,3,-1,2,-1,3,-1,5,4,3,3,7,6,4,3,2,1,6,5,3,3,3,5,5,7,6,8,7,8,7,8,8,5,11,17,6,10,6,8,8,9,8,15,5,10,4,13,9,7,13,16,12,15,17,15,10,10,8,14,12,8,5,14,13,3,7,15,8,8,12,9,12,17,12,13,11,10,11,12,9,8,2,6,7,9,11,5,5,5,5,13,6,5,6,6,5,7,7,5,8,5,2,9,2,4,2,2,5,4,2,3,1,3,1,7,3,1,-1,2,5,-2,1,-5,2,-1,2,1,-1,1,-7,1,-3,1,-1,2,3,1,-5,1,-3,1,-3,1,-80
-83,1,-1,1,-1,3,1,1,-1,1,-1,1,-3,2,1,3,1,2,1,3,5,2,2,3,-1,2,-1,2,1,5,4,3,3,7,6,4,3,2,1,6,5,3,3,3,5,5,7,6,8,7,7,8,8,8,5,11,17,6,10,5,9,8,9,8,15,5,10,4,13,9,7,12,17,12,15,17,15,10,10,8,15,11,8,5,14,13,3,7,14,9,8,12,9,12,17,12,13,11,10,11,12,9,8,2,6,7,8,12,5,5,5,5,13,6,5,6,6,5,7,7,5,8,5,2,9,2,4,2,2,5,4,2,3,1,3,1,7,3,1,-1,1,6,-2,1,-5,1,1,2,1,1,-8,1,-3,1,-1,2,3,1,-5,1,-3,1,-3,1,-80
-83,1,-1,1,-1,3,1,1,-1,1,-1,1,-3,2,1,3,1,2,1,3,5,2,2,3,-1,2,-1,2,1,5,5,2,3,7,6,4,3,2,1,6,5,3,3,3,5,5,7,6,8,7,7,8,8,8,6,10,17,6,10,5,9,8,9,8,14,6,10,4,13,8,8,12,15,14,15,16,16,10,8,9,16,11,8,5,14,13,3,7,14,9,8,12,9,12,17,12,13,11,10,11,11,10,9,1,6,7,8,12,5,5,5,5,14,5,5,6,6,5,7,7,5,8,5,2,9,2,4,2,2,5,3,3,3,1,3,1,7,3,1,-1,1,6,-2,1,-5,1,1,2,1,1,-8,1,-3,1,-1,2,3,1,-5,1,-3,1,-3,1,-80
-83,1,-1,1,-1,3,1,1,-1,1,-1,1,-3,2,2,2,1,2,1,3,5,3,1,3,-1,2,-1,3,1,4,4,3,2,8,6,4,3,2,2,5,5,3,3,3,5,6,6,6,8,7,8,7,8,8,5,11,16,7,10,6,8,8,10,7,14,6,10,4,13,9,6,16,14,12,15,17,15,10,9,9,13,13,8,5,15,12,3,7,16,7,8,12,9,12,17,12,13,11,11,10,12,9,8,2,6,7,9,11,6,4,5,5,13,6,5,6,6,5,7,7,5,8,5,2,9,2,4,2,3,4,4,2,3,1,3,1,7,3,1,-1,2,5,-2,1,-5,2,-1,2,1,-1,1,-7,1,-3,1,-1,2,3,1,-5,1,-3,1,-3,1,-80
-83,1,-1,1,-1,3,1,1,-1,1,-1,1,-3,2,1,3,1,2,1,3,5,3,1,3,-1,2,-1,3,1,4,4,3,2,8,6,4,3,2,2,5,5,3,3,3,5,6,6,6,8,7,8,7,8,8,5,11,16,7,10,6,8,8,10,7,14,6,10,4,13,9,7,15,14,12,16,16,16,9,9,9,13,13,8,5,14,13,3,7,15,8,8,12,9,12,17,12,13,11,11,10,12,9,8,2,6,7,9,11,6,4,5,5,13,6,5,6,6,5,7,7,5,8,5,2,9,2,4,2,2,5,4,2,3,1,3,1,7,3,1,-1,2,5,-2,1,-5,2,-1,2,1,-1,1,-7,1,-3,1,-1,2,3,1,-5,1,-3,1,-3,1,-80
-83,1,-1,1,-1,3,1,1,-1,1,-1,1,-3,2,1,3,1,2,1,3,5,2,2,3,-1,2,-1,2,1,5,5,2,3,7,6,4,3,2,1,6,5,3,3,3,5,5,7,6,9,6,7,8,8,8,5,11,17,6,9,6,9,8,9,8,14,6,10,4,13,8,8,12,16,13,15,16,17,9,8,9,15,12,8,5,14,13,3,7,14,9,8,12,9,12,17,12,13,11,10,11,11,10,9,1,6,7,7,13,4,6,5,5,14,5,5,6,6,5,7,7,5,8,4,3,9,2,4,2,2,5,3,3,3,1,3,1,7,3,1,-1,1,6,-2,1,-5,1,1,2,1,1,-8,1,-3,1,-1,2,3,1,-5,1,-3,1,-3,1,-80
-83,1,-1,1,-1,3,1,1,-1,1,1,-4,2,1,3,1,2,1,3,5,2,2,3,-1,2,-1,2,1,5,5,2,3,7,6,4,3,2,1,6,5,3,3,3,5,5,7,6,9,6,7,8,7,9,5,11,17,6,9,6,9,8,8,9,14,6,10,4,13,8,8,12,15,14,15,16,17,9,8,9,15,12,8,5,14,13,3,7,14,9,8,12,9,12,18,11,13,11,9,12,10,11,9,1,6,7,7,13,4,6,5,5,12,7,5,6,6,4,8,7,5,7,5,3,8,3,4,2,2,5,3,3,2,2,3,1,7,3,1,-1,1,6,-2,1,-5,1,1,2,1,1,-8,1,-3,1,-1,2,3,1,-5,1,-3,1,-3,1,-80
