0.0000000,0.000#0.390#0.760#0.800#0.820#0.830#0.110#0.120#0.100#0.130#0.140#0.630#0.840,3.333e-01,-00000068,000000078,0,000000001,000000438,000000000,000000000
-91,1,-13,2,-2,1,1,1,1,-7,1,-1,2,2,1,-2,2,2,3,1,1,-1,1,2,1,-1,1,1,-1,2,2,1,5,-1,4,1,2,1,2,5,1,2,2,3,2,5,8,3,8,3,4,1,4,7,6,6,6,10,6,4,5,-1,12,3,4,9,10,9,8,9,10,9,5,6,12,9,9,8,12,9,7,10,9,5,9,19,6,10,12,9,7,12,7,9,13,5,15,9,11,8,11,10,4,9,8,8,13,10,10,15,8,8,6,8,12,6,10,8,10,4,5,5,7,8,3,11,4,6,6,6,6,6,3,3,5,4,6,7,5,6,3,2,6,3,3,3,2,9,1,5,2,4,-1,3,3,2,1,3,2,1,5,2,1,2,2,1,1,1,-1,2,-1,1,-1,1,-1,1,1,4,1,-2,2,1,-2,1,-15,1,-6,1,-1,1,-6,1,-110
-92,1,-13,2,-2,1,1,1,1,-7,1,-1,2,2,1,-2,1,3,3,1,-1,1,1,1,2,-2,2,-1,2,2,1,4,1,4,1,2,1,2,3,3,2,2,1,4,4,7,5,6,5,2,3,3,8,6,6,6,10,3,7,2,3,8,6,4,9,7,11,9,10,10,5,8,6,9,10,10,10,10,10,6,10,10,3,10,19,6,12,10,11,6,13,5,10,11,6,17,7,13,7,9,13,4,5,11,8,12,9,13,12,9,8,7,8,10,9,8,10,8,5,6,3,7,7,6,8,5,7,5,7,5,8,3,3,5,4,5,6,7,6,2,3,5,3,3,4,1,9,2,5,-1,5,1,1,4,3,1,2,3,1,5,2,1,2,-1,3,-1,2,-1,2,-1,1,-2,1,1,1,4,1,-2,2,1,-2,1,-15,1,-6,1,-2,1,-5,1,-109
-94,1,-12,2,-3,2,1,1,-7,1,-1,2,2,-1,1,-1,1,3,3,-1,1,1,1,1,2,-2,2,-1,1,2,2,4,1,3,2,2,1,2,2,4,1,3,1,4,4,6,6,5,6,2,3,3,7,7,5,7,9,3,8,2,3,8,5,5,9,5,12,8,10,10,6,9,6,9,9,11,9,10,10,5,11,8,5,10,19,6,11,9,14,3,16,5,9,11,7,15,8,11,10,8,13,5,4,12,6,14,8,11,11,12,7,8,9,8,11,5,12,8,6,5,4,7,5,8,8,5,7,4,7,3,11,3,3,5,3,6,6,7,5,3,3,4,4,3,4,-1,10,1,6,-1,5,1,1,4,3,1,2,3,1,5,1,2,2,-1,2,1,2,-1,2,-1,1,-2,1,1,1,4,1,-2,2,1,-2,1,-16,1,-5,1,-2,1,-5,1,-108
-94,1,-12,2,-3,1,2,1,-7,1,-1,2,2,-1,1,-1,1,3,2,1,1,1,1,1,2,-2,2,-2,3,2,4,1,2,3,2,-1,2,2,5,1,3,1,4,2,8,5,6,5,3,3,2,7,8,4,8,7,5,8,-1,5,7,5,5,8,7,10,7,10,12,7,9,6,7,11,10,7,12,9,5,13,7,6,9,17,8,11,7,16,4,16,4,10,9,9,13,9,11,11,6,12,8,3,12,6,14,7,13,11,12,7,8,9,4,15,4,10,10,6,5,4,7,6,8,5,8,6,4,8,3,10,2,4,6,3,6,6,7,5,3,3,3,5,3,4,-1,8,3,5,1,4,2,1,4,3,1,2,3,1,4,1,3,2,-1,2,1,2,-1,2,-1,1,-2,1,1,1,4,1,-2,1,2,-2,1,-16,1,-5,1,-2,1,-5,1,-108
-94,1,-12,2,-3,1,2,-1,1,-6,1,-1,2,2,-1,1,-1,1,1,4,1,1,1,-1,2,2,-2,2,-2,3,2,4,1,2,3,1,1,2,2,4,2,3,1,3,3,8,5,6,5,2,4,2,6,8,5,6,7,6,8,1,5,6,6,5,8,7,10,7,10,11,8,9,5,6,13,10,6,11,10,6,13,7,6,8,17,9,10,7,16,5,15,5,9,9,9,14,9,10,11,6,13,8,2,13,6,14,7,12,11,11,9,8,8,5,15,4,10,10,6,5,3,7,7,6,7,8,6,4,8,3,8,3,5,5,4,6,6,7,4,4,3,3,5,2,5,-1,8,3,5,1,3,3,1,4,3,-1,3,3,1,4,1,3,2,-1,2,1,2,-1,2,-1,1,-2,1,-1,2,4,1,-2,1,2,-2,1,-16,1,-6,1,-1,1,-5,1,-108
-94,1,-12,2,-3,1,2,-1,1,-6,1,-1,2,2,-1,1,-1,1,1,4,1,1,1,-1,2,2,-2,2,-2,3,2,4,1,1,4,1,1,2,2,4,2,3,1,3,3,8,5,6,5,2,4,2,6,8,5,6,6,7,8,1,5,5,7,5,8,7,9,8,10,11,8,8,6,6,11,12,6,11,8,8,13,6,7,8,16,10,10,7,16,5,15,5,9,9,9,12,10,11,11,5,14,8,2,12,7,14,7,11,12,10,10,7,9,5,13,6,10,10,6,5,2,8,7,6,7,8,6,4,8,3,7,4,5,4,5,6,5,8,4,4,3,2,6,2,5,-1,8,3,5,1,3,3,1,4,3,-1,3,3,1,4,1,3,1,1,2,1,2,-1,2,-1,1,-2,1,-1,2,4,1,-2,1,2,-2,1,-16,1,-6,1,-1,1,-5,1,-108
-92,1,-12,2,-3,1,2,1,-7,1,-1,2,2,-1,1,-1,1,3,3,-1,1,1,1,1,2,-2,2,-1,1,2,2,4,1,2,3,2,-1,3,2,4,1,3,1,4,2,8,5,6,6,2,3,2,7,8,5,7,8,4,8,2,3,7,6,5,9,5,11,8,9,11,7,9,6,8,10,10,10,9,10,6,11,8,5,9,17,9,10,8,16,3,16,5,9,10,8,14,8,11,11,6,12,8,4,11,7,14,7,12,11,12,7,8,9,7,12,4,11,9,6,5,4,7,6,8,8,5,7,4,7,3,11,2,3,6,3,6,6,7,5,3,3,3,5,3,4,-1,9,2,6,-1,5,1,1,4,3,1,2,3,1,4,1,3,2,-1,2,1,2,-1,2,-1,1,-2,1,1,1,4,1,-2,1,2,-2,1,-16,1,-5,1,-2,1,-5,1,-110
-92,1,-12,2,-3,1,2,1,-7,1,-1,2,2,-1,1,-1,1,3,2,1,1,1,1,1,2,-2,2,-2,3,2,4,1,2,3,2,-1,3,1,5,1,3,1,4,2,8,5,6,5,3,3,2,7,8,5,7,8,4,8,-1,5,7,6,5,9,5,11,7,9,12,7,9,6,8,10,10,8,11,9,6,12,7,6,9,17,9,10,8,16,3,16,5,9,10,8,14,8,11,11,6,12,8,3,12,6,15,7,12,11,12,7,8,9,6,13,4,10,10,6,5,4,7,6,8,7,6,7,3,8,3,11,2,3,6,3,6,6,7,5,3,3,3,5,3,4,-1,9,2,6,-1,5,1,1,4,3,1,2,3,1,4,1,3,2,-1,2,1,2,-1,2,-1,1,-2,1,1,1,4,1,-2,1,2,-2,1,-16,1,-5,1,-2,1,-5,1,-110
-92,1,-12,2,-3,2,1,1,-7,1,-1,2,2,-1,1,-1,1,3,3,-1,1,1,1,1,2,-2,2,-1,1,2,2,4,1,2,3,2,1,2,2,4,1,3,1,4,4,6,5,6,6,2,3,3,6,8,5,7,8,4,8,2,3,7,6,5,9,5,12,8,9,10,7,9,6,9,9,11,9,10,10,5,11,8,5,10,18,7,10,9,15,3,16,5,9,11,7,15,8,11,10,7,13,6,4,12,6,14,8,11,11,12,7,8,9,8,11,5,12,8,6,5,3,7,6,8,8,5,7,4,7,3,11,2,3,6,3,6,6,7,5,3,3,4,4,3,4,-1,10,1,6,-1,5,1,1,4,3,1,2,3,1,4,2,2,2,-1,2,1,2,-1,2,-1,1,-2,1,1,1,4,1,-2,2,1,-2,1,-16,1,-5,1,-2,1,-5,1,-110
-92,1,-12,2,-3,1,2,1,-7,1,-1,2,2,-1,1,-1,1,3,2,1,1,1,1,1,2,-2,2,-2,3,2,4,1,2,3,2,-1,3,1,5,1,3,1,4,2,8,5,6,5,3,3,2,7,8,4,8,7,5,8,-1,5,7,5,5,8,7,10,7,10,12,7,9,6,7,11,10,7,12,9,5,13,7,6,9,17,8,11,7,16,4,16,5,9,10,8,13,9,11,11,6,12,8,3,12,6,14,7,13,11,12,7,8,9,4,15,4,10,10,6,5,4,7,6,8,6,7,6,4,8,3,10,2,4,6,3,6,6,7,5,3,3,3,5,3,4,-1,8,3,5,1,4,2,1,4,3,1,2,3,1,4,1,3,2,-1,2,1,2,-1,2,-1,1,-2,1,1,1,4,1,-2,1,2,-2,1,-16,1,-5,1,-2,1,-5,1,-110
-92,1,-12,2,-3,1,2,-1,1,-6,1,-1,2,2,-1,1,-1,1,3,2,1,1,1,1,1,2,-2,2,-2,3,2,4,1,2,3,2,-1,2,2,5,1,3,1,3,3,8,5,6,5,2,4,2,6,9,4,6,7,7,8,-1,5,7,5,5,8,7,10,7,10,12,7,9,6,7,11,10,7,10,10,6,13,7,6,8,17,9,11,7,15,5,15,5,10,9,9,13,9,10,11,6,13,8,3,12,6,14,7,12,11,13,7,8,9,4,15,4,10,10,6,5,4,6,7,7,6,8,6,4,8,3,10,2,4,6,3,6,6,7,4,4,3,3,5,3,4,-1,8,3,5,1,4,2,1,4,3,1,2,3,1,4,1,3,2,-1,2,1,2,-1,2,-1,1,-2,1,1,1,4,1,-2,1,2,-2,1,-16,1,-5,1,-2,1,-5,1,-110
-93,1,-13,2,-2,1,1,1,1,-6,1,-2,2,2,1,-2,2,2,3,1,1,-1,1,2,1,-1,1,1,-1,2,2,1,5,-1,4,2,1,1,2,5,1,2,2,4,2,7,5,3,8,3,5,-1,6,6,7,6,4,11,6,3,5,-1,12,4,4,9,11,7,9,8,10,9,5,6,14,7,11,7,11,10,8,10,7,6,10,18,6,9,13,9,10,10,6,9,12,7,14,8,12,7,12,9,4,12,5,12,10,9,11,14,8,10,6,6,13,5,10,10,9,3,5,6,7,7,3,11,5,6,7,4,6,6,3,3,6,4,5,8,5,5,4,1,6,4,2,3,3,8,1,5,2,4,-1,4,4,-1,3,1,2,1,5,2,1,2,2,1,1,1,-1,2,-1,1,-1,1,-1,1,3,3,-3,2,1,-2,1,-15,1,-6,1,-1,1,-6,1,-108
-94,1,-12,2,-3,1,2,-1,1,-6,1,-1,2,1,1,1,-1,1,1,4,1,1,1,-1,2,2,-2,2,-2,3,2,3,2,1,4,1,1,2,2,4,2,2,2,3,2,9,5,6,5,2,4,1,7,7,6,6,6,7,8,1,5,4,8,5,8,7,9,8,10,11,8,8,6,6,10,13,6,10,9,8,13,6,7,7,16,11,10,7,16,5,14,6,9,9,8,13,9,11,12,5,13,9,1,13,7,14,6,11,13,9,11,7,9,5,12,7,10,10,6,3,4,8,7,6,7,7,7,4,7,4,7,4,5,4,5,6,3,10,4,3,4,2,5,3,5,-1,8,3,5,1,3,3,1,4,3,-1,3,2,2,3,2,3,1,1,2,1,1,1,2,-1,1,-2,1,-1,2,4,1,-2,1,2,-2,1,-16,1,-6,1,-1,1,-5,1,-108
