0.0000000,0.000#0.030#0.750#0.040#0.740#0.730#0.760#0.050#0.770#0.780#0.010#0.020#0.670#0.660#0.790,3.333e-01,-00000058,000000062,0,000000001,000000360,000000000,000000000
-44,1,-18,1,-10,1,-4,1,-1,1,1,-2,3,-1,1,-1,2,-1,2,3,-1,2,-2,1,1,1,1,1,-1,2,2,2,2,2,5,-1,2,3,8,3,3,5,2,2,1,2,5,4,3,9,7,1,-1,3,7,4,5,4,7,6,5,1,3,11,7,13,6,7,5,3,5,7,5,4,6,7,10,9,9,8,4,6,9,6,12,4,9,12,11,10,13,10,6,4,6,3,2,13,6,8,11,17,8,9,6,6,7,10,10,4,10,10,7,8,6,10,7,11,10,6,7,9,5,12,9,9,14,6,7,8,7,6,4,12,8,2,6,10,8,3,2,6,5,7,5,-1,2,3,3,4,7,7,4,4,4,2,3,4,3,1,1,1,3,2,1,2,-1,5,1,-1,2,1,2,-1,1,1,2,-2,2,3,-8,1,2,-3,1,-91
-44,1,-18,1,-10,1,-4,1,-1,1,-1,1,-1,3,-1,1,-1,2,-1,2,3,-1,1,1,-1,1,1,1,1,1,-1,2,2,2,2,1,6,-1,2,3,8,3,3,5,2,2,1,2,4,5,3,8,7,1,1,3,5,6,4,5,7,5,6,1,3,10,8,13,4,9,4,4,5,7,4,4,7,5,10,10,8,10,3,6,10,6,11,4,10,12,9,10,15,8,8,4,6,1,4,11,8,7,11,18,8,7,7,6,7,11,10,4,9,10,7,8,6,11,7,11,10,5,8,9,3,12,11,9,14,5,8,7,8,5,5,11,7,4,6,9,8,4,2,3,8,6,6,-1,2,3,3,4,6,7,4,5,4,2,2,5,3,1,1,1,3,2,1,2,-1,4,1,1,2,1,2,-1,1,1,2,-2,1,4,-8,1,2,-3,1,-91
-47,1,-17,1,-10,1,-5,1,1,-1,1,-1,3,-1,1,-1,2,-1,2,2,1,1,1,-1,1,1,1,1,1,-1,2,1,3,2,1,6,-1,2,2,8,3,4,4,2,3,1,2,3,6,3,6,7,3,1,3,5,6,4,5,7,4,6,2,3,9,8,11,6,9,4,4,5,7,5,4,5,5,8,14,6,11,4,5,9,6,10,6,11,12,7,9,16,7,11,3,7,1,4,8,8,8,9,16,13,8,6,7,6,10,12,4,8,10,6,9,5,13,6,11,11,3,9,9,3,12,10,9,15,5,7,9,7,5,6,10,8,4,6,8,7,5,1,5,7,6,6,1,1,4,2,3,7,8,4,5,2,4,2,5,3,-1,2,1,3,2,1,2,-1,2,3,1,2,1,1,1,1,1,1,1,-1,1,4,-8,1,2,-4,1,-88
-44,1,-18,1,-10,1,-5,1,1,-1,1,-1,3,-1,1,-1,2,-1,2,3,-1,1,1,-1,1,1,1,1,1,-1,2,2,2,2,1,6,-1,2,3,8,3,3,5,2,2,1,2,4,5,3,8,5,3,1,3,5,6,4,5,7,5,5,2,3,10,8,13,4,9,4,4,5,7,4,4,5,7,10,10,8,10,3,5,11,6,11,4,10,12,8,10,16,7,9,3,7,1,4,11,8,6,11,17,9,8,7,6,7,10,11,4,8,11,7,8,6,11,7,11,10,4,9,8,3,13,11,8,15,5,7,8,8,5,5,11,7,4,6,9,7,5,1,4,8,6,5,1,2,3,3,4,6,7,4,5,4,2,2,5,3,1,1,1,3,2,1,2,-1,4,1,1,2,1,2,-1,1,1,1,1,-1,1,4,-8,1,2,-3,1,-91
-47,1,-17,1,-10,1,-5,1,1,-1,1,-1,3,-1,1,-1,2,-1,2,2,1,1,1,-1,1,1,1,1,1,-1,2,1,3,2,1,6,-1,2,2,9,2,4,4,3,2,1,2,3,6,3,7,6,3,1,3,5,6,4,5,7,5,5,2,3,10,8,11,5,9,4,4,5,8,4,4,5,6,9,12,7,10,4,5,10,5,10,6,11,12,7,10,15,9,9,3,7,1,4,8,9,8,8,17,12,8,7,6,6,10,12,4,8,11,5,9,6,12,7,10,11,3,9,9,3,12,10,9,15,5,7,9,7,5,6,10,8,4,6,9,7,4,1,5,7,6,6,1,1,4,2,3,8,7,4,5,3,3,2,5,3,1,1,1,3,2,1,2,-1,3,2,1,2,1,1,1,1,1,1,1,-1,1,4,-8,1,2,-4,1,-88
-47,1,-17,1,-10,1,-5,1,1,-1,1,-1,3,-1,1,-1,2,-1,2,2,1,1,1,-1,1,1,1,1,1,-1,2,1,3,2,1,6,-1,2,3,8,3,3,4,3,2,1,2,3,6,3,8,5,3,1,3,5,6,4,5,7,5,5,2,3,10,8,12,4,9,4,5,5,7,4,4,5,7,9,11,8,10,3,5,10,5,11,5,11,12,7,11,15,8,9,3,7,1,4,9,8,8,10,16,11,8,7,6,6,11,11,4,8,11,5,10,5,12,7,11,10,4,8,9,3,12,10,9,15,5,7,9,8,5,5,11,7,4,6,9,7,5,-1,5,7,6,6,1,2,3,2,4,7,7,4,5,4,2,2,5,3,1,1,1,3,2,1,2,-1,3,2,1,2,1,2,-1,1,1,1,1,-1,1,4,-8,1,2,-4,1,-88
-47,1,-18,1,-9,1,-5,1,1,-1,1,-1,3,-1,1,-1,2,-1,2,2,1,1,1,-1,1,1,1,1,1,-1,1,1,4,2,1,6,-1,2,2,8,3,4,3,3,3,1,2,3,5,4,6,7,3,1,3,5,6,4,5,7,4,6,2,3,8,8,12,6,9,4,4,5,7,5,4,5,4,9,14,6,11,4,5,9,6,9,7,11,12,7,9,16,7,10,4,6,2,4,8,8,8,9,16,13,8,6,7,5,11,11,5,8,9,7,9,5,13,6,11,11,3,9,7,5,12,10,8,15,6,7,8,8,5,6,8,10,4,6,7,7,6,1,5,7,6,6,1,1,3,3,3,7,8,3,6,2,4,2,4,4,-1,2,1,3,2,1,2,-1,2,3,1,2,1,1,1,-1,2,1,1,-1,1,4,-8,1,2,-4,1,-88
-44,1,-18,1,-10,1,-5,1,1,-1,1,-1,3,-1,1,-1,2,-1,2,3,-1,1,1,-1,1,1,1,1,1,-1,2,2,2,2,1,6,-1,2,3,8,3,3,5,2,2,1,2,4,5,3,8,5,3,1,3,5,6,4,5,7,5,5,2,3,10,8,12,4,10,4,4,5,7,4,4,5,7,9,11,8,10,3,5,11,6,11,4,10,12,8,10,15,8,9,3,7,1,4,10,7,8,11,16,10,8,7,6,6,11,11,4,8,11,5,10,5,12,7,11,10,4,8,9,3,12,11,8,16,5,7,8,8,5,5,11,7,4,6,9,7,5,-1,5,8,6,5,1,2,3,2,5,6,7,4,5,4,2,2,5,3,1,1,1,3,2,1,2,-1,3,2,1,2,1,2,-1,1,1,1,1,-1,1,4,-8,1,2,-3,1,-91
-47,1,-18,1,-9,1,-5,1,1,-1,1,-1,3,-1,1,-1,1,1,2,2,1,1,1,-1,1,1,1,1,1,-1,1,1,4,2,1,6,-1,1,3,8,2,5,3,3,3,1,2,2,5,5,6,7,3,1,3,5,6,3,6,7,4,6,2,3,8,8,11,7,9,3,5,5,7,5,4,5,4,9,14,6,10,5,4,9,7,9,7,11,12,7,9,16,7,10,3,7,2,4,7,9,7,10,14,14,9,6,7,5,10,12,5,7,10,7,9,5,12,7,11,11,3,9,7,5,12,10,8,14,6,8,7,8,6,5,9,10,4,6,7,7,6,1,5,6,7,6,1,1,3,3,3,7,7,4,6,2,4,1,5,3,1,2,1,3,2,1,2,-1,2,3,1,2,1,1,1,-1,2,1,1,-1,1,4,-8,1,2,-4,1,-88
-47,1,-18,1,-9,1,-5,1,1,-1,1,-1,3,-1,1,-1,1,1,2,2,1,1,1,-1,1,1,1,1,1,-1,1,1,4,2,1,6,-1,1,3,7,3,5,3,3,3,1,2,2,5,5,6,7,3,1,3,4,7,3,6,7,3,7,2,3,8,8,11,5,10,4,5,5,7,5,4,5,4,8,15,6,9,6,4,9,7,8,8,11,12,6,10,16,6,11,3,7,2,4,7,9,7,10,12,16,8,7,7,5,10,10,7,6,10,8,9,5,11,8,9,12,3,10,7,5,12,10,8,14,6,8,7,8,6,5,9,10,4,4,9,7,6,1,5,6,7,6,1,1,3,3,3,7,7,4,6,2,4,1,5,3,1,2,1,3,1,2,2,-1,2,3,1,2,1,1,1,-1,2,1,1,-1,1,4,-8,1,2,-4,1,-88
-44,1,-18,1,-10,1,-4,1,-1,1,-1,1,-1,3,-1,1,-1,2,-1,2,3,-1,2,-2,1,1,1,1,1,-1,2,2,2,2,2,5,-1,2,3,8,3,3,5,2,2,1,2,5,4,3,8,8,-1,1,3,5,6,5,4,7,5,6,1,3,11,7,13,5,8,5,3,5,7,4,5,6,7,9,10,9,8,4,6,9,6,12,4,9,12,11,10,13,10,6,4,6,3,2,13,6,8,10,18,8,7,8,6,7,10,10,4,9,11,7,8,5,11,7,11,10,5,8,9,3,14,9,9,14,5,8,8,7,5,5,11,8,3,6,10,8,3,2,5,6,7,5,-1,2,3,3,4,7,6,5,4,4,2,2,5,3,1,1,1,3,2,1,2,-1,5,1,-1,2,1,2,-1,1,1,2,-2,2,3,-8,1,2,-3,1,-91
