0.0000000,0.000#0.690#0.640#0.720#0.620#0.630#0.700#0.680#0.670#0.600#0.610#0.710,3.333e-01,-00000063,000000056,0,000000001,000000357,000000000,000000000
-82,1,-7,1,1,-2,1,-5,1,-2,1,1,1,1,-2,2,3,-1,3,-3,1,-3,2,1,4,3,4,2,3,1,1,2,2,3,5,3,3,4,3,4,6,5,5,2,3,7,4,2,1,8,3,3,4,5,4,6,5,8,8,8,10,11,14,5,3,9,8,8,10,9,7,7,9,8,5,1,8,6,6,8,8,9,15,8,12,7,9,11,7,12,12,12,13,11,10,10,7,6,10,11,10,15,8,9,9,12,9,9,7,8,5,8,11,8,11,5,7,5,10,6,10,6,11,6,6,3,7,4,8,6,3,8,1,3,4,4,7,4,6,5,6,3,3,3,6,2,4,3,3,2,5,3,3,3,2,2,-1,1,1,4,3,-1,1,2,2,1,1,1,1,-2,1,1,2,-2,1,2,1,-5,1,1,-2,1,-70
-84,1,-7,1,-1,1,-1,1,-5,1,-2,1,1,1,1,-2,2,3,-1,3,-3,1,-3,1,2,4,3,4,2,3,1,1,2,2,3,4,4,3,4,3,4,6,5,5,1,3,7,4,3,1,7,4,3,4,4,5,5,6,7,8,9,7,12,14,7,3,9,6,8,11,10,6,7,8,8,6,1,8,6,6,7,8,11,14,8,12,7,10,11,7,10,12,13,13,12,10,9,7,7,9,12,10,15,7,10,8,13,9,9,7,7,5,9,9,9,12,5,6,6,10,3,12,7,11,6,6,3,7,3,9,6,3,8,-1,4,4,3,7,5,5,4,8,3,3,2,7,2,4,3,3,2,4,4,3,3,2,2,-1,1,1,4,3,-1,1,2,2,1,1,-1,2,-3,2,2,-2,1,2,1,-5,1,1,-2,1,-68
-84,1,-7,1,1,-2,1,-5,1,-2,1,1,1,1,-2,3,2,-1,3,-3,1,-3,2,2,3,3,4,2,3,1,1,2,3,2,6,3,2,4,3,5,5,7,3,2,3,7,4,2,3,6,3,4,4,4,4,7,4,8,9,7,11,12,12,5,5,7,8,9,9,9,7,7,9,9,4,1,8,7,5,9,8,9,15,8,12,6,10,10,7,13,12,11,13,11,11,9,7,6,11,13,8,15,7,9,9,12,10,9,7,7,5,9,12,7,11,4,7,5,11,5,10,7,10,7,5,3,7,5,9,4,3,8,1,3,5,3,8,3,6,5,6,3,3,4,5,2,4,3,3,2,5,4,2,3,3,1,1,-1,2,3,3,-1,1,2,3,-1,1,1,1,-2,1,2,1,-2,2,1,1,-5,1,1,-2,1,-68
-85,1,-6,1,-1,1,-1,1,-5,1,-2,1,1,1,1,-2,2,3,-1,3,-3,1,-3,1,2,4,3,4,1,4,1,1,2,1,4,3,4,4,3,4,3,7,4,6,-1,4,7,3,4,1,7,3,4,4,3,6,4,7,6,8,9,7,11,16,6,4,9,4,9,11,11,5,6,9,6,9,1,6,7,6,7,9,10,12,11,11,7,9,13,7,8,12,15,12,11,11,10,6,8,8,11,11,14,9,9,7,12,10,11,7,6,6,9,9,7,13,5,5,7,10,4,11,7,9,8,7,2,7,4,7,8,3,7,1,4,2,5,5,7,4,5,7,4,3,2,7,2,3,4,3,1,4,5,3,2,2,3,-1,1,-1,4,4,-1,1,1,3,1,1,-1,2,-3,2,2,-2,1,1,2,-5,1,1,-2,1,-68
-84,1,-7,1,1,-2,1,-5,1,-2,1,1,1,1,-2,3,2,-1,3,-3,1,-3,2,2,3,3,4,2,3,1,1,2,3,2,6,3,2,4,4,4,5,8,2,2,4,7,3,2,4,5,3,4,4,4,5,6,4,10,8,7,10,13,12,4,6,6,8,10,8,9,7,8,8,9,4,1,9,6,5,10,7,9,15,8,12,7,10,10,7,12,12,11,14,10,11,9,7,6,11,14,7,15,7,9,9,12,10,10,7,8,3,9,13,7,10,5,7,4,12,4,10,8,9,8,4,4,6,5,9,4,4,7,1,3,5,3,8,3,6,5,6,3,3,4,5,2,4,3,3,2,5,4,2,3,3,1,1,-1,2,4,2,1,-1,2,3,-1,1,1,1,-2,1,2,1,-2,2,1,1,-5,1,1,-2,1,-68
-84,1,-7,1,1,-2,1,-5,1,-2,1,1,1,1,-2,3,2,-1,3,-3,1,-3,2,2,3,3,4,2,3,1,1,2,3,2,6,3,2,4,4,4,5,7,3,2,4,7,3,2,4,5,3,4,4,4,4,7,4,10,8,7,10,13,12,4,5,7,8,9,9,9,7,8,8,9,4,1,8,7,5,10,7,9,15,8,12,7,9,11,6,13,12,11,14,10,11,9,7,6,11,13,8,15,7,9,9,12,10,9,7,8,4,9,13,6,11,4,7,5,12,4,10,8,9,8,4,3,7,5,9,4,4,7,1,3,5,3,8,3,6,5,6,3,3,4,5,2,4,3,3,2,5,4,2,3,3,1,1,-1,2,3,3,-1,1,2,3,-1,1,1,1,-2,1,2,1,-2,2,1,1,-5,1,1,-2,1,-68
-85,1,-6,1,-1,1,-1,1,-5,1,-2,1,1,1,1,-2,2,3,-1,3,-3,1,-3,1,2,4,3,4,1,4,1,1,2,1,4,4,4,3,3,4,4,6,5,5,1,3,7,4,3,1,7,3,4,4,3,6,4,7,6,9,9,6,12,15,7,3,9,6,8,11,10,6,6,9,7,7,1,6,8,6,6,9,11,12,10,11,8,10,11,7,9,12,14,13,12,10,9,7,7,8,13,10,14,8,10,8,11,10,10,7,7,5,9,9,9,12,5,5,6,11,3,12,7,9,8,6,2,7,4,8,7,3,8,-1,4,3,4,5,7,5,4,8,3,3,2,7,2,4,3,3,2,4,4,3,3,2,2,-1,1,1,4,3,-1,1,2,2,1,1,-1,2,-3,2,2,-2,1,2,1,-5,1,1,-2,1,-68
-84,1,-7,1,-1,1,-1,1,-5,1,-2,1,1,1,1,-2,2,3,-1,3,-3,1,-3,1,2,4,3,4,2,3,1,1,2,2,3,4,4,3,4,3,4,6,5,5,1,4,6,5,2,1,7,4,3,4,4,5,5,6,8,8,8,7,14,13,6,3,9,7,7,11,10,6,8,8,7,6,1,9,5,7,7,8,10,14,9,11,8,9,11,7,11,12,13,12,12,10,9,8,6,9,12,10,15,8,9,9,12,9,9,7,7,6,8,9,10,11,5,7,5,10,5,10,7,11,6,6,3,7,3,9,6,3,8,1,3,4,3,7,5,5,5,7,3,3,2,7,2,4,3,3,2,4,4,3,3,2,2,-1,1,1,4,3,-1,1,2,2,1,1,-1,2,-2,1,1,2,-2,1,2,1,-5,1,1,-2,1,-68
-84,1,-7,1,-1,1,-1,1,-5,1,-2,1,1,1,1,-2,2,3,-1,3,-3,1,-3,1,2,4,3,4,2,3,1,1,2,2,3,5,3,3,4,3,4,6,5,5,1,4,7,4,2,1,8,3,3,4,5,4,5,6,8,8,8,9,12,14,5,3,9,7,8,11,9,7,7,8,9,4,2,8,6,6,8,8,9,15,8,12,7,9,11,7,11,13,12,12,12,10,10,7,6,9,12,10,15,8,9,9,12,9,9,7,7,6,8,11,8,11,5,7,5,10,5,10,7,11,6,6,3,7,4,8,6,3,8,1,3,4,3,8,4,6,5,6,3,3,3,6,2,4,3,3,2,5,3,3,3,2,2,-1,1,1,4,3,-1,1,2,2,1,1,1,1,-2,1,1,2,-2,1,2,1,-5,1,1,-2,1,-68
-84,1,-6,1,-1,1,-1,1,-6,1,-2,1,1,1,1,-2,3,2,1,2,-3,1,-2,1,2,3,1,3,4,2,3,1,1,2,3,2,6,3,2,4,4,4,5,8,2,3,4,6,3,3,3,5,3,4,4,4,5,6,5,9,8,7,10,14,11,5,6,5,8,11,7,9,9,6,8,9,4,1,9,6,6,9,7,9,16,7,12,7,10,12,5,13,12,13,11,11,10,9,7,6,13,13,9,12,7,10,9,11,10,11,7,7,3,10,12,7,10,5,7,7,9,5,10,9,7,8,4,6,4,5,10,3,4,7,1,3,5,4,7,3,6,5,6,4,2,4,5,2,4,3,3,2,5,4,2,3,3,1,1,-1,2,4,2,1,-1,2,3,-1,1,1,1,-2,1,2,1,-2,2,1,1,-5,1,1,-2,1,-68
-84,1,-6,1,-1,1,-1,1,-6,1,-2,1,1,1,1,-2,3,2,-1,3,-3,1,-3,2,4,1,3,4,2,3,1,1,2,3,2,6,3,2,4,4,4,5,8,2,3,3,7,3,3,3,5,3,4,4,4,5,6,5,9,8,7,10,14,11,5,5,6,8,10,8,9,8,7,8,9,4,1,9,6,6,9,7,9,15,8,12,7,10,11,6,13,11,13,12,10,11,9,7,6,12,14,8,13,7,10,9,11,10,10,7,8,3,9,13,7,10,5,7,6,10,4,11,7,9,8,4,5,5,5,10,3,4,7,1,3,5,4,7,3,6,5,6,4,2,4,5,2,4,3,3,2,5,4,2,3,3,1,1,-1,2,4,2,1,-1,2,3,-1,1,1,1,-2,1,2,1,-2,2,1,1,-5,1,1,-2,1,-68
-85,1,-6,1,-1,1,-1,1,-5,1,-2,1,1,1,1,-2,2,3,-1,3,-3,1,-3,1,2,4,3,4,1,4,1,1,2,1,4,4,4,3,3,4,4,6,5,5,1,3,7,3,4,1,7,3,4,4,3,6,4,7,6,9,9,6,12,15,7,3,9,5,8,11,11,5,6,9,8,7,1,6,7,6,7,9,10,13,10,11,7,11,11,7,8,12,15,13,11,10,10,7,7,8,13,9,15,8,10,8,11,9,11,7,7,5,9,9,9,11,5,5,7,11,3,12,7,9,8,6,2,7,4,8,7,3,8,-1,4,3,4,5,7,5,4,8,3,3,2,7,2,3,4,3,2,4,4,3,2,2,3,-1,1,1,3,4,-1,1,2,2,1,1,-1,2,-3,2,2,-2,1,2,1,-5,1,1,-2,1,-68
