0.0000000,0.000#0.760#0.830#0.820#0.840#0.810#0.850#0.750#0.770#0.800#0.720#0.670#0.700#0.740#0.790#0.680#0.780,3.333e-01,-00000058,000000052,0,000000001,000000330,000000000,000000000
-71,1,1,-1,1,1,-4,3,-1,1,1,-2,1,1,-2,2,-2,1,-1,1,-1,3,-1,2,1,-1,2,2,1,2,1,-1,2,1,1,2,1,2,1,2,1,3,-1,3,2,2,3,3,2,4,7,4,4,5,6,3,6,4,2,4,7,4,5,10,8,4,8,3,10,8,9,9,11,6,6,15,11,8,10,6,5,9,10,8,5,12,13,10,17,7,7,7,8,12,6,9,8,9,9,5,8,11,5,6,13,9,6,10,11,4,11,10,8,7,6,8,6,7,2,8,7,10,4,10,6,5,7,5,4,17,2,10,8,7,4,7,4,2,5,8,5,9,5,5,5,4,2,4,3,3,2,5,4,2,2,1,2,1,2,2,2,2,1,2,1,-1,1,1,3,-1,1,1,3,-1,2,-1,1,-2,1,2,-1,1,-2,1,-7,1,-6,1,1,-7,1,1,-27,1,-15
-73,1,1,-1,1,1,-4,3,-1,1,1,-2,1,1,-2,2,-2,1,-1,1,-1,2,1,2,1,-1,2,2,1,1,2,-1,1,2,-1,3,1,1,2,2,1,3,-1,2,2,1,5,2,2,5,6,5,2,5,7,4,5,4,2,5,6,3,6,9,9,3,8,5,8,8,6,12,9,7,9,13,12,7,9,7,5,7,11,9,6,11,10,12,14,10,8,5,9,13,7,8,10,6,12,5,4,13,6,5,12,11,6,8,11,6,9,12,6,9,7,6,5,6,6,7,7,9,4,11,3,8,6,6,4,12,7,8,8,9,2,8,6,1,5,6,4,12,5,5,6,2,4,4,3,3,2,5,3,3,1,2,1,2,2,2,2,2,1,1,2,-2,2,1,2,1,-1,2,2,2,-1,1,-2,1,2,-1,1,-2,1,-7,1,-6,1,1,-8,2,-28,1,-12
-73,1,1,-1,1,1,-4,3,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-2,3,1,2,-1,2,2,1,-1,3,-1,1,2,-1,3,1,1,1,3,-1,3,1,2,1,2,5,1,3,5,5,5,2,5,8,3,5,5,1,4,6,4,4,9,9,5,6,7,6,8,7,11,10,9,7,12,11,7,9,10,4,7,10,10,8,10,8,15,12,12,4,8,9,13,7,8,9,8,11,4,5,13,5,4,9,15,7,6,11,7,9,11,8,7,10,3,7,6,5,7,5,10,7,10,3,8,7,5,4,10,10,6,10,8,3,7,7,1,4,6,5,9,7,5,4,4,5,4,2,3,3,3,4,3,1,3,1,1,1,4,2,1,2,1,1,1,-1,2,1,2,1,-1,1,3,2,-2,1,-1,1,1,1,1,-3,1,-7,1,-5,1,-1,1,-7,2,-28,1,-12
-73,1,1,-1,1,1,-4,3,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-2,3,1,2,-1,2,2,1,-1,3,-1,1,2,-1,3,1,1,1,3,-1,3,1,2,1,2,5,1,3,5,5,5,3,5,7,4,4,5,1,4,6,4,5,8,10,4,8,5,7,7,8,11,9,9,7,12,11,7,10,9,5,7,10,10,7,10,9,14,12,12,6,6,9,13,7,8,9,8,11,5,4,13,5,5,9,14,7,6,12,6,10,12,6,8,9,5,5,6,5,7,6,10,6,11,2,8,7,5,4,11,9,6,10,8,3,7,7,1,4,6,5,11,5,5,4,5,4,4,2,4,2,3,4,3,1,3,1,2,-1,4,2,1,2,1,1,1,-1,2,1,2,1,-1,1,3,2,-2,1,-1,1,2,-1,1,-3,1,-7,1,-5,1,-1,1,-7,2,-28,1,-12
-73,1,1,-1,1,1,-4,3,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-2,3,1,2,-1,1,3,1,-1,3,-1,1,2,-1,3,1,1,1,3,-1,3,1,2,1,2,5,1,3,4,6,5,2,5,6,5,5,5,1,4,6,3,5,9,9,5,6,7,6,8,7,10,11,9,6,12,12,6,10,10,4,7,10,10,8,10,8,14,13,12,4,8,9,13,7,8,9,7,12,4,4,13,6,4,9,15,7,6,11,7,9,11,7,8,10,3,6,7,5,7,5,10,7,9,4,8,7,5,4,10,10,6,9,8,4,7,7,1,4,6,5,8,8,4,5,4,5,4,2,3,3,3,4,3,1,3,1,1,1,4,2,1,2,1,1,1,-1,2,1,2,1,-1,1,3,2,-2,1,-1,1,1,1,1,-3,1,-7,1,-5,1,-1,1,-7,1,1,-27,1,-12
-73,1,1,-1,1,1,-4,3,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,2,1,2,-1,2,2,1,-1,3,-1,1,2,-1,3,1,1,1,3,-1,4,-1,2,1,2,5,1,3,5,5,5,3,5,7,4,4,5,1,4,7,3,6,7,10,4,8,5,7,7,8,11,9,9,8,12,12,5,10,9,5,7,10,11,6,10,10,13,13,11,6,6,9,13,8,7,9,8,11,5,5,12,7,4,10,12,7,6,12,6,10,12,6,8,9,5,5,6,5,8,5,10,6,11,2,8,7,5,4,11,9,6,10,8,3,8,6,1,5,5,5,11,6,4,5,4,4,4,3,3,2,3,4,4,-1,3,1,2,-1,4,2,1,2,1,1,1,-1,2,1,2,1,-1,1,3,2,-2,1,-1,1,2,-1,1,-2,1,-8,1,-5,1,1,-8,2,-28,1,-12
-73,1,1,-1,1,1,-4,3,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-2,3,1,2,-1,1,3,1,-1,3,-1,1,2,-1,3,1,1,1,3,-1,3,1,2,1,2,5,1,3,3,6,6,1,6,6,4,6,5,1,4,5,4,5,9,9,5,5,8,6,8,7,10,11,9,6,12,12,6,9,10,5,7,9,9,10,9,8,14,14,12,4,8,9,13,7,8,9,7,11,5,4,13,5,5,9,15,7,6,11,7,8,12,7,7,10,3,7,7,5,7,5,10,7,9,3,8,8,5,4,8,12,5,9,8,5,7,7,1,3,6,6,8,7,5,5,4,5,3,3,3,3,3,4,3,1,3,-1,2,1,4,2,1,2,1,1,1,-1,2,1,2,1,-1,1,3,1,1,-1,1,-1,1,1,1,1,-3,1,-7,1,-5,1,-1,1,-7,1,1,-27,1,-12
-73,1,1,-1,1,1,-4,3,-1,1,1,-2,1,1,-2,2,-2,1,-1,1,-1,2,1,2,1,-1,2,2,1,1,2,-1,1,2,-1,3,1,1,2,2,1,3,-1,2,2,1,5,2,2,5,6,5,2,5,7,4,5,4,2,5,6,3,6,9,9,3,8,5,8,8,7,11,9,7,9,15,10,7,9,7,5,7,11,9,6,11,11,11,14,10,8,5,9,13,7,8,10,7,11,5,4,13,6,5,13,10,6,9,10,6,10,11,6,9,7,6,5,7,5,7,7,9,4,11,3,8,6,6,4,12,7,8,8,9,3,7,6,1,5,6,4,12,5,5,6,2,4,4,3,3,2,5,4,2,1,2,2,1,2,2,2,2,1,1,2,-2,2,1,2,1,-1,2,2,2,-1,1,-2,1,2,-1,1,-2,1,-7,1,-6,1,1,-7,1,1,-28,1,-12
-73,1,1,-1,1,1,-4,3,-1,1,1,-2,1,-1,1,-1,2,-2,1,-1,1,-1,2,1,1,2,-1,2,2,1,1,2,-1,1,2,-1,3,1,1,1,3,1,3,-1,2,2,1,5,1,3,5,6,5,2,5,7,4,5,4,2,4,7,3,6,8,10,3,8,5,8,7,7,10,10,8,8,14,11,7,10,7,5,6,12,9,6,10,11,12,14,10,8,5,9,12,8,8,10,6,12,5,4,13,6,5,12,10,6,9,11,6,9,12,6,9,7,5,6,5,7,7,7,9,4,11,3,8,6,6,3,13,7,8,8,9,2,8,6,1,5,6,4,12,5,5,5,3,4,4,3,3,2,5,3,3,-1,3,1,2,1,3,2,1,2,1,2,-2,2,1,2,1,-1,2,2,2,-2,1,-1,1,2,-1,1,-2,1,-7,1,-6,1,1,-8,2,-28,1,-12
-73,1,1,-1,1,1,-4,3,-1,1,-1,1,-1,1,-1,1,-1,2,-2,1,-1,1,-1,1,2,1,2,-1,2,2,1,-1,3,-1,1,2,-1,3,1,1,1,3,-1,4,-1,2,1,2,5,1,3,5,6,4,3,5,7,4,5,4,1,4,7,3,6,8,10,3,8,5,7,8,7,11,9,9,8,13,11,6,10,8,5,7,10,11,6,10,10,13,14,10,6,6,10,12,8,7,9,8,11,5,5,12,7,4,11,12,6,6,12,6,10,12,6,8,9,5,5,6,5,9,5,9,6,11,2,8,7,5,4,11,9,7,9,8,3,8,6,1,5,5,5,11,6,4,5,4,4,4,3,3,2,3,4,4,-1,3,1,2,-1,4,2,1,2,1,1,1,-1,2,1,2,1,-1,1,3,2,-2,1,-1,1,2,-1,1,-2,1,-7,1,-6,1,1,-8,2,-28,1,-12
-73,1,1,-1,1,1,-4,3,-1,1,1,-2,1,1,-2,2,-2,1,-1,1,-1,2,1,2,1,-1,2,2,1,2,1,-1,1,2,1,2,1,2,1,2,1,3,-1,2,2,1,5,3,2,4,6,5,4,3,7,4,6,3,3,4,6,4,5,10,9,3,8,4,8,9,8,10,10,6,8,15,10,8,9,7,5,6,13,8,5,11,12,11,13,10,10,5,9,11,8,7,10,9,9,5,6,11,7,6,12,9,6,10,9,7,10,10,8,8,6,7,5,9,2,7,7,10,4,11,3,7,8,5,4,14,5,8,10,6,4,6,6,1,6,6,3,12,5,5,6,3,3,4,3,3,2,5,4,2,2,1,2,1,2,2,2,2,1,1,2,-2,2,1,2,1,1,1,2,2,-1,1,-2,1,2,-1,1,-2,1,-7,1,-6,1,1,-7,1,1,-27,1,-13
-73,1,1,-1,1,1,-4,3,-1,1,1,-2,1,1,-2,2,-2,1,-1,1,-1,3,-1,2,1,-1,2,2,1,2,1,-1,2,1,1,2,1,2,1,2,1,3,-1,3,2,2,3,3,2,4,7,4,4,5,6,3,6,3,3,4,7,4,5,10,8,4,8,3,10,8,9,9,11,5,7,15,11,8,10,6,5,9,10,8,5,12,13,10,15,9,7,7,8,12,6,9,8,9,9,5,8,11,5,6,13,9,6,10,11,4,11,10,7,8,6,8,6,7,2,8,7,10,4,10,6,5,7,5,4,17,2,10,8,7,4,7,4,2,5,7,6,8,6,5,5,4,2,4,3,3,2,5,4,2,2,1,2,1,2,2,2,2,1,2,1,-1,1,1,3,-1,1,1,3,-1,2,-1,1,-2,1,2,-1,1,-2,1,-7,1,-6,1,1,-7,1,1,-27,1,-13
-73,1,1,-1,1,1,-4,3,-1,1,1,-2,1,1,-2,2,-2,1,-1,1,-1,3,-1,2,1,-1,2,2,1,2,1,-1,2,1,1,2,1,2,1,2,1,3,-1,3,2,1,4,3,2,4,6,5,4,4,7,3,6,3,3,4,7,4,4,11,8,3,9,3,9,9,8,9,11,5,8,15,10,9,8,7,6,7,12,7,6,10,13,10,15,9,9,5,9,12,7,9,8,9,9,5,7,12,5,6,13,9,6,9,9,7,10,10,8,8,6,7,6,8,2,8,6,10,5,10,3,7,8,5,4,15,4,8,10,6,4,7,5,1,6,7,4,10,5,6,5,4,2,4,3,3,2,5,4,2,2,1,2,1,2,2,2,2,1,1,2,-2,2,2,1,1,1,2,1,2,-1,1,-2,1,2,-1,1,-2,1,-7,1,-6,1,1,-7,1,1,-27,1,-13
-73,1,1,-1,1,1,-4,3,-1,1,1,-2,1,1,-2,2,-2,1,-1,1,-1,2,1,2,1,-1,2,2,1,1,2,-1,1,2,-1,3,1,1,2,2,1,3,-1,2,2,1,5,2,2,5,6,5,2,5,7,4,5,4,3,4,6,4,5,9,10,2,8,5,8,9,6,12,8,7,9,15,10,7,9,7,6,6,11,9,6,11,11,11,14,10,9,5,10,11,8,7,10,8,10,5,6,11,7,6,11,10,6,10,9,7,9,11,6,9,7,6,6,7,4,7,7,9,5,10,3,8,7,6,4,12,6,9,8,8,3,7,6,1,6,5,4,12,5,5,6,2,4,4,3,3,2,5,4,2,1,2,2,1,2,2,2,2,1,1,2,-2,2,1,2,1,1,1,2,2,-1,1,-2,1,2,-1,1,-2,1,-7,1,-6,1,1,-7,1,1,-28,1,-12
-73,1,1,-1,1,1,-4,3,-1,1,1,-2,1,-1,1,-1,2,-2,1,-1,1,-1,2,1,1,2,-1,2,2,1,1,2,-1,1,2,-1,3,1,1,1,3,-1,4,-1,2,2,1,5,1,3,5,6,4,3,5,7,4,5,4,1,4,8,2,6,8,10,4,7,5,7,8,7,11,9,9,8,14,10,7,10,8,4,7,11,10,6,10,10,13,14,10,7,5,10,12,8,7,10,7,12,4,5,12,7,4,12,11,6,6,14,5,9,12,6,8,9,5,6,5,7,7,7,7,6,11,2,8,7,5,4,11,9,7,9,9,2,8,6,1,5,5,5,12,5,4,5,4,4,4,3,3,2,4,3,4,-1,3,1,2,1,3,2,1,2,1,1,1,-1,2,1,2,1,-1,2,2,2,-2,1,-1,1,2,-1,1,-2,1,-7,1,-6,1,1,-8,2,-28,1,-12
-73,1,1,-1,1,1,-4,3,-1,1,1,-2,1,1,-2,2,-2,1,-1,1,-1,3,-1,2,1,-1,2,2,1,2,1,-1,2,1,1,2,1,2,1,2,1,3,-1,3,2,2,3,3,2,4,7,4,4,4,7,3,6,3,3,4,7,4,4,11,8,3,9,3,10,8,9,9,11,5,7,15,10,9,10,5,6,7,12,8,5,12,13,9,16,8,8,7,8,12,6,9,8,9,9,5,7,12,5,6,13,9,6,10,10,5,11,10,7,8,6,8,6,7,2,8,7,9,5,10,4,7,7,5,4,17,2,8,10,7,3,8,4,2,5,7,4,10,5,6,5,4,2,4,3,3,2,5,4,2,2,1,2,1,2,2,2,2,1,1,2,-1,1,1,3,-1,1,1,2,1,2,-1,1,-2,1,2,-1,1,-2,1,-7,1,-6,1,1,-7,1,1,-27,1,-13
-73,1,1,-1,1,1,-4,3,-1,1,1,-2,1,-1,1,-1,2,-2,1,-1,1,-1,2,1,1,2,-1,2,2,1,1,2,-1,1,2,-1,3,1,1,1,3,1,3,-1,2,2,1,5,1,3,5,6,5,2,5,7,4,5,4,1,4,8,2,6,9,9,4,7,5,8,7,8,10,9,9,8,14,11,6,10,8,5,6,11,10,6,10,10,13,14,10,7,6,9,12,8,7,10,7,12,5,4,12,7,4,12,11,6,6,14,5,9,13,5,9,8,5,6,5,7,7,7,8,5,11,3,8,6,5,4,11,9,8,8,9,2,8,6,1,5,5,5,12,5,4,5,4,4,4,3,3,2,5,3,3,-1,3,1,2,1,3,2,1,2,1,2,-2,2,1,2,1,-1,2,2,2,-2,1,-1,1,2,-1,1,-2,1,-7,1,-6,1,1,-8,2,-28,1,-12
