3.1415926,0.000#0.960,5.800e+01,-00008761,000008755,1,000000058,000000302,000000000,000000000
-70,1,-3,1,-3,1,-6,2,-2,1,1,1,4,-2,2,3,2,4,3,4,4,5,7,11,8,4,9,4,6,10,17,13,11,13,15,17,26,20,16,22,26,21,25,30,31,33,34,39,41,39,54,43,50,34,45,40,66,57,71,58,62,59,63,55,67,50,60,74,61,83,71,63,79,67,64,74,79,86,62,56,62,59,35,48,50,53,43,54,44,42,44,42,31,32,26,45,33,43,23,32,23,24,24,18,21,12,18,11,13,19,8,12,10,11,7,12,7,9,5,7,7,4,2,4,9,3,1,9,1,2,3,4,3,1,2,-6,1,1,1,-3,1,-14,1,-59
-71,1,-3,1,-3,1,-4,2,-3,1,1,3,1,1,-1,4,1,4,2,4,3,5,4,12,6,4,8,4,9,8,8,13,16,13,11,18,15,21,25,21,17,19,28,31,24,32,30,43,32,39,40,43,55,36,48,41,44,60,63,56,73,57,63,55,63,50,67,74,61,79,63,67,69,69,76,72,67,86,77,57,61,64,58,50,33,54,49,53,45,45,41,40,44,33,30,44,28,42,35,31,23,26,22,18,24,13,20,12,17,19,13,11,9,11,10,12,7,9,7,7,5,5,6,4,2,3,9,9,1,3,-1,4,3,1,3,-1,2,-4,1,-1,1,1,-2,1,-16,1,-58
