3.1415926,0.000#0.980,4.500e+01,-00007268,000006412,1,000000045,000000304,000000000,000000000
-62,1,-10,1,2,1,1,-4,1,2,-1,2,2,1,2,1,1,4,3,3,-1,3,3,4,5,4,6,5,6,4,7,6,5,6,5,7,6,9,5,8,13,16,14,10,26,15,14,24,8,19,18,25,23,30,23,29,24,36,22,29,30,31,30,30,30,35,44,42,30,37,40,45,39,48,54,58,51,53,50,54,48,48,51,62,58,44,51,50,40,53,48,42,43,75,52,48,60,46,59,46,40,53,42,57,38,35,42,41,48,40,34,26,29,33,34,28,35,32,30,12,25,25,24,18,20,13,17,24,18,15,9,13,8,21,19,7,11,3,10,4,8,12,4,5,3,6,7,8,9,3,2,3,3,8,1,3,3,2,1,2,4,1,4,-1,1,3,-1,2,2,-9,2,1,-51
-63,1,-8,1,-1,1,2,-1,1,-2,1,-2,2,2,2,2,1,1,1,3,4,-1,3,3,3,5,4,6,4,5,5,8,4,5,6,4,6,7,7,6,8,13,8,13,16,25,12,15,14,8,24,17,19,24,24,22,31,21,32,23,36,28,30,31,31,29,31,42,35,33,41,40,37,38,45,53,49,51,58,51,52,49,54,51,48,57,63,50,44,42,49,47,54,42,43,52,74,59,49,59,47,39,47,42,53,38,57,41,35,47,41,37,39,25,28,37,32,34,28,30,33,23,13,25,25,20,18,17,13,17,24,10,15,8,13,20,20,11,7,10,3,8,4,4,12,3,5,6,6,9,8,3,3,3,3,2,7,2,4,1,2,4,2,4,1,1,-2,3,2,2,-8,2,-2,1,-50
