3.1415926,0.000#0.320,5.100e+01,-00008165,000007237,1,000000051,000000302,000000000,000000000
-74,1,1,-4,1,1,1,2,1,1,-2,2,-1,1,4,2,1,1,1,2,2,1,3,8,3,2,5,1,3,5,10,6,11,10,11,12,9,14,13,12,9,12,13,16,9,17,23,25,18,22,23,21,25,31,27,35,28,33,30,35,25,33,37,40,39,29,43,50,42,52,42,46,66,48,62,66,59,60,62,50,48,53,40,65,45,65,47,54,70,59,61,51,46,63,55,59,35,49,43,46,52,44,44,48,41,31,41,24,31,36,25,23,36,22,22,16,24,12,19,27,15,25,17,15,6,9,14,18,10,11,7,6,7,10,9,5,6,4,7,5,1,3,2,-1,4,6,3,2,-1,1,-3,1,2,2,1,1,-2,1,1,-1,1,-2,1,-3,1,-54
-74,2,-5,1,1,3,-1,1,1,-2,2,-1,1,4,2,1,1,1,2,1,2,3,8,3,3,4,-1,4,5,10,8,9,9,12,11,10,14,13,12,9,14,11,11,14,17,23,24,19,19,26,22,23,32,27,32,31,32,31,33,27,33,36,36,44,30,42,48,44,40,53,52,59,60,52,65,60,51,69,54,46,48,45,62,48,71,41,72,51,58,63,53,44,73,44,45,49,40,53,50,48,44,44,53,35,34,39,27,28,27,34,28,31,22,22,16,23,13,19,18,24,23,19,8,13,10,13,14,14,8,9,5,9,13,6,5,6,9,2,5,1,4,1,3,1,6,3,1,1,-1,1,-2,2,1,2,1,-1,1,1,-1,1,-2,1,-1,1,-3,1,-54
