0.0000000,0.000#0.840,5.000e-01,-00000073,000000078,0,000000001,000000302,000000000,000000000
-66,1,1,1,1,2,2,2,-1,2,-1,2,2,1,3,-1,1,1,3,3,6,2,3,9,5,10,5,8,8,11,10,7,5,16,9,19,13,15,17,14,20,20,14,29,23,25,23,23,25,23,38,48,35,36,29,43,45,44,48,53,50,62,56,54,61,66,68,64,61,68,71,59,69,64,73,82,66,60,56,78,74,71,64,73,68,78,72,54,65,62,56,71,65,76,59,77,62,66,71,54,49,49,46,39,37,44,47,34,42,37,34,32,27,35,32,30,20,25,18,20,16,17,14,19,17,20,12,15,7,7,6,10,7,7,6,6,3,9,7,5,4,7,2,1,2,2,3,-1,1,1,3,1,1,-2,1,-1,1,-2,2,1,-1,1,-73
-68,1,1,1,1,2,2,2,2,-2,3,2,1,2,1,1,-1,5,4,4,1,5,10,7,6,6,10,10,7,9,9,6,16,11,17,19,12,15,13,26,15,18,23,26,27,21,23,26,27,41,48,32,36,33,42,38,50,60,47,49,61,64,46,59,70,71,59,60,71,74,61,68,62,73,79,61,62,62,78,80,65,60,78,64,78,77,52,63,51,71,69,64,77,71,64,61,69,67,57,48,45,43,41,39,41,44,30,46,35,40,21,29,36,35,27,20,23,21,17,18,16,16,17,20,15,16,10,7,5,6,10,9,6,6,5,6,7,5,5,4,8,1,2,1,2,3,-1,1,4,-1,1,1,-2,1,-1,1,-1,2,-1,1,1,-72
