3.1415926,0.000#0.150,5.300e+01,-00008808,000007304,1,000000053,000000304,000000000,000000000
-76,1,-7,1,-6,1,-6,1,-2,1,-1,3,-1,2,3,1,2,1,1,2,2,2,3,4,5,5,6,3,3,6,5,3,4,8,8,8,10,9,15,9,13,11,10,13,12,16,15,8,12,22,27,26,21,18,27,19,21,25,28,22,32,22,34,31,25,23,25,35,24,39,24,24,35,24,35,32,26,27,34,38,22,42,27,31,29,24,21,29,21,35,28,21,20,26,24,18,21,17,17,28,9,14,14,15,15,12,13,12,6,13,6,4,11,9,11,7,4,6,6,3,2,8,4,3,1,3,1,3,1,-1,1,1,3,1,2,1,-1,2,3,-11,1,-9,1,-15,1,-35
-76,1,-7,1,-5,1,-7,1,-2,1,-1,3,1,1,3,1,2,1,1,2,2,2,3,4,4,6,5,4,4,5,4,4,5,7,7,9,10,9,16,8,13,11,9,14,10,18,16,7,10,24,24,29,22,17,25,21,23,23,28,21,35,20,34,30,27,22,26,34,27,36,25,23,32,27,34,33,24,29,34,38,26,38,27,31,28,24,21,30,26,30,27,22,17,29,22,20,20,18,22,23,10,13,15,14,15,12,14,11,6,13,7,3,13,7,9,9,5,5,5,4,3,7,3,4,2,2,1,3,1,-1,1,1,3,1,2,1,-1,2,1,2,-10,1,-10,1,-14,1,-35
