0.0000000,0.000#0.510,1.667e-01,-00000026,000000029,0,000000001,000000330,000000000,000000000
-52,1,1,-5,2,-4,1,1,1,-1,2,1,1,-1,1,-1,1,1,3,4,-1,4,-1,2,2,1,-1,1,4,-2,2,1,3,5,3,3,2,4,1,2,4,5,5,3,8,8,5,7,3,5,2,8,12,6,6,10,6,6,7,13,8,9,12,10,11,15,10,10,8,17,9,18,11,8,9,9,17,13,13,19,7,18,11,12,20,21,14,11,25,17,18,16,23,22,8,22,15,26,29,19,17,18,16,17,17,21,16,15,18,14,15,17,18,17,14,18,16,18,13,17,10,12,16,8,11,11,12,10,10,13,9,11,7,7,8,8,10,4,6,6,8,9,10,6,8,7,5,12,5,4,9,8,5,5,1,3,4,3,2,1,3,-1,1,4,4,2,2,2,1,2,3,-1,2,3,-3,1,1,1,-1,1,-2,3,2,-2,2,-6,1,-75
-56,2,-5,1,1,-3,1,1,1,-1,2,1,1,-1,1,-1,1,1,3,4,-1,4,-1,2,2,1,-1,1,4,-2,2,1,3,5,3,2,3,4,1,2,3,6,5,3,8,8,5,7,3,4,3,8,12,6,6,10,6,6,7,13,8,9,12,9,11,13,13,9,9,17,9,18,10,7,9,10,18,12,12,21,7,17,11,13,20,19,16,10,26,17,18,15,23,20,11,21,14,27,28,21,15,20,14,17,18,22,16,15,15,15,16,15,18,19,15,17,17,18,13,17,9,11,18,7,12,11,12,10,9,12,11,10,8,7,8,7,11,3,7,4,10,8,10,7,6,9,5,12,5,3,10,8,5,4,2,2,5,2,3,1,3,-1,1,3,4,3,2,2,1,2,3,-1,2,3,-3,1,1,1,-1,1,-2,2,3,-2,2,-6,1,-72
