0.0000000,0.000#0.760,2.000e-01,-00000034,000000031,0,000000001,000000325,000000000,000000000
-77,1,-4,1,1,-3,1,2,1,-3,2,-2,1,2,-2,1,-1,2,2,2,2,4,1,2,2,3,3,5,4,4,11,6,10,8,7,9,8,7,8,9,10,14,15,17,17,10,18,19,16,15,18,16,22,19,20,22,22,31,28,24,29,28,33,32,34,33,40,38,32,37,34,29,39,32,38,50,32,45,49,39,47,39,36,35,46,52,43,49,35,46,42,32,43,48,37,32,33,39,42,44,26,29,31,26,29,20,30,35,25,30,28,29,27,27,22,21,24,20,21,21,17,22,17,20,18,13,10,17,10,11,18,5,5,14,14,10,9,7,6,5,6,6,5,4,4,2,7,9,5,5,1,3,3,1,2,2,4,-1,1,-1,1,1,1,2,-2,2,-6,1,-6,1,-2,1,-16,1,-39
-81,1,-4,1,1,-3,2,1,1,-3,2,-2,1,2,-1,1,-1,1,1,2,2,3,3,1,3,2,4,3,5,3,5,10,7,9,8,7,10,6,7,10,12,9,14,14,20,16,7,19,17,18,16,18,20,24,15,19,18,25,36,21,25,32,28,35,36,26,38,40,33,35,37,36,29,39,32,39,50,34,40,47,46,45,37,31,37,51,50,46,44,39,46,40,30,44,45,39,33,33,39,46,44,21,29,33,24,28,22,31,29,31,27,30,27,25,27,25,18,26,18,21,22,17,22,18,19,16,12,10,19,9,14,15,6,4,16,11,13,9,3,6,8,4,6,5,3,5,3,7,8,5,4,1,4,2,2,1,3,3,-1,1,-1,1,1,1,2,-1,1,1,-6,1,-6,1,-1,1,-17,1,-35
