0.0000000,0.000#0.910,1.667e-01,-00000027,000000030,0,000000001,000000342,000000000,000000000
-35,1,-18,1,1,-7,1,-4,1,2,1,-1,2,1,1,-3,1,1,2,-1,1,1,1,1,7,2,1,2,1,2,2,2,2,-1,2,2,8,2,4,3,2,6,1,4,3,10,6,6,6,11,5,5,9,5,5,12,11,16,12,10,9,16,16,13,12,12,20,12,14,26,9,17,22,15,15,21,27,24,15,17,23,19,15,19,17,27,17,30,23,16,28,17,20,17,28,21,25,22,23,21,27,29,27,32,23,25,28,32,20,26,25,22,17,23,19,21,27,20,22,20,18,18,10,18,18,14,18,9,10,14,16,16,13,13,12,17,8,20,12,17,12,8,10,9,11,8,8,2,10,8,7,10,13,9,8,9,3,6,4,9,6,3,-1,5,-1,1,2,5,2,4,3,1,1,1,2,3,1,1,-1,2,-1,1,2,-1,1,1,2,1,-1,3,-1,1,1,1,2,-5,1,-79
-41,1,-18,1,1,-7,1,-3,1,1,2,-1,2,1,1,-4,2,1,1,1,1,-1,2,5,3,2,1,2,2,1,3,2,-1,1,2,4,6,2,4,4,2,4,3,2,9,7,6,8,9,5,6,5,10,4,7,13,16,13,8,11,14,17,11,15,12,20,10,13,20,16,17,13,21,15,20,26,28,15,12,19,25,18,14,24,23,17,27,25,17,22,19,22,23,19,27,21,25,20,22,30,26,23,29,32,19,25,34,28,19,31,20,21,18,24,17,28,17,23,24,17,18,14,17,19,14,12,14,13,8,15,20,16,12,11,14,12,15,18,11,14,12,9,7,13,8,9,5,4,12,6,8,12,9,10,9,6,6,4,6,6,6,1,2,3,1,1,3,4,2,4,3,-1,1,3,1,3,-1,1,-1,2,1,2,-2,2,1,1,1,-1,3,-1,2,1,2,-5,1,-74
