0.0000000,0.000#0.360#0.550#0.380#0.560#0.140#0.510#0.570#0.090#0.120#0.390#0.580#0.590#0.110#0.350#0.370#0.400#0.520#0.540#0.080#0.100#0.130#0.410#0.500#0.530#0.600#0.650#0.070#0.150#0.420#0.020#0.440#0.460#0.470#0.040#0.160#0.480#0.490#0.030#0.050#0.790,3.000e+00,-00000420,000000492,1,000000003,000000304,000000000,000000000
-52,1,-7,1,1,-3,1,1,-1,2,2,2,-1,1,-1,2,-1,2,-1,4,-1,2,2,8,2,2,5,5,2,1,2,7,3,7,6,2,4,2,-1,4,4,3,2,3,9,5,4,3,5,7,9,5,5,7,6,6,4,8,7,8,9,6,5,4,9,2,8,9,4,5,4,5,4,5,8,6,5,1,4,11,2,6,4,4,6,6,1,6,8,5,5,4,8,6,6,6,4,5,9,3,5,3,9,7,3,3,6,6,3,4,4,4,4,7,7,4,4,2,5,1,6,4,1,2,3,3,2,4,3,4,3,6,5,3,2,2,2,-1,4,4,3,2,2,-1,1,-2,3,-1,2,1,2,1,-1,1,1,1,1,1,-1,2,-2,1,-2,1,1,-77
-53,1,-6,1,1,-3,1,1,-1,2,1,3,-1,1,-1,2,-1,1,1,4,-1,2,1,8,3,1,6,4,2,2,2,3,7,3,9,3,4,2,-1,1,7,3,2,4,7,5,5,2,5,8,7,9,2,7,7,6,4,6,8,8,8,3,9,4,9,3,8,7,4,3,7,6,4,3,10,3,7,3,3,5,8,6,3,6,5,3,4,7,5,6,6,6,4,8,5,4,7,2,12,5,2,5,7,8,3,5,4,5,4,3,5,4,4,4,9,5,4,3,4,2,5,1,4,3,2,3,2,3,4,5,2,4,5,5,2,2,2,1,3,4,3,1,3,-1,1,-2,1,2,2,1,1,2,1,-1,2,-1,1,1,-1,2,-3,1,-1,1,1,-77
-53,1,-6,1,-1,1,-2,1,1,-1,1,2,2,1,1,-1,2,-1,1,1,1,3,2,-1,8,4,2,5,3,3,2,2,2,8,2,9,5,3,-1,2,1,6,3,3,5,5,6,4,1,6,9,5,10,3,6,7,5,6,7,6,9,8,3,9,6,7,5,6,3,8,4,6,6,4,5,8,4,6,3,3,5,8,6,3,5,6,1,6,7,5,4,8,6,4,6,7,4,7,3,10,4,4,4,6,9,4,4,5,4,5,2,6,4,4,4,9,6,2,7,1,3,4,-1,5,2,3,4,1,3,4,4,3,5,3,6,2,2,2,1,3,4,2,2,2,2,-3,1,2,1,2,1,2,1,-1,1,1,1,1,1,1,-3,1,1,-1,1,-77
-53,1,-6,1,1,-3,1,1,-1,2,1,2,1,1,-1,2,-1,1,1,4,-1,2,1,8,3,1,6,4,2,2,2,3,7,3,9,3,4,2,-1,1,7,3,2,4,7,5,5,2,5,8,7,9,2,7,7,6,4,6,8,8,8,3,9,4,9,3,8,7,4,3,7,6,4,3,10,3,7,3,3,5,8,6,3,5,6,3,4,7,5,6,6,6,4,8,5,4,7,2,12,5,2,5,7,8,3,5,4,4,5,3,5,5,3,4,9,5,4,3,4,2,5,1,4,3,2,4,1,3,4,5,2,5,4,5,2,2,2,1,3,4,3,1,3,-1,1,-2,1,2,2,1,1,2,1,-1,2,-1,1,1,1,1,-3,1,-1,1,1,-77
-53,1,-6,1,-1,1,-2,1,1,-1,1,2,2,1,1,-1,2,-1,1,1,1,3,2,-1,8,4,2,5,3,3,2,2,2,8,2,9,5,3,-1,2,1,6,3,3,5,5,6,4,1,6,9,5,10,3,6,7,5,6,7,6,9,8,3,8,6,8,5,6,3,8,4,6,6,4,5,8,4,6,3,3,5,8,6,3,6,5,1,6,6,6,4,8,6,4,6,7,4,7,3,10,4,4,4,6,9,4,4,5,4,5,3,5,4,4,5,8,6,2,7,1,3,4,-1,5,2,3,4,1,3,4,4,3,4,4,6,2,2,2,1,3,4,2,2,2,2,-3,1,2,1,2,1,2,1,-1,1,1,1,1,1,1,-3,1,1,-1,1,-77
-52,1,-7,1,1,-3,1,1,-1,2,2,2,-1,1,-1,2,-1,2,-1,4,-1,2,2,8,2,1,6,5,2,-1,3,6,4,7,6,2,4,2,-1,3,5,4,1,3,8,6,4,2,5,8,7,8,4,7,6,5,5,8,7,9,7,6,5,6,8,2,8,7,5,5,4,6,4,4,9,4,6,2,4,10,3,5,5,4,6,5,2,6,7,6,5,7,5,6,5,6,5,5,9,5,2,4,8,8,3,4,5,8,1,3,5,4,4,6,8,4,4,3,4,1,6,3,2,4,1,3,2,5,2,5,2,6,4,4,2,2,2,1,3,4,3,1,3,-1,1,-2,3,-1,2,1,2,1,-1,1,1,1,1,1,-1,2,-2,1,-2,1,1,-77
-53,1,-6,1,-1,1,-2,1,1,-1,2,1,2,1,1,-1,2,-1,1,1,1,3,2,-1,9,3,1,6,4,2,2,2,2,8,3,8,5,3,-1,2,1,7,3,2,5,5,6,4,2,5,9,5,10,3,6,7,5,6,7,6,9,8,3,9,6,7,3,8,3,8,4,6,6,4,5,8,4,6,3,3,5,8,7,2,6,5,2,5,7,5,4,8,6,4,6,7,4,7,3,10,4,4,4,7,8,4,4,5,4,5,2,6,4,4,5,8,6,2,6,2,3,4,-1,5,3,2,4,1,2,5,4,3,5,4,5,2,2,2,1,3,4,2,2,3,1,-3,1,2,1,2,1,2,1,-1,1,1,1,1,1,1,-3,1,1,-1,1,-77
-53,1,-6,1,-1,1,-2,1,1,-1,1,2,2,1,1,-1,2,-1,1,1,1,3,2,-1,8,4,2,5,3,3,2,2,2,8,2,9,5,3,-1,2,1,6,3,3,5,5,6,4,1,6,9,5,10,3,6,7,5,6,6,7,9,8,3,8,6,8,5,6,3,8,4,6,6,4,5,8,4,6,3,3,5,8,6,3,6,5,1,6,6,6,5,7,6,4,6,7,4,7,3,10,4,4,4,6,9,4,4,5,4,5,3,5,4,4,5,8,6,2,7,1,3,4,-1,5,2,3,4,1,3,4,4,3,4,4,6,2,2,2,1,2,5,2,2,2,2,-3,1,2,1,2,1,2,1,-1,1,1,1,1,1,1,-3,1,1,-1,1,-77
-52,1,-7,1,1,-3,1,1,-1,2,2,2,-1,1,-1,2,-1,2,-1,4,-1,2,2,8,2,1,6,5,2,1,2,6,4,7,6,2,4,2,-1,3,5,4,1,3,9,5,4,2,6,7,8,6,5,7,6,6,4,8,7,9,7,6,5,5,9,2,8,7,5,5,5,5,4,5,8,5,5,2,4,11,2,5,5,4,6,5,2,6,8,5,5,7,5,6,6,6,4,6,8,4,3,4,8,8,3,4,5,7,2,4,4,4,4,7,7,4,4,2,5,1,6,4,1,4,1,3,2,5,2,4,3,6,5,3,2,2,2,1,3,4,3,2,2,-1,1,-2,3,-1,3,-1,2,1,-1,1,1,1,1,1,-1,2,-2,1,-2,1,1,-77
-52,1,-7,1,1,-3,1,1,-1,2,2,2,-1,1,-1,2,-1,2,-1,4,-1,2,2,8,2,1,6,5,2,-1,3,6,4,7,6,2,4,2,-1,3,5,4,1,3,8,6,4,2,6,7,8,7,4,7,6,5,5,8,7,9,7,6,5,6,8,2,8,7,5,5,4,6,4,4,9,4,6,2,4,11,2,5,5,4,6,5,2,6,8,5,5,7,5,6,6,5,5,5,9,5,2,4,8,8,3,4,5,8,1,3,5,4,4,6,8,4,4,3,4,1,6,4,1,4,1,3,2,5,2,5,2,6,4,3,3,2,2,1,3,4,3,2,2,-1,1,-2,3,-1,3,-1,2,1,-1,1,1,1,1,1,-1,2,-2,1,-2,1,1,-77
-53,1,-6,1,1,-3,1,1,-1,2,1,2,1,1,-1,2,-1,1,1,4,-1,2,-1,9,3,1,6,4,2,2,2,3,7,4,8,4,3,1,1,1,7,3,2,4,7,5,5,2,5,8,7,9,2,7,7,6,4,7,7,8,8,3,9,4,9,3,8,6,5,3,7,6,4,3,10,4,6,3,3,5,8,7,2,5,6,3,4,7,5,5,7,6,4,7,6,4,7,2,12,5,2,5,7,8,3,5,4,4,5,3,5,5,3,4,9,5,4,3,4,2,5,1,4,3,2,4,1,3,4,5,2,5,4,5,2,2,2,1,3,4,3,1,3,-1,1,-2,1,2,2,1,1,2,1,-1,2,-1,1,1,1,1,-3,1,-1,1,1,-77
