0.0000000,0.000#0.210,2.500e-01,-00000038,000000040,0,000000001,000000312,000000000,000000000
-75,1,-2,1,-8,1,1,2,-1,1,-2,1,1,4,1,1,1,4,-1,3,3,2,2,8,5,3,12,8,10,8,7,10,16,9,12,17,10,14,20,18,18,17,25,13,25,16,25,23,33,30,18,26,42,31,32,28,34,38,43,32,35,42,33,37,36,46,47,40,42,42,47,65,48,36,41,32,38,45,38,41,35,32,31,32,30,28,24,26,31,27,32,18,26,20,21,21,15,17,21,11,12,15,11,14,12,8,8,9,12,6,8,7,3,7,7,4,6,3,4,1,2,1,3,1,1,1,1,-2,1,-2,3,1,1,-1,1,-2,1,-10,1,-78
-75,1,-2,1,-9,1,2,1,1,-3,1,1,4,1,1,3,2,1,4,1,3,3,6,5,7,9,8,10,8,8,10,15,9,16,16,6,15,22,19,16,19,25,11,25,19,22,25,35,28,21,28,35,35,32,30,30,38,48,33,32,39,37,36,36,48,44,43,40,41,51,66,44,36,37,39,35,43,40,37,35,32,32,30,32,27,23,27,34,26,33,14,28,20,21,20,13,20,18,11,12,15,14,11,12,8,8,9,11,9,5,9,2,7,6,6,4,5,2,1,3,1,2,2,1,-1,1,-2,1,-2,3,2,-2,1,-2,1,-10,1,-77
