1.0053096,0.000#0.190,1.667e-02,-00000002,000000003,0,000000001,000000300,000000000,000000000
-69,1,-3,1,1,-3,2,3,-1,3,3,5,2,3,6,-1,7,7,15,21,20,15,23,32,35,46,59,62,77,83,88,117,123,148,168,162,216,241,296,320,350,366,432,482,548,615,605,738,683,797,880,942,963,1018,1059,1143,1182,1201,1238,1336,1400,1447,1470,1527,1456,1546,1588,1593,1528,1474,1405,1413,1321,1399,1363,1263,1154,1332,1111,1071,999,980,880,819,808,714,651,618,555,479,480,412,377,331,258,255,235,223,183,163,147,130,101,95,74,69,45,51,49,41,27,30,16,19,11,8,4,7,5,7,3,2,3,2,-3,1,1,-2,1,-7,1,-88
-81,1,-2,1,1,-4,4,1,1,4,5,2,1,8,1,3,9,10,18,21,21,16,29,30,51,52,51,82,73,92,101,109,153,154,161,206,237,270,321,308,358,403,461,549,588,598,680,708,758,841,907,948,1019,1015,1121,1166,1165,1256,1298,1342,1461,1450,1544,1477,1469,1566,1654,1531,1468,1447,1443,1372,1330,1358,1313,1224,1254,1183,1091,1052,1007,875,874,793,727,707,610,578,526,483,450,381,345,278,250,250,220,198,180,146,136,114,115,74,66,56,46,56,33,40,35,14,15,16,12,3,7,5,4,6,4,2,1,2,-2,1,1,-3,1,-6,1,-77
