0.0000000,0.000#0.320,1.111e-01,-00000016,000000018,0,000000001,000000306,000000000,000000000
-62,1,1,-1,2,1,1,-2,2,-1,1,1,1,-1,1,1,-1,2,-1,3,2,1,1,2,2,2,3,4,2,4,4,4,6,2,9,8,3,5,10,8,8,14,15,8,14,20,15,13,14,16,15,12,20,20,18,22,19,32,31,22,29,25,27,33,28,25,28,29,27,35,27,40,37,37,36,35,39,38,37,46,35,34,26,29,41,37,41,23,36,32,30,36,26,23,27,27,28,36,37,25,34,25,18,28,22,21,19,28,26,24,23,20,23,15,20,18,18,17,10,11,10,18,14,12,8,15,10,10,6,7,3,8,6,5,3,7,2,5,-1,4,6,3,2,1,4,1,2,-1,2,-1,1,1,1,-3,1,-2,1,-2,1,-2,1,-78
-65,1,1,-1,2,1,1,-2,2,-1,1,1,1,1,-1,1,1,1,1,2,2,1,1,2,2,2,5,3,1,5,3,7,4,1,9,9,4,7,7,7,10,15,13,8,15,19,14,13,17,14,16,15,18,20,16,24,19,33,28,23,31,24,28,31,33,20,28,28,29,35,28,38,43,33,35,39,35,42,40,43,32,31,29,29,41,37,42,22,37,31,31,36,22,23,30,25,28,39,35,24,37,23,16,31,23,22,17,27,29,23,21,18,23,17,20,20,15,16,10,12,13,15,13,12,8,16,10,8,6,7,4,8,5,7,1,7,2,5,-1,4,6,3,2,2,3,1,2,1,1,-1,2,1,-4,1,-2,1,-2,1,-2,1,-75
