0.0000000,0.000#0.900,9.091e-02,-00000013,000000016,0,000000001,000000319,000000000,000000000
-56,2,2,-6,1,1,1,-1,1,-1,1,1,1,3,-2,1,3,-1,2,3,2,4,2,3,5,6,7,3,3,4,2,3,5,8,4,5,7,2,7,5,8,5,7,6,5,13,5,9,3,8,12,5,7,11,11,7,8,9,7,6,9,16,11,5,11,13,18,7,17,15,13,10,13,10,19,14,14,10,13,16,10,7,8,23,16,13,14,11,14,13,21,10,10,11,14,11,14,14,11,17,8,12,11,12,14,8,12,12,12,11,5,7,7,6,13,10,5,7,10,4,7,10,4,6,5,7,6,4,9,3,2,2,6,3,1,4,6,2,-1,1,3,4,3,5,3,1,1,-1,1,-1,1,1,2,4,2,-3,3,-2,1,2,-2,1,-4,2,2,-1,1,-84
-66,3,1,-6,1,1,1,-1,1,-1,1,1,1,3,-2,2,2,-1,3,2,2,4,4,1,5,7,6,4,2,4,2,3,5,8,5,5,6,2,7,6,8,4,7,8,4,12,6,9,4,7,11,5,9,9,11,8,7,10,8,7,6,18,9,7,9,15,17,9,15,15,12,14,9,13,19,15,11,10,14,14,11,6,9,25,13,15,13,14,11,15,18,11,10,12,14,10,14,15,12,14,9,12,10,13,14,8,15,9,12,11,5,6,8,7,13,8,5,8,10,4,8,8,5,7,4,7,6,3,9,4,1,3,5,3,1,4,6,2,-1,1,4,4,2,5,3,1,1,-1,1,-1,1,1,3,3,2,-2,1,2,-2,2,1,-2,1,-4,2,2,-1,1,-74
