0.0000000,0.000#0.370,1.100e+01,-00001833,000001621,1,000000011,000000314,000000000,000000000
-79,1,-1,1,1,-2,1,-5,1,-1,2,1,-2,1,1,-1,4,-1,2,-1,4,4,2,7,1,3,6,8,4,1,6,2,6,4,3,3,3,13,8,6,7,12,7,8,11,6,16,17,12,14,15,18,19,14,16,12,17,22,23,21,23,15,23,18,14,29,21,34,21,22,33,22,25,25,26,22,28,32,37,32,30,24,27,24,18,41,28,21,15,21,33,26,29,18,27,23,21,24,19,22,31,17,23,24,23,19,25,20,17,21,16,18,23,18,12,19,17,8,14,15,11,16,6,9,3,11,11,7,8,9,7,7,7,6,2,3,4,4,1,4,3,2,2,2,2,1,-1,4,2,2,1,1,-1,1,-2,1,2,-10,1,-1,1,-17,1,-41
-79,1,-1,1,-1,1,1,-5,1,-1,1,1,1,-2,1,1,-1,3,1,2,-1,4,4,2,5,3,3,8,6,-1,5,5,3,6,3,4,3,5,11,7,6,7,13,10,4,10,8,12,20,16,10,18,16,17,16,15,11,17,24,19,25,15,23,20,21,14,28,29,25,25,19,30,24,25,26,27,20,24,38,32,37,20,33,28,24,20,39,24,25,19,17,28,31,22,23,31,20,24,22,20,18,29,22,18,27,23,21,20,25,22,16,14,19,23,19,16,15,17,8,15,13,12,14,7,10,4,10,11,7,5,12,8,6,5,7,4,2,6,2,2,3,3,2,1,3,2,1,1,3,2,2,-1,2,-1,1,-2,2,1,-11,1,1,-17,1,-41
