0.0000000,0.000#0.660,3.333e-01,-00000064,000000062,0,000000001,000000378,000000000,000000000
-87,1,-3,1,2,-1,1,-1,1,2,-1,1,-4,1,-1,1,1,-2,1,2,-2,1,2,-1,3,-1,2,6,1,6,2,1,4,6,-1,4,3,6,9,3,7,1,4,5,9,10,9,7,6,6,8,10,9,9,9,7,6,11,13,16,9,11,11,10,17,13,11,14,18,20,20,15,9,20,19,19,16,21,15,21,15,23,14,23,16,14,17,16,23,26,14,29,20,24,22,23,25,29,24,30,21,18,22,31,16,21,27,25,25,28,13,21,21,21,16,25,16,18,22,19,25,18,22,25,19,14,13,14,23,14,15,11,15,13,11,14,12,10,15,8,10,9,10,10,4,18,11,11,7,2,7,7,8,10,4,6,4,3,3,6,4,6,6,4,4,8,-1,4,2,3,-1,2,2,1,-1,3,4,2,-3,2,1,-4,2,-1,2,-6,1,-3,1,-4,1,-1,1,1,1,-75
-89,1,-3,1,2,-1,1,-1,1,2,-1,1,-4,1,-1,1,1,-2,1,2,-2,1,2,-1,3,-1,2,6,1,6,2,2,3,6,-1,4,3,7,8,3,7,1,4,6,8,11,8,7,6,7,7,10,9,9,9,7,7,10,13,16,9,11,12,9,18,12,11,14,19,20,19,15,9,21,20,18,15,21,15,21,15,23,15,23,15,14,17,17,22,26,14,30,21,22,22,24,24,29,24,30,21,19,22,30,18,19,27,25,26,27,13,21,21,21,16,25,18,17,22,19,24,18,23,24,19,14,13,15,22,14,16,10,15,13,11,15,11,11,14,8,10,9,10,10,4,18,11,11,7,2,7,7,8,10,4,6,4,3,3,6,4,6,6,4,4,8,-1,4,2,3,-1,2,2,1,-1,3,4,2,-3,2,1,-4,2,-1,2,-6,1,-3,1,-4,1,-1,1,1,1,-73
