1.8849556,0.000#0.840,5.263e-02,-00000007,000000009,0,000000001,000000304,000000000,000000000
-69,1,-1,1,-2,1,2,1,-1,1,2,1,1,4,1,4,2,3,2,2,6,8,10,14,11,10,11,14,13,14,16,33,36,37,36,38,57,46,63,60,69,84,91,83,74,94,100,115,147,153,146,159,173,188,195,190,223,211,225,252,250,280,273,291,296,329,323,330,312,331,343,346,321,345,356,342,387,312,322,343,303,349,348,322,306,325,333,301,302,284,282,271,248,233,217,228,198,205,185,170,151,144,155,113,118,107,114,105,93,69,77,59,58,53,60,48,44,39,52,33,22,25,24,19,12,11,14,14,8,9,9,5,5,3,3,3,5,2,3,1,3,1,-2,1,-6,1,-83
-85,1,-1,1,-2,1,2,1,-1,1,2,1,1,4,1,4,2,3,3,1,6,8,11,14,11,10,10,15,12,14,18,34,38,32,37,39,56,49,59,64,66,86,89,86,75,90,104,118,144,156,142,160,174,187,193,195,230,209,222,254,246,284,267,300,294,330,321,331,316,336,334,350,314,343,364,344,377,327,308,347,299,360,341,317,321,308,340,299,305,285,278,274,240,234,219,225,200,204,182,173,151,142,159,106,118,113,109,104,97,68,74,60,56,56,56,51,44,39,49,33,24,25,23,18,12,12,13,15,7,12,6,5,5,3,3,4,5,1,3,1,3,1,-2,1,-6,1,-67
