1.8849556,0.000#0.350,5.556e-02,-00000008,000000009,0,000000001,000000306,000000000,000000000
-80,1,-1,1,1,1,-2,1,1,-2,3,3,2,6,6,4,8,3,10,10,9,18,18,21,28,31,35,33,23,42,53,46,68,75,94,88,75,91,132,117,149,157,182,174,233,233,228,273,277,282,312,330,358,418,418,464,468,511,487,504,523,567,555,606,610,642,672,642,702,713,631,639,698,721,696,712,663,652,680,625,618,662,587,561,547,547,527,490,512,463,441,426,396,358,385,337,310,319,266,266,228,228,198,182,172,136,140,140,101,103,92,80,64,55,69,45,43,45,41,26,32,21,24,21,22,16,11,9,9,5,5,8,3,3,2,3,4,3,2,1,-14,1,-70
-87,1,1,1,1,-2,1,1,-2,2,4,1,5,6,4,8,4,6,12,10,15,17,20,25,28,37,31,27,38,51,51,59,73,85,95,68,90,125,122,145,143,177,180,217,230,232,247,286,282,297,333,346,391,413,449,474,497,515,479,529,546,572,583,605,634,651,668,661,747,630,638,689,726,706,683,684,654,672,661,616,636,608,574,545,533,525,518,529,455,443,426,407,373,383,346,332,326,260,272,246,225,206,188,167,156,132,139,120,92,108,79,59,66,63,52,42,50,43,30,28,24,26,18,18,20,14,10,10,6,3,7,5,2,4,1,6,2,2,1,1,-14,1,-63
