1.0053096,0.000#0.290,1.333e-02,-00000002,000000002,0,000000001,000000300,000000000,000000000
-103,1,-1,1,-3,2,-1,1,-1,1,-1,1,-1,8,-1,2,1,4,2,5,1,5,5,4,10,8,9,9,15,11,8,8,20,19,16,14,10,17,30,18,19,34,35,25,48,46,44,38,29,39,49,57,39,49,49,61,69,62,52,64,64,57,55,62,72,59,62,58,63,52,63,63,51,53,45,49,53,51,49,41,66,56,49,30,43,33,43,46,25,42,33,20,27,32,16,23,17,10,12,17,19,12,8,12,8,7,4,7,5,7,2,3,6,4,2,4,2,-1,2,2,-1,2,1,-2,1,-70
-125,1,-1,1,-3,2,-1,1,1,-2,1,3,5,1,1,1,4,4,4,1,6,4,3,12,9,9,9,16,8,7,14,16,23,12,13,12,26,20,18,25,31,36,27,49,47,42,36,31,44,51,55,41,49,51,56,72,59,60,58,61,64,48,72,67,57,63,57,58,59,69,53,48,58,44,52,50,53,49,43,58,62,42,38,33,43,34,45,30,34,37,22,23,33,20,21,12,8,13,19,20,8,11,11,6,8,6,3,7,6,2,2,8,2,4,3,1,-1,2,2,-1,2,1,-2,1,-48
