0.0000000,0.000#0.730,3.000e+00,-00000484,000000500,1,000000003,000000328,000000000,000000000
-64,1,1,2,-3,1,2,1,1,3,3,2,4,1,-1,1,4,3,6,7,10,10,9,13,7,12,13,6,20,13,22,21,26,25,24,36,30,38,29,37,60,69,56,50,55,69,68,77,62,87,99,82,99,107,110,93,103,133,120,141,116,126,106,130,140,148,133,132,127,130,126,132,125,145,134,130,130,126,142,120,125,135,132,114,108,101,115,108,109,111,102,112,102,94,112,101,101,104,95,100,96,98,106,100,112,93,97,125,130,110,112,113,115,104,135,124,125,141,142,128,110,138,144,137,143,137,133,125,135,133,113,124,124,128,125,100,106,83,125,100,121,90,76,89,83,62,88,67,64,49,54,47,51,37,34,36,29,26,32,20,13,27,31,17,13,18,13,7,9,7,9,4,5,5,5,4,5,4,2,2,5,2,1,1,2,1,-1,1,1,1,-4,1,1,-1,1,-65
-64,1,1,-1,2,-2,1,1,2,1,3,2,2,5,-1,1,2,2,4,5,4,8,13,10,5,15,7,16,10,12,24,13,21,22,35,20,23,36,37,34,43,43,60,65,60,53,69,66,62,78,75,95,107,85,103,99,107,98,121,129,118,131,123,123,129,123,137,151,129,130,112,139,138,116,159,132,118,134,142,130,124,120,134,135,112,121,87,111,108,119,109,105,122,95,98,97,123,85,100,108,71,114,105,101,111,98,118,82,123,128,114,110,114,103,117,119,130,133,127,136,132,121,133,138,145,127,136,146,133,130,113,133,133,117,125,123,108,102,114,86,119,103,100,87,76,88,85,72,76,62,55,50,47,51,36,34,37,26,33,27,22,16,29,23,23,15,17,15,11,4,9,7,5,3,9,4,3,4,2,6,2,4,1,3,-1,1,3,-2,1,1,1,-4,1,1,-1,1,-64
