1.8849556,0.000#0.010,5.263e-02,-00000007,000000009,0,000000001,000000304,000000000,000000000
-73,1,-3,4,1,1,2,1,-1,2,2,-1,3,1,3,3,1,3,5,4,10,5,6,11,13,5,10,9,19,18,13,23,34,24,30,26,32,45,40,31,46,55,49,58,67,73,73,76,72,91,76,88,106,95,101,116,132,105,112,123,128,122,151,145,144,132,124,115,152,139,148,129,129,126,123,150,122,127,138,124,146,115,135,113,127,114,99,90,95,95,75,67,71,81,67,58,54,57,49,46,40,41,37,21,22,30,29,13,17,18,13,22,9,11,15,11,8,2,7,9,3,6,2,2,3,2,-1,1,2,-1,2,1,-2,1,-2,1,-5,1,-1,2,-3,1,-80
-74,1,-2,4,1,-1,1,2,1,2,2,-1,3,1,2,3,2,2,6,3,8,7,7,7,16,4,10,8,17,21,15,20,32,25,28,31,25,46,42,31,42,59,43,56,70,67,77,74,71,97,72,91,90,101,100,113,132,110,116,115,125,126,140,155,141,130,125,123,147,135,153,123,138,119,130,139,133,122,139,130,139,114,136,115,119,125,104,84,102,92,73,75,69,79,73,54,58,55,52,47,40,37,43,22,23,29,30,12,17,18,16,18,11,13,12,12,10,3,6,7,6,5,3,2,2,3,-1,1,1,1,2,1,-2,1,-2,1,-5,1,-1,2,-4,1,-79
